[00:00:00] 欢迎收听古矮,我是孟宫
[00:33:19] 非常的疯狂
[00:33:21] 你知道他们讲音响
[00:33:22] 因为蛮多听众
[00:33:23] 可能不知道的
[00:33:24] 会以为说
[00:33:24] 怎样
[00:33:25] 你家里放一个boss
[00:33:26] 那个就是一个音响
[00:33:27] 对绝大多数人来讲
[00:33:28] 真的这样子就够了
[00:33:29] 可是他们讲的音响
[00:33:31] 或是说
[00:33:31] 我自己猜想
[00:33:32] 这位兄弟家所提到
[00:33:33] 是那种怪物等级的音响
[00:33:35] 就是说
[00:33:35] 真的会像是一个
[00:33:36] 庞然大物放在那边
[00:33:37] 那不知道的会以为说
[00:33:39] 那是什么
[00:33:39] 机械战警
[00:33:40] 就是那种很奇怪
[00:33:41] 那长得很特别
[00:33:43] 甚至有些是
[00:33:44] 比人还高的音响
[00:33:45] 那这个在自己身边的
[00:33:46] 一些朋友
[00:33:47] 特别是我觉得
[00:33:48] 一般都年纪偏大
[00:33:49] 大家可能是五六十岁
[00:33:50] 他们会有这样子的兴趣
[00:33:51] 那我也去听过
[00:33:53] 就是所谓的这些
[00:33:54] 会让人感动
[00:33:55] 会听到一些
[00:33:56] 不一样声音的音响
[00:33:57] 那当我听到钱的时候
[00:33:58] 我是更感动了
[00:33:59] 哇靠
[00:33:59] 现在音响可以
[00:34:00] 一两千万以上
[00:34:02] 你们可以想象吗
[00:34:02] 音响是可以装到
[00:34:03] 一两千万的
[00:34:05] 是很恐怖的一个数字
[00:34:07] 那我之前有跟我老婆分享过
[00:34:09] 就那时候去看完之后
[00:34:10] 我是没有说非常的心动
[00:34:12] 因为我听AirPods
[00:34:13] 其实我就听得很高兴
[00:34:14] 我听我的Sony耳机
[00:34:15] 我就很爱
[00:34:15] 然后只是我就说
[00:34:16] 有人在搞这个
[00:34:17] 要不要以后我们可能
[00:34:18] 知道有缘分的话
[00:34:20] 我们或许可以归来看看
[00:34:21] 我老婆就说
[00:34:21] 妈呀占空间不准
[00:34:23] 所以目前没有这样子的想法
[00:34:24] 但是因为
[00:34:25] 我们这样一路走来
[00:34:26] 大家应该说
[00:34:28] 也不是只有我自己
[00:34:28] 我相信你各位也有发现
[00:34:30] 像小时候
[00:34:30] 你们会嫌你爸妈怎么样
[00:34:31] 就你长大之后
[00:34:32] 你就慢慢的变成你的爸妈
[00:34:33] 某个层面
[00:34:34] 优化版的
[00:34:35] 你会慢慢的跟上
[00:34:37] 所以说不定只是年纪没到
[00:34:39] 就我现在听你在讲音响
[00:34:40] 我就只觉得说
[00:34:41] 那个是老人家在玩的东西
[00:34:42] 然后等到有一天
[00:34:43] 我开始在弄音响的时候
[00:34:44] 就知道说
[00:34:45] OK我现在就是老人家
[00:34:46] 就差不多这样的感受
[00:34:47] 我不排除未来会弄
[00:34:48] 只是现在是真的
[00:34:49] 太复杂又太占空间
[00:34:51] 可能是暂时不会考虑
[00:34:53] 听我的Boss
[00:34:53] 可能就非常高兴
[00:34:54] 下面一位
[00:34:55] 皇上你何时才要翻我的牌
[00:34:57] 猛公你好
[00:34:58] 自从你开始联姓Spotify之后
[00:35:00] 我就两边下注
[00:35:01] 一转眼几个礼拜过去了
[00:35:02] 却迟迟等不到您的宠爱
[00:35:04] 我这样知道您Steam
[00:35:06] 游玩时数前五名的游戏
[00:35:08] 怎么那么难
[00:35:08] 那我看到的话
[00:35:09] 希望你可以解惑
[00:35:10] 愿您跟您所认识的人
[00:35:12] 身体健康
[00:35:13] 最后希望您用
[00:35:14] 统神的语气说
[00:35:15] 太神了
[00:35:16] 前面几名的话
[00:35:19] 我觉得PUBG一定有上榜
[00:35:21] 然后再来
[00:35:22] GTA吧
[00:35:23] 巫师
[00:35:25] Cyberpunk
[00:35:26] 其他就
[00:35:28] 不知道
[00:35:29] 反正都是大作
[00:35:30] 我自己还是比较
[00:35:31] 偏向之后去玩大作
[00:35:33] 那当然中小型的游戏也喜欢
[00:35:35] 只一般它的游戏时长
[00:35:36] 就没有这么长
[00:35:37] 所以花比较多时间的
[00:35:39] 都是一些
[00:35:40] 可以跟朋友联机对打的
[00:35:42] 或者说3A大作
[00:35:43] 大概这样
[00:35:43] 下面一位
[00:35:44] 周立821
[00:35:46] 孟公大
[00:35:47] 您好
[00:35:48] 我跟先生都是
[00:35:49] 美极必听的忠实粉丝
[00:35:50] 这阵子发现先生
[00:35:52] 想信贷来还他的卡债
[00:35:53] 先生会爆买公仔
[00:35:54] 跟战斗陀螺
[00:35:55] 我体谅他工作压力大
[00:35:57] 之前希望他能够控制
[00:35:58] 他的支出
[00:35:59] 但没有想到
[00:36:00] 我再次发现
[00:36:01] 他又累积了一笔卡费
[00:36:02] 那我说我们都会听
[00:36:03] 理财podcast
[00:36:04] 为什么他只懂消费不存钱
[00:36:06] 他认为他给我家用
[00:36:08] 已经付出很多了
[00:36:09] 但我也是有在付家用的
[00:36:11] 请帮忙他醒醒吧
[00:36:13] 信贷来还卡债
[00:36:16] 应该是对的
[00:36:17] 因为卡债的循环利率
[00:36:19] 是更高了
[00:36:19] 那只是如果说是
[00:36:21] 因为你现在等于说
[00:36:22] 把一个债务换成
[00:36:23] 两个债务
[00:36:24] 信贷
[00:36:24] 然后去玩
[00:36:26] 不管是战斗陀螺
[00:36:27] 然后或者是一些公仔
[00:36:30] 我觉得这个不是太好的东西
[00:36:32] 那当然可能是因为
[00:36:33] 他的压力庞大到
[00:36:34] 他必须要去
[00:36:35] 你知道这种
[00:36:36] coping mechanism之类
[00:36:38] 他就是必须要靠这个东西
[00:36:39] 来让自己舒服一点的话
[00:36:40] 那可能要先解决
[00:36:42] 他心里的那一个问题
[00:36:43] 就是有时候
[00:36:43] 我们去注意到的东西
[00:36:44] 是比较偏向是表象上的
[00:36:46] 就是可能你看到一个
[00:36:48] 妈的老婆那边发疯
[00:36:49] 在路上大叫
[00:36:50] 想说该娘
[00:36:50] 不要发疯
[00:36:51] 有病是不是
[00:36:52] 可是你不知道
[00:36:52] 他搞不好忍超久
[00:36:53] 他现在才在路上发疯
[00:36:55] 所以事出必有因
[00:36:56] 特别是
[00:36:57] 现在你去看一件
[00:36:58] 那种行车记录器影片
[00:36:59] 我发现蛮多人
[00:36:59] 也都有这样子的素养了
[00:37:00] 为什么前面那台车
[00:37:01] 会这么凶
[00:37:02] 你要不要把前面的影片放出来
[00:37:03] 搞不好是你先去惹人家
[00:37:04] 就有很多这样的东西
[00:37:05] 所以当然他这个行为
[00:37:07] 绝对是不好的
[00:37:08] 可是为什么他会
[00:37:09] 要这样子做呢
[00:37:10] 那会不会是
[00:37:11] 有一些东西可以被解决
[00:37:13] 如果可以去解决
[00:37:14] 那一块的话
[00:37:14] 或许就不会有后面这一块
[00:37:16] 所以我觉得解决还需细林人
[00:37:18] 可能你们两个要去探讨一下
[00:37:20] 为什么老公会压力到
[00:37:22] 要这样子去做一些
[00:37:23] 冲动消费
[00:37:24] 虽然我自己本身
[00:37:25] 也是冲动消费
[00:37:26] 只是我不会冲动到
[00:37:27] 可能是用负债的方式
[00:37:29] 去玩一些东西
[00:37:30] 一定都是有余裕的
[00:37:31] 那甚至是这样子
[00:37:32] 如果你说在这阵子
[00:37:34] 我才开始去搞红酒的话
[00:37:36] 我应该就会直接跳过
[00:37:38] 那一些非常夸张的
[00:37:39] 我先从可能
[00:37:40] 比较入门款的开始之类的
[00:37:42] 所以即便其实这些东西
[00:37:43] 对我的生活是没有影响的
[00:37:45] 这些开销对我生活是没有影响
[00:37:46] 可是我会因为我的工作表现
[00:37:48] 去决定
[00:37:49] 我现在可不可以花钱
[00:37:50] 甚至是
[00:37:51] 就在说
[00:37:52] 今天是一个回档日
[00:37:53] 是赔钱的
[00:37:54] 老子今天只能吃便当
[00:37:55] 我吃其他东西
[00:37:56] 我都觉得我在浪费
[00:37:57] 这个是自己的一种纪律吧
[00:37:59] 所以依我的角度是
[00:38:01] 我会冲动消费
[00:38:02] 我会去买很多
[00:38:04] 很夸张的东西没错
[00:38:05] 那只是我还是会先考量一些
[00:38:07] 可能是比较圆的东西
[00:38:08] 所以像我岳母
[00:38:09] 也曾经有讲过说
[00:38:10] 其实孟公你的钱
[00:38:11] 已经早就可以
[00:38:12] 你知道你跟你太太
[00:38:14] 你们可以搬去西班牙
[00:38:14] 你们已经可以退休
[00:38:15] 你们可以去做很多
[00:38:16] 什么事情
[00:38:17] 我就说
[00:38:17] 我就是因为跟你想的不一样
[00:38:19] 所以我才有办法
[00:38:20] 持续的去累积
[00:38:21] 不管我可能在过程之中
[00:38:22] 做了什么东西
[00:38:23] 我去投了什么新的东西
[00:38:25] 我去搞什么
[00:38:26] 肖南支某什么的
[00:38:27] 我每年的net worth
[00:38:28] 一定都是持续上去的
[00:38:30] 类似这样
[00:38:30] 那就是因为我们
[00:38:31] 对自己有一些要求
[00:38:32] 那当然有些人
[00:38:33] 他可能没有这样子的要求
[00:38:34] 好像我太太
[00:38:35] 或是我岳母
[00:38:36] 或是说
[00:38:36] 可能你们蛮多人
[00:38:37] 如果认识美国人的话
[00:38:38] 我们不再讲那种stereotype
[00:38:40] !
[00:38:42] 他们可能像之前一个
[00:38:44] 住在美国的听众就有分享说
[00:38:47] 那好像是马里布
[00:38:48] 还是哪边
[00:38:49] 反正美国不是加州大火吗
[00:38:51] 很多富人区的房子烧掉之后
[00:38:53] 他们是没有钱去重建的
[00:38:55] 他们都是富人
[00:38:56] 没错
[00:38:56] 他们没有这么多的资产在那边
[00:38:59] 所以可能就是要再赚一阵子
[00:39:01] 然后才有钱去弄
[00:39:02] 他们就是反正今朝有酒
[00:39:04] 今朝醉之类的
[00:39:05] 所以我不会讲说
[00:39:06] 我的这个做法才对的
[00:39:07] 那只是你每个人
[00:39:09] 会有自己的一个做法
[00:39:10] 有些人就习惯说
[00:39:11] 反正钱就是要把大家花掉
[00:39:12] 反正我是尊重大家
[00:39:14] 只是我分享一下
[00:39:15] 我会这样的做
[00:39:15] 我不会想要去透支自己的未来
[00:39:18] 我不会想去拼一发大的
[00:39:20] 然后这是死而算的
[00:39:21] 不管这样
[00:39:21] 我就是
[00:39:21] 你知道好像说
[00:39:23] 我这个旅行没有去到的话
[00:39:25] 我就是枉为人
[00:39:26] 我这个陀螺没有打到
[00:39:27] 我就是怎么样
[00:39:28] 我还是会觉得说
[00:39:29] 会把未来的东西放得比较重
[00:39:30] 但这是个性问题
[00:39:31] 这个没有对错
[00:39:32] 所以我觉得你们可以思考一下
[00:39:34] 下面一位
[00:39:34] Yuna妈
[00:39:36] 梦公祉卡
[00:39:37] 今年元旦是我们家最难过的新年
[00:39:39] 因为胎盘早期剥离
[00:39:41] 我来不及出生的儿子
[00:39:42] 31周去当小天使了
[00:39:44] 6月将再进入疗程
[00:39:47] 那希望梦公祉卡
[00:39:48] 请身后的观音保佑
[00:39:49] 儿子可以再回来当我们的小孩
[00:39:51] 那龙龙快回来我们家
[00:39:53] 哟
[00:39:53] 爸爸跟妈妈姐姐都很爱你
[00:39:55] 因为他说挂好诺雅的声音
[00:39:56] 所以不是我在那边北蓝
[00:39:58] 在那边哟
[00:39:58] 好不好
[00:39:58] 有时候要跟大家讲一下
[00:40:00] 那如顺利的怀孕
[00:40:02] 生下健康的宝宝
[00:40:04] 我将分期捐出两个月的薪水
[00:40:06] 愿天下每个宝贝
[00:40:08] 都能够健康的来到这个世界
[00:40:10] 我现在看到这种
[00:40:13] 就是比较偏难过的留言
[00:40:15] 某个程度上我是充满希望的
[00:40:18] 因为我知道说
[00:40:19] 至少我们这个平台有一个价值
[00:40:21] 是他们有地方可以去讲这个东西
[00:40:23] 然后他们可以去感受到
[00:40:25] 其他听众可能有类似的问题
[00:40:27] 或甚至是像我的孩子那时候
[00:40:29] 在一岁前蛮多状况的时候
[00:40:31] 就是你知道你不孤单
[00:40:32] 我觉得这个是蛮重要的
[00:40:34] 因为现代人的社会
[00:40:36] 就要说我没有这个节目好了
[00:40:38] 你说我儿子那样子
[00:40:39] 我可以跟谁讲
[00:40:40] 老实讲我没有人可以讲
[00:40:42] 我真的没有人可以讲
[00:40:43] 我也没有办法跟我爸妈讲
[00:40:45] 对
[00:40:47] 所以就是有一个平台可以稍微的抒发一下
[00:40:50] 然后大家也来这边抒发一下
[00:40:51] 我觉得是蛮好的事情
[00:40:53] 那我希望你一定会顺利
[00:40:54] 那也希望这个观音会保佑你
[00:40:56] 让这个孩子呢
[00:40:58] 就再一次的回到你们身边
[00:40:59] 下面一位
[00:41:00] 青出于兰
[00:41:00] 更胜于兰
[00:41:01] 帅哥相信魏哲家
[00:41:03] 明年换新家
[00:41:03] 信了
[00:41:05] 我信了
[00:41:05] 下面一位
[00:41:06] Jack Chang
[00:41:06] 安安梦公
[00:41:07] 我又来玩了
[00:41:08] 我是上次说会部分参考你想法的大四生
[00:41:12] 那是被你念到
[00:41:13] 刚好是我跟女友交往的第一千天
[00:41:15] 那同时还第一次被老公念到留言
[00:41:18] 太幸福了吧
[00:41:18] 当下直接爽到发了一个文记录
[00:41:21] 顺便告白老公
[00:41:23] 括号我不是gay
[00:41:24] 那结果因为没有先发跟女友的一千天纪念文
[00:41:27] 被女友直接定在墙壁上面下不来
[00:41:29] 在这边奉劝所有捏软的
[00:41:30] 跟还没捏软的弟兄们
[00:41:32] 千万不要跟我一样
[00:41:33] 真的不好的示范
[00:41:34] 那小弟也没有练过
[00:41:35] 虽然过来还是这样
[00:41:35] 请梦公公诺娅撒娇的声音
[00:41:37] 跟我的女友说
[00:41:38] 永永我最爱你了
[00:41:39] 520快乐
[00:41:40] PS现在参考的比较多
[00:41:42] 但死了算了的心态
[00:41:43] 可能也学到一些
[00:41:44] 那不得不说
[00:41:45] Lisa真会调教爱您
[00:41:47] 对
[00:41:48] 其实我觉得那个死了算了的心态
[00:41:51] 真的是在工作上帮助很多
[00:41:53] 其实后来把它用比较文雅的方式说的话
[00:41:56] 就是破釜成舟
[00:41:57] 反正我在很多的一个决定上面
[00:41:59] 我都用破釜成舟的心态
[00:42:01] 那当然这个破釜成舟
[00:42:02] 也不是像刚才前面讲的
[00:42:03] 就是去预知未来或什么的
[00:42:04] 反正我的想法就是说
[00:42:06] 我从过去累积到现在
[00:42:07] 可能30分的东西
[00:42:09] 那我下一批
[00:42:10] 我就是愿意用这个30分再下去赌
[00:42:12] 我不会说什么
[00:42:13] 30分然后再尔会再接20分这样
[00:42:14] 反正就是我有多少
[00:42:16] 我就会去赌多少
[00:42:16] 那我的想法就是说
[00:42:18] 反正你先退等就输了
[00:42:19] 所以这个跟川普的一些逻辑蛮像的
[00:42:22] 就是说反正就是never back off
[00:42:23] 那一直往前冲
[00:42:25] 那只是当然
[00:42:25] 现在会开始有一些second thoughts
[00:42:28] 有一些想法不一样
[00:42:29] 为什么
[00:42:29] 因为你开始有人要顾嘛
[00:42:32] 你知道你家绝对不能倒嘛
[00:42:33] 以前就会觉得说
[00:42:34] 我倒了又怎么样
[00:42:35] 我就从头来过
[00:42:36] 可是我家倒了
[00:42:37] 小孩学费谁要付啊
[00:42:39] 或什么的
[00:42:39] 所以呢
[00:42:39] 会做一些更加保守的决定啊
[00:42:42] 所以那有时候也是说看阶段
[00:42:44] 就以前我确实是很奉行
[00:42:45] 这样的一个做法
[00:42:47] 那现在呢
[00:42:48] 也不完全说是因为我老婆调教
[00:42:50] 是因为你的条件也改变了
[00:42:51] 所以有些事情
[00:42:52] 你没有办法像那样子做
[00:42:53] 就有点累
[00:42:54] 说不然你可能18岁的时候
[00:42:56] 你会试着什么倒过来屌之类的
[00:42:58] 还是说什么架起来屌之类的
[00:43:00] 然后你现在你这样子做的话
[00:43:01] 你可能就腰散到
[00:43:02] 你的女伴直接摔在地上
[00:43:03] 我不知道怎么要举这个例子
[00:43:05] 但就是您懂我意思吗
[00:43:06] 有些事情你那时候可以做嘛
[00:43:08] 你现在不能这样做了
[00:43:09] 你会说
[00:43:10] 你在打脸过去的自己吗
[00:43:11] 没有嘛
[00:43:12] 条件不一样了
[00:43:13] 所以人要维持弹性的
[00:43:15] 还是这样
[00:43:15] 下面一位
[00:43:15] Eric Lee
[00:43:17] 想问梦工有没有玻璃心的时刻
[00:43:18] 有的话要怎么练就被别人骂
[00:43:20] 或大吼的心理冲击
[00:43:22] 我因为玻璃心人生过得极度不顺
[00:43:24] 那去心理智商也没有什么用
[00:43:26] 也想来祈求观音大爱
[00:43:27] 愿能够让我成为有自信的人
[00:43:30] 那也希望我能够快点找到理想的工作
[00:43:32] 找到工作的话
[00:43:34] 将捐半个月的薪资
[00:43:35] 给台大儿童健康基金会
[00:43:37] 光好目前手中只有20万
[00:43:39] 没有办法捐太多
[00:43:40] 那最后祝梦工身边的人
[00:43:42] 和梦工在乎的人
[00:43:42] 都能够一生平安顺遂
[00:43:44] 也谢谢梦工这几年陪伴着大家
[00:43:46] 其实我一直都是一个
[00:43:48] 蛮玻璃心的人
[00:43:49] 那随着这几年节目的影响
[00:43:52] 我觉得我慢慢的
[00:43:53] 没有这么玻璃心
[00:43:54] 所以像之前我确实会去看一下
[00:43:57] 就是有时候你看到自己被骂
[00:43:58] 那你就会去看说骂你的人是谁
[00:44:00] 我就会去把你找出来
[00:44:01] 我就会看说你有多屌
[00:44:02] 那当然我看到后来
[00:44:03] 就会发现说
[00:44:04] 其实怎么讲
[00:44:06] 我们是幸运的人
[00:44:07] 老实说是这样子
[00:44:08] 我们也不想再讲刺激别人的话
[00:44:10] 但是你就去搜出来之后
[00:44:11] 你就立刻知道说
[00:44:12] OK 为什么有些人
[00:44:13] 对你会有一些意见
[00:44:14] 也不是说什么
[00:44:14] 他们一定是lesser
[00:44:15] 他们一定是比你不如
[00:44:16] 只是就是
[00:44:17] 不知道大家懂不懂
[00:44:19] 我想要去表达的意思
[00:44:20] 反正就是你查完之后
[00:44:20] 你会释怀
[00:44:21] 那当然久而久之之后
[00:44:23] 就知道说
[00:44:23] 那你不用去对每个人讲的东西
[00:44:25] 那么的在意
[00:44:26] 因为你可能不会想要变成他
[00:44:29] 你懂为什么
[00:44:30] 所以我现在想法是这样子
[00:44:31] 我去听到一个批评
[00:44:33] 我后来比较有感觉的是
[00:44:35] 你如果是我想要变成的人
[00:44:37] 你是我的偶像
[00:44:38] 或者是说你是我的榜样
[00:44:39] 我就会觉得蛮难过的
[00:44:41] 我可能就会玻璃心
[00:44:42] 我就会去思考说
[00:44:43] 是不是我哪里做错什么
[00:44:44] 可是如果你只是一个网友
[00:44:47] 或是一个朋友
[00:44:48] 或甚至是你是我的某一个家人
[00:44:50] 我重视你
[00:44:51] 但是你不是我look up to的人
[00:44:53] 我知道我已经比你高这么多了
[00:44:55] 所以以前你讲的一些话会刺到我
[00:44:57] 你现在讲的话
[00:44:58] 我就会觉得很好笑
[00:45:00] 我就觉得同言同语
[00:45:01] 就类似Jensen Huang不是有讲吗
[00:45:03] 他不是说
[00:45:03] 他的爸妈妈到现在
[00:45:05] 都还是会跟他讲说
[00:45:07] 好像哪里可以做得高
[00:45:08] 他已经是
[00:45:09] 他的公司这么屌
[00:45:11] 他开启了AI的盛事
[00:45:13] 他Single-handedly
[00:45:14] 把大家从2022的泥闹
[00:45:16] 整个他妈妈拉出来
[00:45:17] 结果他爸妈妈都还是觉得说
[00:45:19] 他哪里可以做得很好
[00:45:20] 所以你最终不知道
[00:45:22] 我相信
[00:45:22] 你看他还是有写信的人
[00:45:24] 他自己手上也曾经
[00:45:26] 好像是跟员工对赌
[00:45:27] 就刺一个东西
[00:45:28] 所以某种上
[00:45:29] 我可以懂这样子的人
[00:45:30] 他年轻也曾经会想要证明自己
[00:45:32] 给他爸妈看
[00:45:33] 我乱猜的
[00:45:33] 但我觉得一定也是
[00:45:35] 就像我也会想要证明自己
[00:45:36] 给一些人看
[00:45:37] 后来发生说
[00:45:38] 不是啊
[00:45:39] 当我越想要去证明自己
[00:45:40] 别人会越多东西可以去酸
[00:45:42] 或者是说
[00:45:44] 当别人讲一个东西
[00:45:45] 我往心里去的话
[00:45:46] 他搞不好他讲完
[00:45:47] 他根本就已经完全忘记这件事
[00:45:48] 他只是在网络上打嘴炮
[00:45:50] 或者他只是看到你
[00:45:50] 你知道就
[00:45:51] 有些
[00:45:52] 我们亚洲不是蛮喜欢看到你
[00:45:53] 就说
[00:45:53] 你又变胖了
[00:45:54] 他只是他妈妈随口讲一句话
[00:45:56] 你就想了一整天说
[00:45:57] 我是不是变胖了
[00:45:58] 我是不是要少吃一点
[00:45:59] 你很亏
[00:46:00] 你超亏的
[00:46:01] 所以我没有办法跟你讲说
[00:46:03] 怎么样不玻璃心
[00:46:04] 因为我就是会玻璃心的人
[00:46:06] 只是我是怎么样走出来
[00:46:07] 就大量的暴露疗法
[00:46:09] 长期的暴露在这里面
[00:46:11] 好像2022就算是我的低潮之一
[00:46:13] 我就觉得说
[00:46:13] 我也是很认真的在跟大家分享
[00:46:15] 我也是没有跟大家收钱
[00:46:17] 回档的时候
[00:46:18] 我一定也赔得比绝大多数人多
[00:46:20] 甚至99.9%的人
[00:46:22] 应该都不会赔得比我多
[00:46:23] 当然赚你也不会赚比我多
[00:46:24] 因为那资金量体的问题
[00:46:26] 可是为什么我要去扛这些压力
[00:46:29] 我也都尽力了
[00:46:30] 那个盘也不是我可以决定的
[00:46:31] 你知道
[00:46:31] 就像有些东西我看好
[00:46:33] 你知道我也是很好奇说
[00:46:34] 公司怕还冲他小
[00:46:35] 你不赶快出来认真做多
[00:46:37] 不赶快把业绩弄好
[00:46:38] 或什么的
[00:46:39] 大家不骂他
[00:46:40] 然后会骂说
[00:46:41] 跟你介绍的我
[00:46:42] 可是问题就是对我来讲
[00:46:43] 这就是我工作的一环
[00:46:44] 我就总是要去介绍东西
[00:46:46] 总是要去探索
[00:46:48] 我有办法把它介绍出来
[00:46:49] 代表说我已经探索完了
[00:46:51] 只是有时候
[00:46:51] 短期的股价是怎么样
[00:46:52] 老实讲我也不知道
[00:46:53] 所以你有你的赢
[00:46:55] 你有你的输
[00:46:56] 有很多人他是很重视
[00:46:58] 你赢的部分
[00:46:59] 或是说你输的部分
[00:47:00] 他也是同样的重视
[00:47:01] 他谢谢你跟他分享
[00:47:02] 你去专注在这些爱你的人
[00:47:04] 你不要去专注在那些
[00:47:06] 就是你赢的
[00:47:07] 他就讲说
[00:47:08] 他就盘好
[00:47:09] 你输的他就说
[00:47:10] 你看他做什么赔钱
[00:47:11] 以前我也去专注这些不好的
[00:47:12] 所以我之前跟大家分享过
[00:47:14] 另外一个把我带出来
[00:47:15] 一个很主要的东西是
[00:47:17] 我去观察到
[00:47:19] 大力怕的歌会有人按导战
[00:47:20] 你妈你反社会吧
[00:47:23] 大力怕还好
[00:47:24] Radiohead的歌
[00:47:25] No Surprise
[00:47:26] Fake Plastic Tree
[00:47:28] 有人会去他妈按导战
[00:47:30] 你懂吗
[00:47:31] 这种
[00:47:31] 怎么讲
[00:47:32] 顶尖的作品
[00:47:34] 有人会去按导战
[00:47:35] 你说
[00:47:36] 好这不是你的风格算
[00:47:37] 他竟然去按导战
[00:47:38] 所以你知道这个世界很大
[00:47:39] 如果你真的要在意每个人说的话
[00:47:41] 你真的要去听的话
[00:47:42] 你会爆炸
[00:47:43] 所以我最终的想法是这样子
[00:47:45] 你要去Mute掉一些人
[00:47:46] 所谓的Mute掉
[00:47:47] 不只是在LINE上面去把它变静音
[00:47:50] 你要试着去淘汰掉一些
[00:47:52] 甚至是你的朋友或是家人
[00:47:54] 你要去降低去接触这些负面的东西
[00:47:57] 因为这个东西真的会影响到你
[00:47:59] 然后它会去让你的表现不好
[00:48:01] 然后就是类似比马龙效应
[00:48:03] 如果大家都是很看到你的话
[00:48:04] 其实你真的会越做越好
[00:48:05] 你尽量去把自己放在一个对的环境里面
[00:48:08] 我叫你不要去在意别人的说法
[00:48:10] 那是很难的
[00:48:11] 但是我的经验是
[00:48:12] 反正你大量的暴露之后
[00:48:13] 你慢慢的
[00:48:14] 你总是会学会
[00:48:16] 有些人可能很快就学会
[00:48:18] 因为他就是天生疲惑
[00:48:19] 像我也是天生敏感的人
[00:48:20] 所以我花了蛮多时间
[00:48:22] 但我还是学会了
[00:48:23] 所以希望你也可以学会
[00:48:24] 下面一位
[00:48:24] Kevin Chang
[00:48:25] 梦公好
[00:48:26] 想问你到底是用什么宽发力
[00:48:29] 最近儿子学会了骑两轮脚踏车
[00:48:31] 为父的我好感动
[00:48:32] 很神奇的感觉
[00:48:33] 感觉到这个小孩突然有一个很大的跃进
[00:48:36] 然后不知道为何
[00:48:37] 当我看着儿子骑单车的时候
[00:48:39] 一直想到贾伯斯说
[00:48:40] 电脑是人类心智的脚踏车这句话
[00:48:43] 推荐爸爸们还没有体验过
[00:48:44] 可以赶快去体验一下
[00:48:46] 但接下来就是要一直叫他
[00:48:48] 慢一点刹车刹车
[00:48:49] 以及疯狂去河滨公园飙车啦
[00:48:51] 那还要我抽中Vondi的票啦
[00:48:53] 好爽哦
[00:48:54] 谢谢老婆让我去看
[00:48:55] 恭喜你
[00:48:56] 那时候我看到又是抽选
[00:48:57] 我就放弃
[00:48:57] 我现在对于这种抽选
[00:48:59] 我真的是非常不喜欢
[00:49:00] 对
[00:49:01] 反正就有缘再来看
[00:49:02] 那再来讲说
[00:49:03] 什么叫做宽发力
[00:49:05] 所谓的宽发力呢
[00:49:07] 就是
[00:49:08] 我用一个简单的举例啦
[00:49:10] 你先是直立的站着
[00:49:12] 然后接着呢
[00:49:13] 你试着
[00:49:13] 用类似深蹲的方式
[00:49:15] 那只是你用
[00:49:17] 左脚作为一个支点
[00:49:19] 然后试着蹲下去
[00:49:20] 就是重心是发现你的左脚
[00:49:22] 那这时候你就注意到
[00:49:23] 你的右脚的膝盖
[00:49:24] 应该是会往内眩
[00:49:25] 那脚尖在地板上
[00:49:26] 应该也是会往内眩
[00:49:27] 因为像说这样折下去
[00:49:29] 所以你整个人会有点像说
[00:49:30] 往左下脚缩
[00:49:32] 然后屁股会稍微的顶出去
[00:49:33] 这时候你就会注意到说
[00:49:35] 你的宽部是很紧绷的
[00:49:36] 那这时候你用力的一踩
[00:49:38] 你就会注意到
[00:49:39] 你那个宽可以把你推出去
[00:49:40] 当然是需要一点时间去学
[00:49:42] 因为我也是花了蛮多时间
[00:49:43] 在敲绘
[00:49:43] 那如果要辅助的话
[00:49:45] 就是搭配
[00:49:46] 就像说你这样缩起来之后呢
[00:49:48] 那刚才讲嘛
[00:49:48] 你左脚的支点嘛
[00:49:49] 那这时候你的右手
[00:49:51] 先整个人拉
[00:49:51] 把你的胸拉开之后
[00:49:53] 再搭配你的宽
[00:49:54] 然后再用你的左手挥出去
[00:49:56] 挥棒或者说投球
[00:49:58] 或者说挥拍的一个动作
[00:49:59] 你就是一个完整的运动的循环
[00:50:01] 所以这样子就会让你可能可以发出
[00:50:03] 更大的一个力道
[00:50:04] 比你本来只是用手去挥
[00:50:06] 来的大很多
[00:50:06] 所以宽的发力真的是还蛮关键
[00:50:08] 而且改变了我生活中蛮多的事情
[00:50:10] 那非常恭喜你的孩子学会骑脚踏车
[00:50:12] 我真是很感动
[00:50:13] 就像是我孩子最近学会游泳一样
[00:50:16] 那当你知道说
[00:50:18] 他可以在一个小池里面
[00:50:19] 从A游到B
[00:50:20] 那不会溺死
[00:50:21] 这个就超令人感动
[00:50:23] 那一方面会觉得说
[00:50:25] OK
[00:50:25] 孩子又长大了
[00:50:26] 我们年纪也可能变大了
[00:50:28] 那二方面就是说
[00:50:29] 好像说这个生命已经传承下去
[00:50:31] 那种真的是一个蛮特别
[00:50:33] 蛮感动的体验
[00:50:35] 这应该很多地方爸爸都可以
[00:50:37] 有同样的一个感受
[00:50:38] 好的
[00:50:39] 大家再见
[00:50:39] 拜拜
[00:50:39] 拜拜
