[00:00:00] 欢迎收听古爱,我是孟公
[00:33:59] 他就跟我讲要买那个东西
[00:34:01] 其实我心中会纠结一下
[00:34:03] 因为那个卡片可能是
[00:34:04] 几百块上千块
[00:34:05] 可是我知道说
[00:34:05] 他拿回来
[00:34:06] 他也要在上面贴贴纸
[00:34:07] 然后我说直接乱塞之类
[00:34:08] 我也没有办法教他说
[00:34:09] 这个你不要乱弄
[00:34:10] 不要折到什么的
[00:34:11] 所以就是在自己的
[00:34:13] 能力允许范围内
[00:34:14] 还是会去买一些
[00:34:14] 他真的非常喜欢的卡片
[00:34:15] 其他都让他自己做开卡包
[00:34:17] 目前小朋友
[00:34:18] 他对于卡牌里面的各种强度
[00:34:21] 或者是说稀有度
[00:34:23] 他还并不是这么了解
[00:34:24] 他就是喜欢说颜色缤纷的
[00:34:26] 可爱的跟帅的
[00:34:27] 所以规则什么他都不知道
[00:34:29] 我是觉得
[00:34:30] 目前跟他一起去看
[00:34:31] 这些宝可梦的
[00:34:32] 不管是卡牌
[00:34:34] 或是图鉴一些影片
[00:34:35] 其实都非常开心
[00:34:36] 就是我们小时候喜欢的东西
[00:34:38] 然后到现在他都还是喜欢
[00:34:39] 然后甚至是
[00:34:40] 其实我们小时候的宝可梦
[00:34:42] 就那几只
[00:34:42] 大家都非常熟悉
[00:34:43] 有什么玉三家
[00:34:44] 皮卡丘什么的
[00:34:45] 长大之后
[00:34:46] 现在有很多的宝可梦
[00:34:47] 可是他喜欢的
[00:34:48] 还是玉三家跟皮卡丘
[00:34:49] 所以就会觉得
[00:34:50] 真的有像是
[00:34:51] 你自己小时候
[00:34:52] 跟你儿子的小时候
[00:34:53] 有去做连结
[00:34:54] 这个是蛮有趣的一个体验
[00:34:55] 那下面一位
[00:34:56] DJC
[00:34:58] 谢谢MK大
[00:34:59] 总是无私的分享
[00:35:00] 跟散发正能量
[00:35:01] 给这个社会
[00:35:02] 3月20号小弟
[00:35:03] 即将迎来我的第一个小孩
[00:35:04] 是一个女宝
[00:35:05] 所有捏软正线的朋友
[00:35:06] 我都respect
[00:35:07] 大家辛苦了
[00:35:08] 那谢谢老婆
[00:35:09] 辛苦生下女儿
[00:35:10] 俗话说
[00:35:11] 好的朋友可以拉你一把
[00:35:12] 好的老婆可以拉你几把
[00:35:13] 那
[00:35:14] 我很幸运能够遇见你
[00:35:17] 那帮我用猛男声音
[00:35:18] 小鱼
[00:35:19] 谢谢你
[00:35:20] 一起加油当女儿
[00:35:21] 最坚强的后盾
[00:35:22] 谢谢MK大
[00:35:23] 优质的节目
[00:35:23] 祝您全家
[00:35:24] 平安健康喜乐
[00:35:25] 那也希望你们的宝贝女儿
[00:35:26] 可以顺利健康的长大
[00:35:28] 那也希望她一切也平安
[00:35:29] 下面一位
[00:35:29] 矽骨Andy
[00:35:30] 梦工格安
[00:35:31] 想问
[00:35:32] 如果你现在只有
[00:35:33] 3000万台币的本金
[00:35:34] 你会有不同的投资方式吗
[00:35:36] 你会设定怎么样的目标
[00:35:37] 花多久的时间
[00:35:38] 累积到资金吗
[00:35:39] 那另外
[00:35:39] 请梦工用川普的余音包
[00:35:40] 那
[00:35:41] 祝我生完二儿子
[00:35:42] 没有多久的老婆
[00:35:44] 加州矽骨Andrea
[00:35:45] Stay young
[00:35:47] Stay healthy
[00:35:48] 那
[00:35:49] 早日恢复
[00:35:50] 窈窕好身材
[00:35:53] 这个案例比较难去做假设
[00:35:54] 但是我刚好自己
[00:35:56] 手上有一个新开的账号
[00:35:58] 然后那个账号
[00:35:59] 年初大概就是
[00:36:00] 只有1000万台币在那边
[00:36:02] 那我自己在那个账号
[00:36:03] 就是有时候你会这样
[00:36:04] 我觉得那是一个相对值
[00:36:05] 就像最近有听到
[00:36:06] 一些朋友分享说
[00:36:07] 一些市场的大哥
[00:36:08] 可能开了一个古籍的账号
[00:36:09] 然后短短一段时间
[00:36:10] 就翻到很高的一个倍数
[00:36:12] 那另外一个人就在旁边
[00:36:13] 他也不是吐槽
[00:36:14] 他就补充了一句
[00:36:15] 想说废话
[00:36:15] 如果我背后有个
[00:36:16] 几十亿百亿在那边
[00:36:18] 我也敢乱玩
[00:36:18] 我也敢去读很大
[00:36:19] 然后有这样的一个倍数
[00:36:20] 但这个真的是真的
[00:36:21] 所以很多时候你会发现说
[00:36:22] 就是有钱人家的小孩
[00:36:23] 为什么做什么都比较会
[00:36:24] 其实呢
[00:36:25] 不一定是说他受到
[00:36:26] 很好的教育
[00:36:27] 或是什么有的没有的
[00:36:28] 而是他没有后顾自由
[00:36:29] 所以你知道说
[00:36:30] 你今天出事情
[00:36:31] 就可以补钱的话
[00:36:32] 你的心态真的会差很多
[00:36:33] 像那个只有1000万的账号
[00:36:34] 就今年的绩效
[00:36:35] 是我所有的账号里面最好的
[00:36:36] 因为不管是怎么样的
[00:36:38] 去质押或是融资
[00:36:39] 我觉得我都操作的蛮淡然的
[00:36:41] 就知道说
[00:36:42] 反正如果今天
[00:36:43] BBQ的话
[00:36:44] 那好像也不会怎么样
[00:36:45] 就去做一些实验
[00:36:46] 所以如果资金比较小的话
[00:36:49] 我就势必会去使用
[00:36:51] 比较大的一个杠杆
[00:36:52] 那当然我虽然在节目
[00:36:54] 是长期跟大家
[00:36:54] 就是反推
[00:36:56] 就是说你不要用太多的杠杆
[00:36:57] 那最主要原因是因为
[00:36:58] 我们的听众现在接触到的是
[00:37:00] 不确定的多数人
[00:37:01] 就我不知道到底有谁
[00:37:02] 我觉得如果全部都是在搞股票
[00:37:04] 每个都是交易式的
[00:37:04] 我怎么可能在那边
[00:37:05] 跟你耳提面命说
[00:37:06] 不要弄杠杆
[00:37:07] 融资尽量少用一点
[00:37:08] 不要直压
[00:37:09] 那什么股价
[00:37:09] 我一定是跟你讨论说
[00:37:10] 哪一边融资利益最便宜
[00:37:11] 我去干哪一个
[00:37:12] 但问题就是我们听众有
[00:37:14] 不确定的多数人
[00:37:16] 那不特定多数人
[00:37:17] 所以呢
[00:37:17] 我没有办法去跟大家推荐一些
[00:37:20] 就是可能会有一些风险的事情
[00:37:21] 那特别是我自己也看过
[00:37:23] 身边一些朋友
[00:37:23] 当他去使用杠杆
[00:37:24] 一般这种是比较菜籍一点
[00:37:26] 就是他去使用杠杆
[00:37:27] 就最后他绩效率就变得烂
[00:37:28] 他扛不住那个心理压力
[00:37:30] 所以简单来讲
[00:37:31] 以我自己来讲
[00:37:32] 我认为我是扛得住
[00:37:33] 所以我就会去使用
[00:37:34] 蛮多的一个杠杆
[00:37:35] 那当今天钱可能变大之后
[00:37:36] 这个杠杆的比例就会变小
[00:37:37] 那怎么样去衡量说
[00:37:39] 所以的钱变大怎么样
[00:37:40] 就当你开始发现说
[00:37:41] 你出货没有办法再一次的五档
[00:37:42] 或者说两次的五档出掉的话
[00:37:44] 那这个波位你就塞不下了
[00:37:45] 所以既然塞不下的话
[00:37:46] 你就没有必要去
[00:37:47] 透支自己的信用
[00:37:49] 去借更多钱来压嘛
[00:37:50] 因为你会完全卡住出不掉
[00:37:51] 所以这还是要看
[00:37:52] 你的波位是怎么样去做设计
[00:37:54] 那如果说你今天
[00:37:54] 是非常分散的一个做法的话
[00:37:56] 那可能也不会遇到类似的问题
[00:37:57] 下面一位
[00:37:58] 狼若回头不是报恩
[00:38:00] 就是槟榔摊过头
[00:38:01] 五星吹捧主委
[00:38:02] 那最近
[00:38:03] 郭宗和抹粉事件很有感
[00:38:06] 要是提到的
[00:38:07] 完全是专业的展现
[00:38:13] 却被当成是刁难
[00:38:14] 以及社工师
[00:38:14] 想要快速解决这个纠纷
[00:38:16] 要要师跟病人道歉
[00:38:18] 跟凯凯案的社工师
[00:38:19] 有点类似的心态
[00:38:20] 请问主委怎么看这种
[00:38:21] 我花钱就是大爷的
[00:38:22] 医疗报名文化
[00:38:24] 完全不知道这个事件
[00:38:25] 所以不知道要如何去做评论
[00:38:27] 那我觉得现在这个
[00:38:29] 事到有一点很好的事
[00:38:30] 就是传播速度是非常快的
[00:38:32] 所以一般来讲
[00:38:33] 就算有一件事情
[00:38:34] 你看得出来是集体翻船
[00:38:36] 就是那种明智未开
[00:38:37] 然后大家在那边乱喷
[00:38:38] 可是一段时间之后
[00:38:39] 如果有一些专业人士
[00:38:40] 出来邀请他喊的话
[00:38:42] 其实大家都会继续
[00:38:43] 收敛回原本的一个位置
[00:38:44] 就类似说很多时候
[00:38:45] 就是大家一个案情
[00:38:46] 根本就没有公布的时候
[00:38:47] 大家跑去霸凌
[00:38:48] 所谓的嫌疑犯
[00:38:49] 然后最后面发生弄错
[00:38:50] 全部就立刻跑去删文
[00:38:51] 或什么的
[00:38:51] 所以我觉得这个时代的
[00:38:52] 资讯是很快
[00:38:53] 所以如果有时候
[00:38:54] 你遇到一些逆风的事情
[00:38:55] 只要你知道自己
[00:38:56] 站得住脚的话
[00:38:57] 你要做的只是忍耐
[00:38:58] 大家讲
[00:38:58] 下面有位
[00:38:58] 哈姆太郎
[00:38:59] 有歌词
[00:39:00] 所以留言比较长
[00:39:01] 我老妈都说
[00:39:03] 自己是超级好爱宝
[00:39:04] 嗨嗨梦公
[00:39:05] 去嘎巴
[00:39:05] 你是否记得
[00:39:06] 我老妈就是那个之前
[00:39:07] 问说
[00:39:08] 有没有100公斤的快乐宝贝
[00:39:11] 我记得
[00:39:12] 她说虽然她比较希望
[00:39:13] 你叫她自身美少女
[00:39:14] 她觉得你唱歌很好听
[00:39:16] 希望你可以唱周董的夜曲
[00:39:17] 不知道最近会不会唱太多
[00:39:18] 一群是血的妈
[00:39:20] 以背负若瑟西
[00:39:21] 引我面无标签
[00:39:22] 你后面的歌词太长
[00:39:24] 直接跳过
[00:39:25] 以及我老妈
[00:39:26] 希望你能够建议
[00:39:27] 她怎么从快乐宝贝
[00:39:28] 变成资深美少女
[00:39:30] 让她有个努力的方向
[00:39:32] 她说她已经是作尿派了
[00:39:33] 我看这个人没救了
[00:39:35] 不知道
[00:39:35] 女生一般都坐着吧
[00:39:36] 女生要站着的话
[00:39:36] 不知道哪一个
[00:39:37] 类似那种漏斗的东西
[00:39:38] 之前有看到
[00:39:38] 那种网络梗图有拍出来
[00:39:40] 我还是觉得
[00:39:41] 如果你自己有病逝感
[00:39:42] 知道自己
[00:39:43] 有可能是快乐宝贝
[00:39:44] 不然说像我自己有时候
[00:39:45] 觉得我好像在做一些
[00:39:46] 快乐宝贝的行为
[00:39:47] 我觉得都不是快乐宝贝
[00:39:48] 快乐宝贝就是
[00:39:48] 你不知道自己是快乐宝贝
[00:39:49] 然后你还在那边
[00:39:50] 大放厥词的
[00:39:51] 就比较有机会是快乐宝贝
[00:39:52] 但是我觉得
[00:39:53] 也不用去帮任何人
[00:39:54] 去做定义
[00:39:55] 就这个世界
[00:39:55] 你会发现说
[00:39:56] 真的很大
[00:39:57] 一样米养百种人
[00:39:58] 这他妈什么人都有
[00:39:59] 你不可能每一个
[00:40:00] 都去度化
[00:40:01] 所以我们就是专心
[00:40:02] 照顾好自己的事情就好
[00:40:03] 那一般我觉得
[00:40:04] 真的有病逝感
[00:40:04] 就不会是快乐宝贝
[00:40:05] 小敏位
[00:40:06] Angus Cho
[00:40:07] 留言密码测试
[00:40:08] 1207
[00:40:09] 不搭步器
[00:40:10] 原来客语也有
[00:40:11] 我一直以为这是台语
[00:40:12] 那客语有
[00:40:12] 阿萨布鲁跟
[00:40:13] 李奇红杆
[00:40:14] 对
[00:40:15] 我后来也是有听众私讯
[00:40:17] 我跟他说
[00:40:18] 那个是台语
[00:40:18] 然后我去查才发现说
[00:40:19] 这个是台语跟客语共用
[00:40:21] 就是有些字是真的
[00:40:22] 两边都有
[00:40:23] 不知道就可能是
[00:40:23] 外来的字之类的吧
[00:40:24] 那你说有没有阿萨布鲁
[00:40:26] 阿萨布鲁好像就是
[00:40:27] 没有听到这个
[00:40:29] 那李奇红杆的话
[00:40:30] 也没有
[00:40:31] 就是客家的彰化
[00:40:32] 我觉得都是
[00:40:33] 比较偏向去羞辱人家母亲
[00:40:34] 就跟可能那种
[00:40:35] 传统的彰化是一样的
[00:40:36] 所以我们尽量去少用
[00:40:37] 这样子的彰化
[00:40:39] 那我觉得李奇红杆很好用
[00:40:40] 因为就是针对对方
[00:40:41] 这个我就觉得
[00:40:41] 是非常好的一个
[00:40:43] 怎么讲
[00:40:44] 就如果你要出发情绪的话
[00:40:45] 可以用这个
[00:40:45] 就不要去攻击人家妈咪啦
[00:40:47] 小米我也蛤屁
[00:40:48] 嗨 AMK
[00:40:48] 好奇这次尼基尔人气
[00:40:50] 你投给谁
[00:40:51] 我是全部都灌给普利瓦帝
[00:40:52] 毕竟现实中
[00:40:53] 不能够灌给他
[00:40:54] 那很喜欢上次
[00:40:55] 情人节出的活动剧情
[00:40:57] 希望官方可以多出
[00:40:58] 我觉得上一次的活动剧情
[00:41:00] 真的是超级用心
[00:41:01] 而且他还搞超多
[00:41:02] 那种故事线的
[00:41:02] 那普利瓦帝
[00:41:03] 我是还好
[00:41:04] 因为我自己喜欢的类型
[00:41:05] 是比较偏向那种
[00:41:06] 风鱼大姐姐
[00:41:07] 就是你要是大姐姐
[00:41:08] 然后可能有个肥臀之类的
[00:41:10] 那所以
[00:41:10] 就是这些可能长得比较
[00:41:12] 你知道
[00:41:13] Skinny的
[00:41:13] 就不是我的喜好了
[00:41:15] 大概是这样
[00:41:15] 下面一位
[00:41:15] Levi
[00:41:16] 梦公大你好
[00:41:17] 感谢您的节目
[00:41:19] 陪伴二宝八度过
[00:41:20] 繁琐家世的时间
[00:41:22] 以下问题要请教
[00:41:23] 一你对于试单
[00:41:23] 重压加码的操作逻辑
[00:41:25] 是什么呢
[00:41:26] 还是第一笔单
[00:41:27] 就全部打进去呢
[00:41:27] 二我现在的操作
[00:41:28] 都是买突破跟红K
[00:41:30] 收五日线停损停离
[00:41:32] 但是喷出去之后
[00:41:33] 我会告诉自己
[00:41:33] 要想办法报一个波段
[00:41:34] 改时日线卖出就好
[00:41:36] 这算不算是凹单的一种
[00:41:37] 三想要报波段跟短线的
[00:41:39] 进场点判断
[00:41:40] 要不会不一样
[00:41:40] 如何分别呢
[00:41:41] 那谢谢您耐心回复
[00:41:43] 祝福何嘉平
[00:41:43] 非常感谢兄弟
[00:41:44] 这个太有礼貌的一个提问
[00:41:47] 那我先讲讲
[00:41:48] 我自己的一个意见
[00:41:49] 大家都知道说
[00:41:50] 其实在这个股票的操作里面
[00:41:51] 每个人想法都不太一样
[00:41:52] 那如果很常跟大家讲
[00:41:54] 同一支标的
[00:41:54] 你会注意到
[00:41:55] 明明他是一个多头的
[00:41:56] 但是有些人会在上面赔钱
[00:41:57] 有些人在上面会赚很多钱
[00:41:58] 那或是一支标的
[00:41:59] 明明大家都是
[00:42:00] 非常的有conviction
[00:42:01] 大家都觉得说
[00:42:02] 这个标的就是中了
[00:42:03] 就是非常有信仰
[00:42:04] 可是最后面发现说
[00:42:05] 能够留到最后的人
[00:42:06] 就只剩下一点点
[00:42:07] 因为大家会有自己的一些
[00:42:08] 天地的标准
[00:42:09] 所以以我的角度来说
[00:42:10] 你说去买突破跟红K
[00:42:12] 首无日线
[00:42:13] 我觉得这是完全没有问题的
[00:42:14] 就短线上真的很多人
[00:42:15] 会这样子做
[00:42:15] 但是你讲的第二个
[00:42:17] 是我自己比较喜欢的
[00:42:18] 就是用时日线
[00:42:18] 那你说这个算不算
[00:42:19] 是一种凹单
[00:42:20] 不是
[00:42:20] 我觉得这个叫做战略弹性
[00:42:22] 就像是我跟大家讲的
[00:42:23] 我觉得我还蛮骄傲
[00:42:24] 自己是还蛮有弹性的人
[00:42:25] 因为很多时候
[00:42:26] 你不能够确定
[00:42:27] 据说以台股最近的例子来讲
[00:42:30] 就是台积金在屌拉那一天
[00:42:31] 是不是有很多中小爆掉
[00:42:33] 那以这样子的案例来说
[00:42:34] 我跟你讲
[00:42:35] 我冲进去买的一支标的
[00:42:36] 就是它本来是所涨停
[00:42:38] 然后接着它直接爆开
[00:42:39] 那我就去买它
[00:42:40] 那理论上
[00:42:41] 这种中小型全部爆掉的地方
[00:42:43] 会是我们想要去减码的位置
[00:42:44] 但刚好我可能在上一周
[00:42:46] 就已经有些人减码
[00:42:47] 然后换去大型的圈子股
[00:42:49] 所以对我来讲
[00:42:49] 这个地方我是不需要去做减码的
[00:42:51] 那我反而会因为说
[00:42:52] 你怎么中小杀成这样
[00:42:53] 那我去补一些东西
[00:42:54] 你本来你应该是要锁住的
[00:42:56] 但你是被大家带下去
[00:42:57] 我就可以买一点
[00:42:58] 所以一样的道理
[00:42:58] 你本来都是守五日线
[00:43:00] 我觉得是没有问题
[00:43:00] 但如果今天是刚好遇到
[00:43:02] 随便讲
[00:43:03] 就川普突然放一个消息
[00:43:04] 那整个大盘都崩掉
[00:43:06] 那这样的状况之下
[00:43:07] 但有些人还是会觉得说
[00:43:08] 反正只要摸到我就纪律看
[00:43:09] 可是我觉得久了之后
[00:43:10] 你会注意到说
[00:43:10] 特别是在一些震荡盘
[00:43:11] 你这样子做的话
[00:43:12] 你很快你的钱就不见了
[00:43:14] 所以你真的要去保留
[00:43:15] 一点点的弹性
[00:43:16] 就是你不要把资金抓得太满
[00:43:17] 杠杆打得太大
[00:43:18] 所以逼你一定要在某些地方
[00:43:19] 去做出一些
[00:43:20] 你知道是情绪化的一个决策
[00:43:22] 所以我觉得说
[00:43:23] 就是在一些特殊的情况之下
[00:43:25] 我觉得在说这张表地
[00:43:26] 他过往你去拉回撤
[00:43:27] 他一般就是长在十字线附近
[00:43:29] 那你为什么要用五日线
[00:43:30] 去做停损呢
[00:43:31] 所以我觉得有一些弹性
[00:43:33] 是没有问题的
[00:43:33] 然后再讲说
[00:43:34] 波段跟短线进长点判断
[00:43:36] 我觉得是一样
[00:43:36] 进长点判断是一样
[00:43:38] 反而是出长点的判断会不一样
[00:43:40] 就是短线的话
[00:43:41] 甚至有时候
[00:43:42] 就在说像一档表地那边轰
[00:43:44] 然后你发现说
[00:43:44] 掌停扣不住
[00:43:45] 然后接着开始往下倒
[00:43:46] 倒得很凶
[00:43:47] 今天就先不完就直接出去
[00:43:48] 这都是会发生
[00:43:49] 可是如果波段的话
[00:43:50] 就一样会进去
[00:43:51] 你自己就会等待
[00:43:52] 所以那个心态会有差
[00:43:53] 至于你要怎么样
[00:43:54] 去选择自己的心态
[00:43:55] 以我的角度
[00:43:56] 我会觉得说有故事的东西
[00:43:57] 我就愿意等看看你的波段
[00:43:59] 但如果今天是纯粹去买线型
[00:44:01] 或是朋友跟我讲说
[00:44:02] 上车的
[00:44:02] 我就会注意说
[00:44:03] 会不会车上太拥挤被盗爆
[00:44:05] 所以就干脆就先走一点
[00:44:06] 所以都还是有一些弹性
[00:44:08] 他是没有办法一言以蔽之的
[00:44:09] 下面一位
[00:44:10] Alex
[00:44:11] 我是从疫情左右
[00:44:13] 就开始听了老听众
[00:44:14] 听着梦公乞嘎
[00:44:16] 从美股为主到
[00:44:17] 有了秋口诺雅安哥
[00:44:18] 提高台股的部位
[00:44:20] 多了家庭的温暖
[00:44:20] 跟着一起感受成长
[00:44:22] 感受喜悦
[00:44:23] 过后台股也从湖尾
[00:44:24] 随时间多了高频量化的
[00:44:27] 凯基跟台北等
[00:44:28] 那受益良多
[00:44:30] 那感谢有这个节目
[00:44:31] 一起陪伴过交通
[00:44:33] and健身时间
[00:44:34] 那另外知道
[00:44:35] 梦公有玩RO
[00:44:36] 那想到以前也有玩的时光
[00:44:38] 祝当时一起的工会伙伴
[00:44:40] 暗月国度以及包子
[00:44:42] 都一切平安
[00:44:43] 那在这边也祝
[00:44:44] 老公一家人和听众
[00:44:45] 都一切平安顺心圆满
[00:44:47] PS忽然想到
[00:44:48] 过去的猛公大
[00:44:49] 有说等方舟再起来的时候
[00:44:51] 要抽奖
[00:44:51] 送木头仪的T-shirt
[00:44:53] 那只是现在方舟
[00:44:54] 好像也变成时代的眼泪了
[00:44:56] 事事难料
[00:44:57] 以前木头姐
[00:44:59] 真的就是市场中
[00:45:00] 大家讲说
[00:45:00] 买它一定不会输的
[00:45:02] 一个主动型ETF
[00:45:03] 那一样
[00:45:04] 我们绝对不知道
[00:45:05] 去做任何的暗示
[00:45:06] 或什么
[00:45:06] 你知道我绝对不会想要
[00:45:07] 去跟市场对坐
[00:45:08] 反正大家喜欢什么
[00:45:09] 到底干嘛干我屁事
[00:45:10] 那只是就是
[00:45:11] 当你可能看过
[00:45:12] 这样的东西多了之后
[00:45:13] 你就比较不会很绝对的
[00:45:14] 去讲一些事情
[00:45:15] 就当然江山带有财人出
[00:45:16] 我们希望每个人都很强
[00:45:18] 希望说木头姐
[00:45:18] 可以重新站起来
[00:45:19] 因为他的Ark Invest的帽子
[00:45:21] 还在我的柜子里面
[00:45:22] 我都想要不要丢掉了
[00:45:23] 因为后来他好像就
[00:45:24] 一蹶不振
[00:45:25] 都再也站不起来
[00:45:26] 可是他确实是在
[00:45:27] 2021年的时候
[00:45:27] 绞出一个
[00:45:28] 非常暴力的绩效了
[00:45:30] 那再来就是
[00:45:30] 他前面那些老人宣言
[00:45:32] 其实真的蛮有感觉
[00:45:33] 就以前真的是
[00:45:34] 像那什么
[00:45:35] 嘉义帮
[00:45:36] 护卫帮
[00:45:36] 就非常的红嘛
[00:45:37] 然后现在的所长厅
[00:45:42] 总共事里面就有理解
[00:45:43] 有些也是以前那种
[00:45:44] 老派的所长厅主力
[00:45:45] 只是大家就知道说
[00:45:46] 现在有一堆人会追分点
[00:45:47] 或什么
[00:45:47] 所以其实蛮多都会
[00:45:48] 分散出去
[00:45:50] 那只能说就是
[00:45:51] 可能江山带有财人出
[00:45:53] 那虽然
[00:45:54] 你可能看起来
[00:45:55] 是不太一样的一个状态
[00:45:56] 可是里面其实
[00:45:57] 因为我自己后来
[00:45:57] 认识一些人才知道说
[00:45:58] 有些其实就是
[00:45:59] 你之前认识的一些怪物
[00:46:00] 然后他们现在长到更大了
[00:46:01] 这样子
[00:46:02] 所以确实是一个
[00:46:03] 蛮有趣的体验
[00:46:04] 那小米卫
[00:46:05] 很持久
[00:46:06] 超过一点点
[00:46:07] 谢梦光好暖油
[00:46:08] 用诺亚的声音说爱心
[00:46:10] 那对了
[00:46:11] 那个连续抽到
[00:46:12] 五次的交出密码
[00:46:14] 我留了半年
[00:46:15] 有这么夸张吗
[00:46:16] 一诺亚如何跟
[00:46:18] 小舅子小姨子们沟通
[00:46:20] 俄文吗
[00:46:20] 其实他都是讲英文
[00:46:22] 就试着跟
[00:46:23] 小舅子小姨子讲英文
[00:46:24] 那他们会试着
[00:46:25] 跟他讲中文
[00:46:26] 俄文的话
[00:46:27] 比较没有办法
[00:46:28] 俄文的话
[00:46:28] 有点那种基同鸭讲
[00:46:29] 那二
[00:46:30] 很好奇选择上市
[00:46:32] 或留在贵买
[00:46:33] 对公司的利弊
[00:46:34] 一堆超强的大市值
[00:46:36] 在贵买
[00:46:36] 怎么不上市
[00:46:37] 0050选不到
[00:46:38] 好像没有听到
[00:46:39] 有人存006201
[00:46:40] 还是有人会想要去
[00:46:42] 锁定一些贵买的股票
[00:46:43] 做配置
[00:46:43] 是比较少听到
[00:46:44] 没错
[00:46:45] 那简单讲就是说
[00:46:47] 你买0050
[00:46:47] 其实已经某个程度
[00:46:48] 就是跟台股的
[00:46:49] 基效是涨得差不多
[00:46:50] 那更讲究的
[00:46:51] 你当然可以再去
[00:46:52] 多配一点东西之类的
[00:46:54] 那为什么他会选择
[00:46:55] 留在贵买
[00:46:55] 说实在这个
[00:46:56] 我自己也不是特别的清楚
[00:46:57] 那三
[00:46:58] 怎么判断自己
[00:46:59] 是做的不够多
[00:47:00] 还是不适合
[00:47:01] 分水岭是以多少量为判断
[00:47:04] 那最后
[00:47:05] 孟空知道把你腻吗
[00:47:06] 是不是持股都幸运的
[00:47:07] 闪过他
[00:47:08] 所以平安长大
[00:47:09] 首先巴尼尼
[00:47:11] 其实跟我在市场里面
[00:47:12] 交错过很多次
[00:47:14] 具体来说
[00:47:14] 像这次MTK的
[00:47:15] 起上点附近
[00:47:16] 我觉得他买的点
[00:47:17] 非常漂亮
[00:47:17] 只是不知道什么
[00:47:18] 他就把它卖掉
[00:47:19] 然后后来就喷出去了
[00:47:20] 那他其实买的一些东西
[00:47:22] 怎么讲
[00:47:23] 就从几年前开始
[00:47:24] 我就会注意到说
[00:47:25] 他还蛮会选股
[00:47:26] 当然我不知道
[00:47:27] 按字去捧字脚
[00:47:28] 意思是说
[00:47:28] 就是我们可能
[00:47:29] 自己身边朋友
[00:47:30] 选到的蛮多东西
[00:47:31] 他都会上车
[00:47:31] 所以他其实上的东西
[00:47:32] 都是对的
[00:47:33] 我觉得都是对的
[00:47:34] 就是对的几率是很高
[00:47:36] 只是他买在一个情绪的高点
[00:47:38] 所以他其实
[00:47:38] 我对他的评价
[00:47:39] 跟LoveGG一样
[00:47:40] 就LoveGG
[00:47:41] 老听众应该知道
[00:47:42] 这位神仙
[00:47:43] 现在比较低调一点的
[00:47:44] 他真的就是
[00:47:46] 每次选到的东西
[00:47:46] 大家最后看
[00:47:47] 就是走得不错
[00:47:48] 除了一些
[00:47:48] 那时候买一些疫苗股
[00:47:49] 然后真的他妈整组爆炸
[00:47:50] 可是我觉得
[00:47:51] 那是他为了搞人家
[00:47:52] 去乱买的
[00:47:52] 但其他他去买的一些
[00:47:54] 什么科技股
[00:47:55] 或是一些有的没有东西
[00:47:56] 大盘
[00:47:56] 其实他买的东西都没有错
[00:47:58] 只是他就是很擅长
[00:48:00] 买在情绪的一个极止
[00:48:01] 那我觉得
[00:48:02] 巴尼尼感觉
[00:48:03] 也是这样的一个感觉
[00:48:04] 那怎么样判断自己
[00:48:05] 做得不够多
[00:48:06] 还是不适合
[00:48:07] 我觉得就是
[00:48:07] 你只要可以拉
[00:48:08] 怎么讲
[00:48:09] 以下就是多头年
[00:48:10] 所以其实从2023到2026
[00:48:13] 我觉得很够了
[00:48:14] 2023到2026
[00:48:15] 如果都没有赚到钱的话
[00:48:16] 就已经拖太久
[00:48:17] 甚至是我觉得
[00:48:18] 只要大概一年
[00:48:20] 或是一个坡
[00:48:21] 就大盘的一个坡
[00:48:22] 类似说像四月这一坡
[00:48:23] 拉上来
[00:48:23] 如果说都是有办法
[00:48:25] 一直在赔钱的话
[00:48:26] 当然不一定
[00:48:27] 因为有时候可能就说
[00:48:28] 一个坡里面
[00:48:29] 不会拉到每一档股票
[00:48:30] 有些就会躺在地上
[00:48:31] 类似说像这一波
[00:48:32] 每股软体
[00:48:33] 基本上只有反弹
[00:48:34] 就没有涨到
[00:48:35] 可是可能在之前
[00:48:37] 是软体很凶的时候
[00:48:38] 硬体没这么强
[00:48:39] 或在更之前
[00:48:39] 第一波是硬体是最强
[00:48:41] 所以其实
[00:48:41] 类股之间会产生一些轮动
[00:48:43] 我觉得保守一点
[00:48:44] 就是
[00:48:44] 你就抓个一两年
[00:48:46] 或者是
[00:48:47] 你就直接抓一个
[00:48:48] 资金的天存店
[00:48:49] 就当你注意说
[00:48:50] 你一直把自己的钱赔掉
[00:48:52] 那总是该踩个刹车
[00:48:53] 你不会说什么
[00:48:54] 你开车出去
[00:48:54] 一直刮着墙壁
[00:48:55] 然后你要硬推
[00:48:56] 再来就是我给大家的一个建议
[00:48:58] 就从以前讲到现在都是
[00:49:00] 你可以先去配格
[00:49:01] 可能七八成的大盘
[00:49:02] 然后一两成去做悬股
[00:49:03] 当你发现你悬股很强
[00:49:05] 再把这个部位加大
[00:49:06] 最终你就不会空手而回
[00:49:07] 至少会赚到市场的
[00:49:09] 一个平均报酬
[00:49:09] 下面一位大人
[00:49:10] MK我是你一周
[00:49:12] 两次的忠实听众
[00:49:13] 我老婆是假装有在听
[00:49:14] 但其实都在看
[00:49:15] Visa IG的甲粉
