[00:00:00] 欢迎收听古爱,我是沈梦公
[00:33:11] 有时候我们就只是
[00:33:11] 就是好笑
[00:33:12] 去cue一些东西
[00:33:13] 大家不要太认真
[00:33:14] 去看待这样的东西
[00:33:15] 然后再讲说
[00:33:16] 那个梧桐
[00:33:17] 这边要稍微讲一下
[00:33:18] 因为可能有些新听众
[00:33:19] 听到说
[00:33:19] fucking当生guy
[00:33:21] 你是不是很小气
[00:33:22] 你不让你老婆打梧桐
[00:33:24] 我老婆那时候
[00:33:25] 不打梧桐的主因
[00:33:26] 是因为她怀疑
[00:33:27] 她生第一胎
[00:33:28] 之所以躺在三天
[00:33:29] 床上三天起不来
[00:33:30] 就是因为五天
[00:33:31] 就是因为她打了那个梧桐
[00:33:33] 因为她全身麻掉了
[00:33:34] 所以她这一胎
[00:33:35] 就是说不要打
[00:33:36] 但是她这一胎之后
[00:33:37] 她就说
[00:33:37] 以后还是要打
[00:33:38] 就算会在场上躺
[00:33:40] 把什么三天五天起不来
[00:33:42] 还是要打
[00:33:43] 因为真的太痛了
[00:33:44] 所以真的女生生小孩
[00:33:45] 是非常不容易的
[00:33:47] 我觉得她这次的决定
[00:33:48] 真的是还蛮屌的
[00:33:49] 但她是有要说回来
[00:33:51] 所以大家不要觉得说
[00:33:52] 她是很喜欢这样
[00:33:53] 然后以后都要这样
[00:33:54] 没有
[00:33:54] 她觉得还是要打梧桐
[00:33:55] 下面一位
[00:33:56] 平均指数在
[00:33:57] But I'm a creep
[00:34:00] I'm a weirdo
[00:34:02] What the hell I'm doing here
[00:34:04] 你知道讲这个
[00:34:05] 就是大家都会觉得说
[00:34:06] 你不是Radiohead的
[00:34:07] 真正的粉丝
[00:34:08] 虽然我不会这样
[00:34:08] 我只是说就是很多人
[00:34:10] 不然说其实乐团本身
[00:34:11] 他们都很讨厌
[00:34:12] 你一直cue她的成品曲
[00:34:14] 因为他们可能已经唱到
[00:34:15] 很腻很烦了
[00:34:16] 但我还是非常喜欢creep
[00:34:18] 最安我是平均指数仔
[00:34:20] 最近几集感觉QA
[00:34:21] 多了一种类型的留言
[00:34:22] 就是看起来不太适应
[00:34:24] 台股今年长成这样的
[00:34:25] 台盘大盘指数气氛仔
[00:34:27] 常常几天的股票资产变动
[00:34:29] 就超过工作的年薪
[00:34:30] 感觉资产变多
[00:34:31] 同时也是有很多人
[00:34:32] 资产变多之类的
[00:34:34] 就像上面的歌词一样
[00:34:35] 然后又有感3C类的产品
[00:34:37] 在AI浪潮下也暴涨
[00:34:38] 还有今年的油价影响
[00:34:40] 也是在这样子
[00:34:40] 整体经济成长
[00:34:41] 跟通膨的环境
[00:34:42] 加上大家都变有钱
[00:34:43] 指数仔们的体感
[00:34:45] 应该是相对资产位阶
[00:34:46] 跟生活水准
[00:34:47] 好像都没有什么变化
[00:34:49] 通为指数仔
[00:34:49] 要在这边分享一下
[00:34:50] 能够继续的稳健投资
[00:34:52] 维持正常的工作跟生活
[00:34:53] 平常能够开心的
[00:34:54] 从事自己的兴趣就不错
[00:34:56] 除此之外
[00:34:56] 更有底气面对一些
[00:34:57] 需要钱的形状
[00:34:59] 所以心理上也比较舒服
[00:35:00] 毕竟投资大盘
[00:35:01] 最主要就是抗通膨
[00:35:02] 跟着经济一起成长
[00:35:04] 而不一定是要让自己
[00:35:04] 变得非常的有钱
[00:35:05] 但也想顺便问主委
[00:35:06] 对此有什么看法
[00:35:07] 或是对于资产变多
[00:35:08] 却不是很舍得花钱
[00:35:09] 有没有什么建议之类的
[00:35:11] 另外我觉得
[00:35:11] 梦工资格好像
[00:35:12] 还是太装熟了
[00:35:13] 还是用主委
[00:35:14] 或是梦工的中性称呼
[00:35:15] 自己比较不会尴尬起来
[00:35:16] 感谢主委助全家
[00:35:18] 平安健康爱你
[00:35:19] 我觉得我跟我们听众
[00:35:20] 一个很有趣的互动
[00:35:21] 就是跟绝大多数的听众
[00:35:23] 正在路上遇到
[00:35:24] 都像是已经认识10年一样
[00:35:25] 我不知道
[00:35:26] 怎么会有这么特别的体验
[00:35:27] 所以我绝对不会觉得
[00:35:28] 大家是在什么
[00:35:29] 装熟之类
[00:35:29] 就你想要怎么叫
[00:35:30] 其实都可以
[00:35:31] 那只是
[00:35:31] 就之前有一次
[00:35:33] 跟大家分享说
[00:35:34] 我老婆觉得叫我古来
[00:35:35] 或是挨大的
[00:35:36] 一定就不是真朋友
[00:35:37] 讲完之后
[00:35:38] 大家都不叫我
[00:35:39] 我自己也是蛮开心的
[00:35:40] 但反正你们要叫什么
[00:35:41] 其实我是没差
[00:35:42] 然后再来讲说
[00:35:43] 相对资产变化
[00:35:45] 没错
[00:35:45] 就是人比人气死人
[00:35:46] 所以你只要知道说
[00:35:48] 你自己变得
[00:35:48] 比之前有钱很多就好
[00:35:50] 那当然你去看一些
[00:35:51] 物价的变化
[00:35:52] 你不一定会觉得
[00:35:52] 自己的购买力上升
[00:35:53] 甚至是我跟你讲
[00:35:54] 就算你的物价
[00:35:55] 是停在原本的地方
[00:35:57] 但随着你变有钱
[00:35:58] 你的眼睛就是会往上看
[00:36:00] 你以前去巴黎岛
[00:36:01] 住一个晚上拔钱
[00:36:02] 超爽
[00:36:03] 太奢了吧
[00:36:04] 奢爆
[00:36:05] 现在你在订
[00:36:06] 一个晚上40万块的Villa
[00:36:07] 之后好会再更贵
[00:36:08] more to come
[00:36:09] 所以人都是这样子
[00:36:11] 就是你如果可以把物欲
[00:36:13] 限制在某个范围内的话
[00:36:14] 其实很多人都有进行
[00:36:16] 所谓的财务自由
[00:36:17] 那为什么很难自由的原因
[00:36:19] 是因为
[00:36:19] 你就有很多新的事情要做
[00:36:21] 你会去住更好的饭店
[00:36:22] 你开始去买一些
[00:36:23] 什么名贵红酒
[00:36:24] 或什么的
[00:36:24] 所以你就会觉得说
[00:36:25] 理论上我变有钱了
[00:36:27] 我已经变的是
[00:36:28] 10年前我不敢想象的
[00:36:29] 一个位置
[00:36:30] 但是我怎么好像
[00:36:31] 没有很充实
[00:36:32] 我没有像可能不知道
[00:36:33] 10年前然后第一次打工
[00:36:34] 拿到两三万块
[00:36:35] 我觉得自己变成
[00:36:36] 世界上最富有的人
[00:36:37] 那个是一个心理上的东西
[00:36:38] 大家自己要去做调试
[00:36:40] 那我只能够说
[00:36:41] 比上的话很痛苦
[00:36:42] 可是当你有时候
[00:36:43] 没有任何的恶意
[00:36:44] 因为像我们自己
[00:36:46] 有时候还是会看一下
[00:36:47] 大学同学在干嘛
[00:36:48] 你没有刻意要跟他比的意思
[00:36:49] 只是你会知道
[00:36:50] 自己是幸运的人
[00:36:51] 因为很多人
[00:36:52] 很老老实实的在工作
[00:36:53] 什么的
[00:36:53] 但是他根本就
[00:36:54] 也不知道股票是什么
[00:36:55] 他没有投资
[00:36:56] 他就是没有跟上这一波
[00:36:57] 所以当你在觉得自己说
[00:36:59] 靠北我感觉好像
[00:37:00] 你知道我们也只是
[00:37:01] 赚一个市场的平均报酬
[00:37:02] 那物价也变贵
[00:37:03] 我没有变有钱
[00:37:04] 你去看一下那些
[00:37:05] 没有投资的
[00:37:05] 你就会想要叮叮
[00:37:06] 你就不会想说
[00:37:07] 什么在社群那边发文
[00:37:08] 然后去抒情讲这个
[00:37:09] 因为比你苦的一堆
[00:37:11] 所以尽量不要去往上比
[00:37:14] 当然也不要去往下比
[00:37:15] 重点是跟自己比
[00:37:16] 这个都是老生常常
[00:37:17] 但是蛮多人办不到
[00:37:18] 然后再讲说
[00:37:19] 要怎么样舍得花钱
[00:37:21] 我觉得这个还是很困难
[00:37:23] 就是按照我自己来讲
[00:37:25] 我个人认为
[00:37:26] 我们用百分比来说
[00:37:27] 因为如果你用绝对数字的话
[00:37:29] 那绝对是不准
[00:37:29] 因为你有了小孩
[00:37:30] 你有了家人
[00:37:31] 你很多开销都会变大
[00:37:33] 可是你说我花的钱
[00:37:35] 有没有因为资产变高
[00:37:36] 所以我的百分比有加大
[00:37:38] 其实也没有
[00:37:39] 其实也没有
[00:37:40] 应该是说
[00:37:40] 你真的要用百分比来算的话
[00:37:42] 是越来越深
[00:37:42] 当然你的资产到某个位阶之后
[00:37:44] 你一定那个百分比
[00:37:45] 是越说越小
[00:37:46] 但是没有特别的感受到
[00:37:48] 自己有真的在花什么钱
[00:37:49] 比较少
[00:37:50] 像最近的话
[00:37:51] 当然就是花了
[00:37:52] 蛮搭一笔钱在搞红酒
[00:37:53] 或者真的是蛮搭一笔钱
[00:37:55] 我也是吓到
[00:37:55] 想知道红酒的领域有多深
[00:37:57] 然后没有想到
[00:37:58] 真的晒得蛮深的
[00:37:59] 可以花很多钱
[00:38:00] 可是在那之前
[00:38:01] 好像也没有真的去
[00:38:03] 花钱搞什么东西
[00:38:04] 就是以自己的收入的增长来看
[00:38:06] 好像也是不太会花钱的那种人
[00:38:09] 当然身边有非常会花钱
[00:38:11] 生活很多才多姿的
[00:38:12] 我不觉得你必须要
[00:38:13] 让自己变得跟他一样
[00:38:14] 因为重点是说
[00:38:15] 花钱有没有让你爽
[00:38:16] 就像说乱花钱
[00:38:18] 对我来讲
[00:38:19] 就是一个痛苦的事情
[00:38:20] 我认为把钱丢进市场滚
[00:38:22] 是最幸福的事情
[00:38:23] 可是现在花钱买一点红酒
[00:38:24] 可能觉得是蛮快乐的事情
[00:38:26] 当然可能三个月之后
[00:38:27] 我就会觉得红酒又玩腻了
[00:38:28] 就是再去买别的东西
[00:38:29] 可能有时候回头想
[00:38:30] 会觉得说当时真傻
[00:38:32] 但也不会真的想太多
[00:38:33] 就像可能以前
[00:38:34] 我也是狂买游戏玩卡
[00:38:35] 可是后来过那个阶段之后
[00:38:37] 现在也不会觉得说
[00:38:38] 那个游戏玩卡套在那
[00:38:39] 好麻烦
[00:38:40] 或是有些可能赚钱的人
[00:38:41] 但是你也不会想要
[00:38:42] 去拿网上卖
[00:38:43] 那就是一个过往的历史
[00:38:45] 所以不要太在意这个
[00:38:46] 你要去看一下
[00:38:47] 黄人圈的故事
[00:38:48] 就是当时他卖一些股票
[00:38:49] 然后去买一个S-Class
[00:38:50] 给家人
[00:38:51] 你说他会不会后悔
[00:38:52] 那个嘴炮上一定会讲说
[00:38:53] 早知道我留着
[00:38:54] 你看那股票资产要多多少
[00:38:55] 可是你觉得这个资产
[00:38:57] 对他来讲都是重要的
[00:38:58] 所以我后来发现
[00:38:59] 其实买体验
[00:39:00] 是人生中最重要的事情
[00:39:01] 因为你只有活一次
[00:39:02] 所以要尽可能的去买体验
[00:39:04] 那不要一直想要去囤物资
[00:39:06] 或什么的
[00:39:06] 就算你可能今天
[00:39:07] 看起来像是在买一些物资
[00:39:08] 可是重点也是
[00:39:09] 这个物资带的体验
[00:39:11] 就是不要为了花钱而花钱
[00:39:12] 我不知道为什么
[00:39:12] 这么多人会有这样的烦恼
[00:39:13] 就好像钱赚多
[00:39:14] 就一定要乱花钱
[00:39:15] 这个不太对了
[00:39:16] 下面一位
[00:39:17] Adam
[00:39:17] 安安主委之前有说过
[00:39:19] 光通走落会出来分享
[00:39:21] 最近有点软调
[00:39:21] 希望可以听到光通相关的内容
[00:39:23] 还没有还早
[00:39:23] 真的还早
[00:39:24] 这个根本就不叫真正的软调
[00:39:25] 真的要软调
[00:39:26] 不会是长这个样子
[00:39:27] 那我觉得现在市场
[00:39:28] 已经是养出了一群人士
[00:39:29] 他们觉得可能每天跌1%
[00:39:31] 就叫做大跌
[00:39:32] 跌3%叫做崩盘
[00:39:33] 那当然这些人
[00:39:34] 后面一定都会受到
[00:39:35] 非常大的伤害
[00:39:36] 自己要有心理准备
[00:39:37] 就是你是会这样子讲话的人
[00:39:38] 除非你是反串的
[00:39:39] 那不然其实
[00:39:40] 因为每次多头都有
[00:39:41] 这样子的人出现
[00:39:42] 当这样的人多
[00:39:42] 就后面会很惨
[00:39:43] 所以其实根本还没有出现
[00:39:44] 认真的一个回答
[00:39:45] 那再来
[00:39:46] 我也不会想要再
[00:39:47] 就来说他突然掉下来的时候去聊
[00:39:49] 因为到时候说
[00:39:50] 因为他喊听众接到
[00:39:51] 我会认为说
[00:39:52] 像我自己的部位
[00:39:53] 会想要车进去的时候
[00:39:54] 因为像前阵子
[00:39:54] 我自己在聊一些光设备的时候
[00:39:56] 就是因为
[00:39:56] 我就是他妈车进去
[00:39:57] 那当我今天钱没有在那
[00:39:59] 我可能研究的重心
[00:40:00] 也不会在那
[00:40:01] 那当然他有很多的故事
[00:40:02] 可以分享
[00:40:03] 只是会等到
[00:40:04] 一样就我们的节目
[00:40:05] 我们不可能去bavysit
[00:40:06] 每一支标题
[00:40:07] 我们现在可能最主要在看什么
[00:40:08] 我们就是聊什么东西
[00:40:10] 那当然他会一波一波
[00:40:11] 换来换去
[00:40:12] 我觉得他最终
[00:40:12] 就是会换来去光通
[00:40:13] 那最后面市场发现说
[00:40:14] 没有新鲜事
[00:40:15] 都是一些题材
[00:40:16] 一直在轮动轮动这样子
[00:40:18] 下面位
[00:40:18] PJ
[00:40:19] 梦工早安
[00:40:20] 请问梦工在小资的时候
[00:40:21] 看到那群赚得比自己快的人
[00:40:22] 会不会觉得自己很烂
[00:40:23] 我从三月到夏明明就翻倍了
[00:40:25] 但是看到身边有人开大杠
[00:40:26] 赚到十倍
[00:40:27] 就会觉得自己是不是白痴
[00:40:28] 虽然我知道
[00:40:29] 还原杠杆后
[00:40:30] 我的绩效比较好
[00:40:30] 但还是会觉得自己很烂
[00:40:31] 请梦工分享一下
[00:40:32] 过来人的心路历程
[00:40:33] 爱你为爱你
[00:40:34] 那他讲的
[00:40:35] 我还好没有很爱他
[00:40:36] 那我觉得这个东西
[00:40:37] 跟资产没有关系
[00:40:38] 就像我可能在过去的
[00:40:40] 两三个月
[00:40:41] 不是有一集聊到说
[00:40:42] 不是两三个月
[00:40:43] 好像就是四月的时候吧
[00:40:45] 反正那时候
[00:40:45] 因为四月
[00:40:46] 大家的绩效都超级好
[00:40:47] 然后我就去跟
[00:40:49] 反正就是身边
[00:40:50] 比较巨资的一群人
[00:40:52] 然后就讲到这件事情
[00:40:53] 然后同时提到说
[00:40:54] 刚好觉得我绩效蛮尿的
[00:40:55] 因为真的一堆人赚得比我多
[00:40:57] 然后我讲完之后
[00:40:58] 我就被其中一位
[00:40:59] 我会尊称为大哥的人
[00:41:01] 就喷我
[00:41:02] 就说
[00:41:02] 这个价值观偏差
[00:41:04] 一个月赚这样子
[00:41:06] 你用MTD算
[00:41:07] 你还不是用YTD
[00:41:08] 这个很多了
[00:41:09] 我就说
[00:41:09] 可是我们身边一堆更多
[00:41:11] 他说你不要比那个
[00:41:12] 你要看什么sharp ratio
[00:41:13] 你要看回档之后
[00:41:14] 他也在不在
[00:41:15] 反正都是一些老生常谈到
[00:41:16] 可是真的发生在你身上的时候
[00:41:18] 你就会不舒服
[00:41:19] 所以我才会一直讲说
[00:41:20] 比较是快乐之贼
[00:41:21] 只要你有比较的心态
[00:41:23] 你就很难快乐
[00:41:24] 一个该是快乐的事情
[00:41:26] 你可能不知道
[00:41:26] 就今天获得一个
[00:41:27] 什么New York
[00:41:28] 不应该举这个例子
[00:41:30] 就你获得
[00:41:31] 某个偶像的签名照
[00:41:33] 然后或者说
[00:41:33] 你获得了某个新的成就
[00:41:35] 你可能突破一位数
[00:41:36] 或什么的
[00:41:36] 你本来是一个超级开心的事情
[00:41:38] 结果你隔壁那一个
[00:41:39] 他有三张签名照
[00:41:41] 然后他突破两位数
[00:41:42] 你突然间觉得说
[00:41:43] 我他妈是不是垃射
[00:41:44] 你心情会掉到谷底
[00:41:46] 就只因为你去跟人家比较
[00:41:47] 你的快乐就没了
[00:41:48] 所以尽量不要去跟人家比较
[00:41:50] 这个我到现在都在警惕我自己
[00:41:51] 就连我现在可能已经
[00:41:52] 我觉得我相对
[00:41:53] 我早期已经好很多
[00:41:55] 可是你看
[00:41:55] 我都还会在四月的时候
[00:41:56] 跟大家聊这件事情
[00:41:57] 因为我真的去情谊一下
[00:41:59] 身边很聚之的说
[00:42:01] 你们现在怎么样
[00:42:02] 我真的也只是想要去
[00:42:04] 讨个安慰
[00:42:05] 因为你看
[00:42:05] 一堆人
[00:42:06] 像我跟你讲那个
[00:42:07] 不是跟你
[00:42:08] 我跟你们讲
[00:42:09] 不是说有一个
[00:42:10] 反正就
[00:42:11] 我还记得
[00:42:12] 我刚认识他的时候
[00:42:13] 是他在Telegram里面
[00:42:13] 他还给我放那种
[00:42:15] 很女性化的大头贴照片
[00:42:17] 就想说这样子
[00:42:17] 我才会回他之类的
[00:42:18] 但反正总之就是
[00:42:19] 蛮投缘的一个
[00:42:20] 我会称他弟弟
[00:42:22] 因为年纪真的是蛮小的
[00:42:23] 然后
[00:42:23] 什么
[00:42:24] 哥我终于破亿了
[00:42:25] 谢谢大家
[00:42:26] 隔一段时间两亿了
[00:42:27] 隔一段时间三亿了
[00:42:28] 然后买一个房子
[00:42:28] 买超级贵的
[00:42:29] 然后我想说
[00:42:30] 我自己买林口的房子
[00:42:32] 那时候也才买3000万
[00:42:33] 你买一个
[00:42:34] 破亿的房子
[00:42:35] 你还要问我股票吗
[00:42:36] 你还需要问我股票吗
[00:42:37] 我的房子还买3000万
[00:42:39] 然后现在也才涨到五六千
[00:42:41] 当然房子不是资产的唯一指标
[00:42:43] 但我就是调侃他
[00:42:44] 我一直说
[00:42:44] 你这么会赚
[00:42:45] 你干嘛还要问我
[00:42:46] 当然其实我们也都成长了
[00:42:48] 只是你看到人家
[00:42:49] 你想说
[00:42:49] 你在他的位阶的时候
[00:42:51] 你也没有长得像他这么快
[00:42:52] 然后他长这么快
[00:42:54] 那我是不是
[00:42:54] 我真的是浪费我一生了
[00:42:56] 什么的
[00:42:56] 就会有这样的想法
[00:42:57] 但我觉得很正常
[00:42:58] 就每个人都有
[00:42:59] 那你要做的是
[00:42:59] 尽可能的不要去跟任何人比较
[00:43:01] 大概这样
[00:43:01] 那下面有位
[00:43:03] Wil Lin
[00:43:03] 上次留言是四月市场爆充
[00:43:06] 暂停了东非肯亚之旅的规划
[00:43:08] 好好享受市场的疯狂
[00:43:10] 那顺便问了token的价格趋势的看法
[00:43:12] 直到上周
[00:43:13] 大家跟您有一样的感觉
[00:43:14] 发现追价无力涨不动
[00:43:16] 于是同事们
[00:43:16] 那跟早上都在专心的降部位
[00:43:19] 因为现在扣的都是AI在写
[00:43:21] 那等他狂吃token的同时
[00:43:23] 总要有一些正事可以关注
[00:43:25] 于是除了继续出货之外
[00:43:26] 也重新的准备肯亚之旅的规划
[00:43:28] 那没有想到新闻谈出
[00:43:30] 肯亚西边的邻居乌干达
[00:43:31] 还有刚果爆发的伊波拉病毒
[00:43:33] 我想这就是观音短
[00:43:34] 要我们继续关注市场的意思
[00:43:36] 那只是有个坏坏的想法
[00:43:38] 想赶快来一个沉默循环
[00:43:40] 给路上的少年古城上个课
[00:43:41] 那成长总是在受伤之后
[00:43:43] 最后祝梦宫去嘎
[00:43:44] 永远找得到新兴趣
[00:43:46] 体验美好的人生
[00:43:47] 这个祝福一听就知道
[00:43:49] 这位已经就心通是我的老朋友
[00:43:51] 因为他已经知道我的阵头了
[00:43:52] 我的阵头就是我会
[00:43:53] 非常投入一个东西
[00:43:55] 然后直接刷到满
[00:43:55] 然后就玩腻
[00:43:56] 然后就退坑
[00:43:56] 类似你看
[00:43:58] 我阿欧那时候花100多万在买装备
[00:44:00] 我相当的账号我连开都不开
[00:44:02] 这仔细想想是很恐怖的事情
[00:44:04] 就是我到底在干嘛
[00:44:05] 我每次都是那种装备档
[00:44:07] 我就是直上
[00:44:08] 我什么时候直上
[00:44:09] 然后玩一玩
[00:44:09] 我就不想玩了手游
[00:44:10] 也是
[00:44:11] 但其实尼基跟这个棕色尘埃
[00:44:13] 我现在是非常感恩
[00:44:14] 因为玩了这么久
[00:44:15] 我都还在玩
[00:44:15] 可能是因为那个图面
[00:44:16] 真的长得蛮色蛮变态
[00:44:18] 就我还OK
[00:44:18] 我还喜欢
[00:44:19] 然后剧情又好
[00:44:20] 但是我真的很少
[00:44:21] 有可以很持续的兴趣
[00:44:23] 就除了这个股票
[00:44:23] 然后可能跟陪孩子玩
[00:44:25] 是不是好像
[00:44:25] 真的是想不到
[00:44:27] 那对就是
[00:44:28] 后来也接受自己的这一点
[00:44:30] 就是反正我可以一直持续
[00:44:31] 去找到新的东西好玩
[00:44:33] 然后去买各种体验
[00:44:34] 那也是一个不错的生活
[00:44:35] 那这位兄弟看起来
[00:44:36] 应该是在做量化交易的
[00:44:39] 那你看吧
[00:44:40] 就是有时候我们节目
[00:44:41] 讲的一些东西
[00:44:41] 那真的是一个感受
[00:44:42] 那因为我们自己
[00:44:43] 是主观交易的
[00:44:44] 就是我并没有用
[00:44:45] 什么大量的程式
[00:44:46] 去做辅助
[00:44:47] 所以很多时候
[00:44:47] 我真的讲的就是一个
[00:44:48] 我感觉是这样
[00:44:49] 但你看
[00:44:50] 现在可以透过一些这种
[00:44:51] 可能做量化的人
[00:44:52] 因为他们可能一次刷
[00:44:53] 不知道50 100档标的
[00:44:54] 然后他就会知道说
[00:44:55] 那个东西真的拉不上去
[00:44:56] 所以我们当时的感受
[00:44:58] 就真的是这样
[00:44:58] 确实当时跟大家讲说
[00:45:00] 这个东西我感觉
[00:45:01] 以前点都会点上去
[00:45:02] 然后现在点不上去
[00:45:03] 然后回档就出现了
[00:45:04] 那当然这不知道
[00:45:04] 讲说什么自己准或不准
[00:45:05] 就只是给大家一个验证
[00:45:07] 就久了之后
[00:45:08] 你真的会对市场
[00:45:09] 会有一些自己的想法
[00:45:10] 那这个想法
[00:45:11] 不一定会很精准
[00:45:13] 就来说我知道
[00:45:13] 哪里是绝对高绝对低
[00:45:14] 不知道
[00:45:15] 可是就当你会觉得
[00:45:16] 身体不舒服的时候
[00:45:17] 有时候你要去听
[00:45:18] 你那个身体不舒服的讯号
[00:45:19] 就你真的会开始相信
[00:45:20] 一些直觉这种东西
[00:45:21] 那或是像这位兄弟讲的
[00:45:23] 就是他那时候
[00:45:24] 本来要出去玩
[00:45:25] 但因为盘好
[00:45:26] 他就决定要留下
[00:45:27] 那其实也是一个直觉
[00:45:28] 然后再来就是
[00:45:28] 真的要去的时候
[00:45:29] 又遇到一些事情
[00:45:30] 所以这时候就要去
[00:45:31] 欣然接受生命
[00:45:32] 给你的一些安排
[00:45:33] 既然没有办法
[00:45:34] 那就不要硬充
[00:45:35] 因为我后来发现说
[00:45:36] 这个蛮悬的
[00:45:37] 就是你想要去跟生命对坐的话
[00:45:40] 蛮多时候都会给你上课
[00:45:41] 就是时间到了一些事情
[00:45:42] 真的就是自然会发生
[00:45:44] 这个可能听起来很鸟蛋
[00:45:46] 真的也是要透过一些
[00:45:47] 可能亮花的朋友
[00:45:47] 然后告诉我说
[00:45:48] 为什么我有这样的一个感受
[00:45:49] 但应该是这样的没错
[00:45:51] 因为自己的体感
[00:45:51] 已经去做过蛮多次的验证
[00:45:53] 下面一位
[00:45:54] VG6689TW
[00:45:56] 孟公安
[00:45:57] 我是之前说要
[00:45:58] 清晨卖香肠的陈伯香肠
[00:45:59] 感谢孟公开始念
[00:46:01] Spotify留言
[00:46:01] 让我机会感谢你
[00:46:02] 在我最低潮的年
[00:46:04] 有幸听到你的节目
[00:46:05] 从此就像是老朋友般
[00:46:07] 每周两次的
[00:46:08] 听您分享各种事情
[00:46:09] 也发现我们有很多想法
[00:46:10] 都很相似
[00:46:11] 最近发现
[00:46:12] 很多善意的小举动
[00:46:14] 竟然能够被别人记住
[00:46:15] 觉得蛮感动的
[00:46:16] 最后想要跟孟公说
[00:46:17] 谢谢你
[00:46:17] 谢谢
[00:46:18] 同事苗栗人很骄傲
[00:46:20] 上次过年
[00:46:21] 教不懂课语的朋友
[00:46:23] 跟他说客家话
[00:46:24] 亲戚拜年话
[00:46:25] 意大利荷兰墨西哥
[00:46:27] 这个是小学的笑话
[00:46:29] 小学有很多那种
[00:46:30] 有的没有的东西
[00:46:32] 像什么
[00:46:32] mix egg
[00:46:33] 以前那种英文课
[00:46:35] 都会跟老师讲mix egg
[00:46:36] 然后觉得自己很好笑
[00:46:37] 就混蛋
[00:46:38] 然后再来他讲的什么
[00:46:39] 意大利荷兰墨西哥
[00:46:40] 就是
[00:46:40] 就是客家会讲说
[00:46:43] 你搞完很大一颗
[00:46:45] 然后没有洗过
[00:46:46] 你现在讲会觉得
[00:46:47] 就会有点那种cringe
[00:46:49] 撒小
[00:46:50] 可是以前小时候
[00:46:50] 真的觉得很好笑
[00:46:51] 大家会有很多这种
[00:46:52] 可能是方言的谐音梗
[00:46:55] 这个真的是
[00:46:56] 想起蛮多以前的回忆
[00:46:58] 下面一位
[00:46:58] 会辣的番茄酱
[00:47:00] 是什么酱
[00:47:01] 嗨
[00:47:02] 梦工宝贝
[00:47:03] 先感谢埃大物资
[00:47:04] 分享各种市场的资讯
[00:47:05] 但也要担心
[00:47:06] 哪天埃大物资
[00:47:06] 不更新我就完蛋了
[00:47:07] 有自己试着去连接里面挖
[00:47:09] 发现难以再现化
[00:47:10] 推估梦工
[00:47:11] 是用AI爬会比较有效率
[00:47:13] 两个问题
[00:47:13] 一方面问你
[00:47:14] 平常都是用什么
[00:47:15] prompt整理美日资讯
[00:47:16] 二爬下来的这些资讯
[00:47:17] 你怎么知道哪些有用
[00:47:19] 哪些画梦
[00:47:19] 怎么正确做好筛选
[00:47:21] 这件事情
[00:47:21] 爱求口
[00:47:22] 以前对我来讲
[00:47:23] 去看美日的新闻
[00:47:24] 跟美日的可能
[00:47:25] 各家公司的重大资讯
[00:47:27] 是蛮重要
[00:47:27] 但现在对我来讲
[00:47:28] 这个东西的重要度
[00:47:29] 其实不大
[00:47:30] 像我确实有让我的
[00:47:31] perplexity computer
[00:47:32] 去帮我爬美日的新闻
[00:47:33] 之后我发现
[00:47:34] 我没有在看之后
[00:47:34] 我就把它终止掉
[00:47:36] 除非说今天真的
[00:47:37] 我已经知道很多大事
[00:47:38] 或是有一些财报记的话
[00:47:39] 我就会让我的agent
[00:47:40] 去帮我抓资料
[00:47:41] 这个是我现在会做的事情
[00:47:43] 再来
[00:47:43] 是不是会用什么prompt
[00:47:45] 就我觉得现在prompt
[00:47:46] 真的不是特别重要
[00:47:47] 重点是你要选到对的模型
[00:47:48] 所以像
[00:47:51] 一个月6000块
[00:47:51] 那我几乎都会把它用光
[00:47:52] 再去做除之
[00:47:53] 我觉得这个东西就很好
[00:47:54] 那可能我今天去做
[00:47:56] 资料搜集的话
[00:47:56] 我蛮喜欢去用opus
[00:47:58] 那如果今天是一些
[00:47:59] 图表整理的话
[00:48:00] 我就会喜欢用其他的模型
[00:48:02] 所以那个都要自己
[00:48:02] 去做一些调整
[00:48:03] 因为可能
[00:48:04] 像GPTT的东西
[00:48:05] 有时候
[00:48:06] 我自己是比较不喜欢
[00:48:07] 然后以前就是因为
[00:48:08] 它会尬吹
[00:48:09] 它会赞美你
[00:48:10] 那个我很讨厌
[00:48:10] 那现在的话
[00:48:11] 就还是觉得说opus
[00:48:12] 是可能比较精准一点
[00:48:14] 所以最好要自己去看
[00:48:15] 我觉得模型是比较重要
[00:48:16] 而不是你下的prompt是什么
[00:48:18] 那哪一个资讯
[00:48:21] 从中是一些体感的东西
[00:48:22] 觉得来说
[00:48:23] 以现在的盘面来讲
[00:48:24] 你现在有看到很多东西
[00:48:25] 开始出现回档吗
[00:48:26] 那我们就可以讲一个
[00:48:27] 比较试快的啦
[00:48:28] 就是因为这些东西在回档
[00:48:29] 所以他们丢好消息
[00:48:30] 基本上都没有用
[00:48:30] 那可是呢
[00:48:31] 现在有些东西
[00:48:32] 是在右上角
[00:48:33] 在喷射中的
[00:48:33] 任何一个消息
[00:48:34] 都可以变成是好消息
[00:48:35] 所以都有可能会放大
[00:48:36] 后面的一些涨幅
