[00:00:00] 欢迎收听古爱,我是陈梦公
[00:31:13] 跟我下一秒钟
[00:31:14] 我就不想出门了
[00:31:15] 确实可能跟等待的时间有关
[00:31:17] 当然我不知道
[00:31:17] 我这样的行为
[00:31:18] 可能已经影响到他
[00:31:19] 然后让他
[00:31:20] 变得是比较紧张的人
[00:31:21] 所以其实我们都要去
[00:31:23] 控制好自己的脾气
[00:31:24] 即便可能就来说
[00:31:25] 像你跟你老婆的互动就这样
[00:31:27] 你说我们从年轻就在那边互干
[00:31:28] 我们在那边互操
[00:31:29] 可是问题是
[00:31:30] 你的孩子不知道
[00:31:31] 你的孩子就觉得说
[00:31:32] 我爸妈整天在吵架
[00:31:33] 所以我自己也是非常小心这一块
[00:31:35] 我个人会认为说
[00:31:36] 如果真的觉得
[00:31:38] 家里的环境
[00:31:39] 可能气氛不太好这些的话
[00:31:41] 那就要稍微远离一下
[00:31:42] 我觉得每个家庭
[00:31:42] 其实你最终都会发现
[00:31:43] 就有些东西
[00:31:44] 可能让你没有办法去接受
[00:31:46] 不一定是吵架
[00:31:47] 可能是一些其他的东西
[00:31:48] 所以才会有一个说法
[00:31:49] 最好的距离
[00:31:50] 就是可能不知道
[00:31:51] 你真的要住在一起的话
[00:31:52] 要上下楼或是隔壁
[00:31:53] 你不可以说什么
[00:31:54] 全部都住在同一个空间里面
[00:31:56] 因为会有一些代沟
[00:31:57] 会有点不适
[00:31:58] 所以尽可能离开现场
[00:32:00] 你说要不要担心
[00:32:01] 有什么样的悲剧
[00:32:02] 或是意外发生
[00:32:03] 我觉得不用想太多
[00:32:03] 因为在一起这么久
[00:32:04] 其实某个程度上
[00:32:05] 有一些默契
[00:32:05] 老人家人家要去改
[00:32:07] 不一定改得过来
[00:32:08] 或者说改了之后
[00:32:09] 搞不好不知道
[00:32:09] 感觉就不对了
[00:32:11] 他们就已经是这样互动很久了
[00:32:12] 所以一个东西没有坏掉
[00:32:13] 不用刻意去修它
[00:32:14] 大概是这样
[00:32:14] 下面一位
[00:32:15] 0050唯一真理
[00:32:16] 梦工五星爱你
[00:32:18] 梦工大单
[00:32:18] 想来推荐PS5新出的
[00:32:20] SAROS
[00:32:21] SAROS周期
[00:32:22] 连我这种射击游戏苦手
[00:32:24] 都可以玩得超爽超过瘾
[00:32:25] 尤其是美术跟音乐
[00:32:26] 充满神圣
[00:32:27] 但又疯狂黑暗的冲突感
[00:32:29] 真的是超赞
[00:32:30] 最后可以拜托
[00:32:31] 孟工川普的声音
[00:32:33] 跟我说
[00:32:34] You're a nice person
[00:32:35] 谢谢孟工
[00:32:37] 下面一位
[00:32:37] 美股奈米苍
[00:32:38] AMD Intel
[00:32:39] 孟工你好
[00:32:39] 你在节目说
[00:32:40] CPU类骨已经长到看不懂了
[00:32:41] 大部分获利出厂
[00:32:43] 问号
[00:32:43] 不知道
[00:32:43] 我什么时候讲过这个
[00:32:44] 但目前线图都是右上角
[00:32:46] 也都还在五日线上方
[00:32:47] 为什么要出厂呢
[00:32:47] 谢谢回答
[00:32:48] 我真的很多时候觉得
[00:32:49] 我们的节目很屌
[00:32:50] 就一个节目放在那边
[00:32:51] 甚至有人去抄笔记
[00:32:52] 然后大家都可以听到
[00:32:53] 很奇怪的东西
[00:32:54] 我不可能去卖掉一个
[00:32:55] 还在强势进攻的东西
[00:32:56] 我的心态可能比较偏向是
[00:32:58] 我在想
[00:32:59] 我可能有提到类似的
[00:33:00] 就是说
[00:33:00] 我现在站在卖房
[00:33:01] 我不会再去做家
[00:33:02] 就是怎么讲
[00:33:03] 有些东西在突破上去的时候
[00:33:05] 我真的会一直点
[00:33:05] 一直点
[00:33:06] 可是点到某个
[00:33:07] 我开始去宣称说
[00:33:08] 看不懂的时候
[00:33:09] 我就不会再去点
[00:33:09] 因为我就知道说
[00:33:10] 就已经进入到
[00:33:12] 不懂的领域
[00:33:12] 就有机会会受伤
[00:33:13] 所以一般我们会站在卖房
[00:33:14] 所以站在卖房的意思就是说
[00:33:16] 你可能赖了
[00:33:17] 就在说
[00:33:17] 你跌破五日线
[00:33:18] 或是你出一些黑K
[00:33:19] 或什么的
[00:33:19] 就丢一点丢一点丢一点
[00:33:20] 所以站在卖房
[00:33:21] 但绝对不会去把
[00:33:22] 手上好的东西丢掉
[00:33:23] 这个是违反我们的所有逻辑
[00:33:25] 好的东西绝对不要乱杀
[00:33:27] 所以我不知道你是怎么理解的
[00:33:28] 下面一位
[00:33:29] 阿财牛肉汤
[00:33:30] 请教感情问题
[00:33:31] 孟公好
[00:33:32] 和女友出社会五年了
[00:33:33] 我的年薪130万
[00:33:35] 女友不断的换工作
[00:33:36] 都是找文书类
[00:33:37] 只要工作稍有不合理
[00:33:38] 就离职都不满一年
[00:33:40] 提示他要累积职哑
[00:33:41] 他都说为什么要忍受
[00:33:42] 也觉得又没有要我养
[00:33:44] 今天忽然觉得
[00:33:45] 他好像没有把这段关系
[00:33:46] 看得很远
[00:33:47] 您怎么看
[00:33:48] 我只能够说
[00:33:50] 你的女友跟我太太
[00:33:52] 或是跟AG
[00:33:53] 也就是说我妹
[00:33:54] 他们的个性是比较类似
[00:33:56] 就世界上真的有一群人
[00:33:57] 他是
[00:33:57] 我今天粗茶淡饭
[00:33:59] 我也可以过
[00:34:00] 你给我荣华富贵
[00:34:01] 我也可以过
[00:34:02] 差别在哪
[00:34:03] 差别在哪
[00:34:03] 我自己不会去主动要求
[00:34:05] 荣华富贵
[00:34:05] 是你给我的
[00:34:06] 你不给我
[00:34:06] 其实我还是可以吃我的Uber
[00:34:07] 我根本没有差
[00:34:08] 如果他是这样子的个性
[00:34:09] 老实讲
[00:34:10] 你真的不能够对他要求什么
[00:34:11] 只是如果说你是属于那种
[00:34:13] 所以才比较上进
[00:34:14] 就是希望说
[00:34:15] 房子要越换越大
[00:34:16] 车子要越换越大
[00:34:17] 这时候就势必会出现一些
[00:34:19] 价值观的冲突
[00:34:20] 我觉得你也不用刻意的去
[00:34:21] 改造女朋友
[00:34:23] 你这时候去衡量
[00:34:24] 你到底是爱他多
[00:34:25] 还是你是希望他成为
[00:34:26] 家里的经济贡献之一
[00:34:27] 有时候就是摸摸鼻子
[00:34:29] 你自己是爱钱的
[00:34:30] 你是希望说
[00:34:30] 大家可以越来越好
[00:34:31] 你自己就下去做
[00:34:33] 所以像我绝对不会去期待说
[00:34:35] 我老婆什么爱
[00:34:35] 赶快帮忙家里贡献一点
[00:34:37] 赚点钱
[00:34:37] 我只有一段时间想把他
[00:34:39] 这样好像不好听
[00:34:41] 踢出去工作
[00:34:41] 是因为他每天都跟我吃醋
[00:34:43] 我只要可能互动的一些对象
[00:34:45] 研究员
[00:34:46] 券商的人员
[00:34:46] 或者怎么样
[00:34:47] 是女生
[00:34:48] 他就会整天搞事情
[00:34:49] 或是一些产业的
[00:34:50] 即便那个是我妈妈的年纪
[00:34:51] 他一样会讲说
[00:34:53] 这个女的什么
[00:34:53] 他要把你
[00:34:54] 我想说
[00:34:54] 杀小油病
[00:34:55] 那段时间我真的就一直叫他出去工作
[00:34:57] 可是我们要的不是那个钱
[00:34:59] 我只希望说
[00:34:59] 你待在家里
[00:35:00] 你就会一直整天烦我
[00:35:01] 你就赶快出去这样
[00:35:02] 只有那段时间
[00:35:03] 我有这样的想法
[00:35:04] 其他时候
[00:35:04] 像我不会去想说
[00:35:05] 家里今天要去做什么
[00:35:07] 我希望我老婆贡献
[00:35:08] 那当然我知道
[00:35:09] 不是每个人都有办法
[00:35:10] 像我这样子去搞
[00:35:11] 那只是
[00:35:12] 我觉得这是一个目标
[00:35:13] 就是如果说
[00:35:14] 对方他本身也都没有跟你要求
[00:35:16] 他不会跟你那边闲说什么
[00:35:17] 你的车子太小
[00:35:18] 你的摩托车怎么样
[00:35:20] 安全帽怎么样
[00:35:20] 还是说什么
[00:35:21] 家里要换大一点
[00:35:22] 他没有那边靠北的话
[00:35:23] 那他其实要去过一个
[00:35:25] 粗茶淡饭
[00:35:26] 填单的生活
[00:35:26] 我认为是一点问题都没有的
[00:35:28] 所以严格上来说
[00:35:29] 他没有错
[00:35:30] 只是你们可能不适合
[00:35:32] 那这时候要去权衡一下
[00:35:33] 因为你这会发现说
[00:35:34] 一段感情
[00:35:35] 你不可能所有东西都是适合的
[00:35:37] 像我整天会抱怨
[00:35:38] 我老婆爱吃醋
[00:35:38] 我老婆也会抱怨说
[00:35:39] 这个人是very fucking aggressive
[00:35:41] 可是我们还是在一起
[00:35:42] 就你抱怨归抱怨
[00:35:43] 可是你发现说
[00:35:44] 这个人可能还是最适合
[00:35:45] 你的一个选项
[00:35:46] 那我只要让你知道说
[00:35:47] 就是像我自己家里
[00:35:49] 就有好几个这样子的人
[00:35:50] 所以我妹那时候
[00:35:51] 不是讲过一个很经典的吗
[00:35:52] 什么以前工作叫养家活口
[00:35:54] 现在工作叫实现自我
[00:35:55] 所以不爽就真的不做
[00:35:57] 甚至他也不要钱多
[00:35:58] 我只要轻松
[00:35:59] 我只要快乐
[00:36:00] 我跟他讲说
[00:36:01] 妈的
[00:36:01] 你这个不会
[00:36:02] 我那时候不是有在节目
[00:36:03] 跟他分享
[00:36:03] 我就要赶快去开杠
[00:36:04] 我说你到底在干什么
[00:36:05] 你开杠
[00:36:05] 你抱仓
[00:36:06] 我帮你补
[00:36:07] 我会先骂电你一顿
[00:36:08] 跟你说你为什么会抱
[00:36:09] 可是你不要这么慢
[00:36:10] 你要快一点
[00:36:11] 我可以帮你拉一把
[00:36:12] 我可以当你的这个
[00:36:13] 就是有点像是说
[00:36:15] 这个安全港
[00:36:15] 你出事情我会罩你
[00:36:17] 因为你那个部位这么小
[00:36:18] 老实讲
[00:36:18] 对我来说小事情
[00:36:19] 我可以帮你快一下
[00:36:20] 你就快一下
[00:36:21] 他结果的话不要
[00:36:22] 就是有这种人
[00:36:23] 真的有这种人
[00:36:24] 所以不是说什么
[00:36:25] 每个人都是
[00:36:25] money money money之类的
[00:36:27] 所以这个你自己要认知一下
[00:36:29] 我觉得他没有错
[00:36:30] 下面一位骂张
[00:36:32] 拜托孟公帮忙
[00:36:33] 留言密码
[00:36:34] 二
[00:36:34] 孟公chika你好
[00:36:35] 528是一位
[00:36:36] 在澳洲帮助我很多
[00:36:37] 说我的贵人
[00:36:38] 也是我的朋友
[00:36:38] 也跟孟公的英文名字
[00:36:39] 一样是MK
[00:36:40] 小君的生日
[00:36:41] 我想送他礼物
[00:36:42] 只是他总说不用啦
[00:36:43] 我只知道他是你的忠实听众
[00:36:45] 能拜托孟公chika
[00:36:46] 跟他说声
[00:36:47] 生日快乐是谁
[00:36:47] 我们住在澳洲的小君
[00:36:49] 生日快乐
[00:36:50] 下面一位
[00:36:50] 地方人妻116
[00:36:52] 这怎么很像
[00:36:53] 以前那种色情聊天室的ID
[00:36:55] 帮iPhone老公留言
[00:36:57] Pick me
[00:36:57] 孟公你好
[00:36:58] 老公是刚入社会时期
[00:37:00] 就在听您节目的老爱粉
[00:37:01] 也因为这场节目
[00:37:02] 在股票中
[00:37:03] 存了一笔不错的数字
[00:37:04] 接下来大家一直来的大方分享
[00:37:06] 让我们这些外行人
[00:37:06] 也可以稳当的
[00:37:08] 在股票上面赚点零用钱
[00:37:09] 那另外老公
[00:37:10] 从几个月前开始
[00:37:11] 会做着尿尿
[00:37:12] 这个部分
[00:37:13] 真的是要感谢Lisa和您
[00:37:14] 希望直男巧妇的神奇魔力
[00:37:16] 可以继续感化直男们
[00:37:17] 那最后老公
[00:37:18] 去年的生日愿望
[00:37:19] 就是希望能够收到
[00:37:20] 爱大的祝福
[00:37:20] 加上前阵子参加
[00:37:22] 铁人三项顺利玩赛
[00:37:24] 那可以请爱大用
[00:37:25] Lisa的声音祝福
[00:37:26] 但还真的没有办法
[00:37:28] 5月9号生日的桃园柯震东
[00:37:30] 生日快乐
[00:37:30] 三铁玩赛
[00:37:31] 你超厉害的
[00:37:32] 谢谢爱大
[00:37:33] 祝您全家幸福
[00:37:34] 也祝你们幸福
[00:37:35] 平安快乐
[00:37:35] 小明卫
[00:37:36] 摩扎非高高
[00:37:37] 特斯拉非高高
[00:37:38] 资产配置
[00:37:38] 爱大好想问资产配置
[00:37:41] 目前的股票资产68.6%
[00:37:43] 现金定存31.4%
[00:37:45] 会不会太保守
[00:37:46] 我股票资产
[00:37:46] 大部分买大盘
[00:37:47] 90%有一些题材鬼股
[00:37:49] 那每次都说下来
[00:37:51] 要现金加码
[00:37:52] 但都买一点
[00:37:53] 结果台股就一路往上买不下手
[00:37:55] 我个人是这样觉得
[00:37:57] 其实每个人都有
[00:37:58] 自己的资产配置跟习惯
[00:37:59] 你不用去太在意网络上
[00:38:01] 或甚至是我的节目
[00:38:02] 会跟你讲说
[00:38:03] 像我都会讲说
[00:38:04] 我自己的钱全部放股票
[00:38:05] 但是你知道
[00:38:06] 我们听众有些
[00:38:07] 他不一定会这样子做
[00:38:08] 可是没有问题
[00:38:09] 就是每个人都有
[00:38:10] 自己的一些想法
[00:38:11] 如果今天去把我的想法
[00:38:13] 强加住给你的话
[00:38:14] 你可能就是每天晚上
[00:38:15] 都不用睡觉了
[00:38:15] 就像说你这三十几%现金
[00:38:17] 你直接把它丢进市场里面
[00:38:18] 你可能晚上就会一直去想它
[00:38:19] 你可能就是
[00:38:20] 白天上班的时候
[00:38:21] 我就会想要把盘打开来看一下
[00:38:22] 因为你现在所有的身家都在里面
[00:38:24] 可是对我来讲
[00:38:25] 其实当然我是爱看盘的人
[00:38:27] 可是我知道
[00:38:28] 我自己的心态
[00:38:29] 有点那种舍算的心态
[00:38:31] 虽然我其实真的很难死掉
[00:38:32] 因为我不会算是相对分散
[00:38:33] 但我知道
[00:38:34] 即便我今天可能被
[00:38:35] 连续锁个几个跌体
[00:38:36] 那就一起下去
[00:38:38] 大家要死一起死
[00:38:39] 倒茶
[00:38:39] 你不要乱卖是不是
[00:38:40] 没关系
[00:38:40] 大家一起下去
[00:38:41] 我还跟着一起锁跌体
[00:38:42] 就是我有一种那种
[00:38:43] 反正老子命都不要
[00:38:44] 你要怎么跟我玩
[00:38:45] 那种感觉
[00:38:46] 所以我会觉得说
[00:38:47] 我钱放在股票里面没有问题
[00:38:48] 当然不是每个人
[00:38:49] 都是我这种心态
[00:38:50] 他就会觉得说
[00:38:51] 他不想要在盘不好的时候
[00:38:52] 然后在那边算说什么
[00:38:54] 今天可不可以加乳蛋
[00:38:55] 如果说我今天有一笔鱼豫的钱
[00:38:57] 像我自己身边有些朋友
[00:38:58] 是在每年年初的时候
[00:38:59] 他可能就先提令一部分
[00:39:00] 就拿出来
[00:39:01] 这是我今年要花的钱
[00:39:02] 所以他一整年都不用担心说
[00:39:04] 因为市场的变化
[00:39:05] 他的生活的习惯
[00:39:06] 要去做一些改变之类
[00:39:07] 其实很多改变
[00:39:08] 也不一定说你真的穷或什么的
[00:39:09] 那就只是你的心态上
[00:39:11] 就受影响了
[00:39:12] 所以其实整个资产配置
[00:39:13] 也要去考虑自己的心态
[00:39:15] 跟耐受度的问题
[00:39:16] 我觉得如果你这样子做
[00:39:17] 没有问题
[00:39:17] 你不需要去做任何的改变
[00:39:19] 你真的不用去追求说什么
[00:39:21] 我这样子还不够
[00:39:22] 我现金要说哈
[00:39:23] 甚至要杠上甲冈
[00:39:24] 因为你说哈做对
[00:39:25] 你下个问题就是
[00:39:26] 你要不要去买什么政额
[00:39:27] 你要不要去杠上甲冈
[00:39:28] 就是每个人有不一样的一个选择
[00:39:30] 所以不要谈太多
[00:39:31] 下面一位
[00:39:31] 别再迭了留言密码
[00:39:33] test123
[00:39:34] 单身一阵子最近交女朋友了
[00:39:36] 不过被PIP准备要裁员了
[00:39:38] 难道这就是等价交换吗
[00:39:39] 感谢最美温稳
[00:39:41] 不离不弃的陪伴
[00:39:42] 那孟宗奇卡可以帮我跟观音堕来许愿
[00:39:45] 如果面试上了
[00:39:46] 我就捐半个月的薪水
[00:39:47] 祝大家平安健康
[00:39:48] 这个就是一定会上
[00:39:49] 那下面一位
[00:39:50] 台中南上嘉南
[00:39:52] 请问来大家照顾小孩子
[00:39:53] 怎么拿捏买礼物的分寸呢
[00:39:55] 会有一种只要花一点钱
[00:39:56] 小孩就可以获得超大的快乐
[00:39:58] 但又怕宠坏
[00:39:59] 那另外想请问来
[00:40:00] 大家会不会觉得
[00:40:01] 买ETF赚钱的快乐感远低于个股
[00:40:04] 好那首先那个买礼物那一块
[00:40:06] 是真的比较
[00:40:08] 怎么讲难以拿捏
[00:40:10] 就甚至是连我自己
[00:40:11] 最近都刚被我老婆臭干一顿
[00:40:13] 那大家都知道说
[00:40:14] 我会带我的儿子去打Mezas Star
[00:40:16] 那基本上就是整天都在Mezas Star那边
[00:40:19] 玩有的没有的东西
[00:40:21] 那很多时候呢
[00:40:22] 我儿子他就来说
[00:40:23] 他今天可能遇到超梦
[00:40:24] 就是他里面的卡片有分白卡跟黑卡
[00:40:26] 那黑卡就是比较好的
[00:40:27] 那孩子也都看得出来嘛
[00:40:29] 他觉得这很酷
[00:40:30] 他想要
[00:40:30] 那他可能打这个机台
[00:40:32] 有时候会抓到
[00:40:33] 抓到你就感觉他非常的开心
[00:40:34] 可是有时候没有抓到
[00:40:35] 一次没有抓到
[00:40:36] 两次没有抓到
[00:40:37] 第三次可能就开始哭
[00:40:38] 爸爸我真的很想到这个什么的
[00:40:40] 为什么这机台这么坏
[00:40:41] 为什么他不给我
[00:40:42] 你还要教他说
[00:40:43] 不可以对机台生气
[00:40:44] 那所以这时候就想要给他一个惊喜
[00:40:46] 就是去买
[00:40:47] 他想要的那个卡片给他
[00:40:48] 那后来你看到
[00:40:49] 你买这个卡片给他
[00:40:50] 你想到一个卡片
[00:40:51] 他妈的正版的
[00:40:52] 也就几百块
[00:40:53] 就是你用课金去找玩家买
[00:40:54] 就这么便宜嘛
[00:40:55] 所以我就很常一直买给他
[00:40:56] 他看到贾贺人
[00:40:57] 我买给他
[00:40:58] 他看到那个menu上面
[00:41:00] 有一些卡片
[00:41:01] 他没有看过的
[00:41:01] 即便这个机台对战
[00:41:03] 也都没有遇到过
[00:41:04] 但因为他看到
[00:41:04] 他知道他的存在
[00:41:05] 他就说他要
[00:41:06] 我就一直都会买给他
[00:41:07] 以前都是可能两张
[00:41:08] 两张这样子买
[00:41:09] 我也没有想太多
[00:41:10] 然后后来有一次
[00:41:11] 我们跑去加尔福那边的机台打的时候
[00:41:13] 然后遇到一个老哥
[00:41:14] 那个老哥一看就知道说
[00:41:16] 就很像那种台北地下街
[00:41:17] 很有个性
[00:41:18] 他自己在他自己的世界里面
[00:41:20] 你在台北地下街
[00:41:21] 就看到那种戴手套
[00:41:22] 那边玩那个音乐机台的
[00:41:23] 然后那个老哥
[00:41:24] 就是戴一个全造式的那种耳机
[00:41:25] 然后一个人再靠两个机台
[00:41:27] 我到时候还想说
[00:41:28] 我在那边排队
[00:41:29] 他会不会让我玩
[00:41:30] 他会不会不让我玩
[00:41:31] 因为他已经进入他自己的
[00:41:32] 一个绝对领域
[00:41:34] 但他很nice
[00:41:35] 他还是用血眼看到我们
[00:41:36] 然后就OK时间到
[00:41:38] 他让我儿子打
[00:41:38] 那我儿子打一打之后
[00:41:40] 他把那个卡牌拿出来
[00:41:41] 然后他看到他就说
[00:41:42] 怎么全部都是黑的
[00:41:44] 你的卡都很好
[00:41:45] 爸爸你看一下我这边
[00:41:46] 他就把那个卡牌打开
[00:41:47] 他说
[00:41:47] 这边有很多卡
[00:41:49] 因为我每天都在打
[00:41:50] 我已经花了可能好几万在上面
[00:41:52] 有时候我想要回一点
[00:41:53] 我这都是正版的
[00:41:54] 而且我都有装保护套
[00:41:55] 那不然就
[00:41:56] 他可能缺什么
[00:41:56] 你就从我这边买
[00:41:58] 那我可能会卖的比较贵一点
[00:42:00] 但我一定都是正版的
[00:42:01] 然后说那你要卖多少钱
[00:42:02] 然后他就跟我讲
[00:42:02] 我还要忍住不孝你知道吗
[00:42:04] 他说他什么比较贵一点
[00:42:05] 你卖我十几张黑卡
[00:42:07] 然后才什么几百块
[00:42:08] 你知道我在网络上买那张
[00:42:10] 就三五百块
[00:42:10] 甚至最贵的会到一千块
[00:42:12] 然后他那个我一看
[00:42:13] 你就知道是正版的
[00:42:14] 他卖我一个超级便宜的价格
[00:42:15] 我还要忍住不孝
[00:42:16] 我还要跟他讲说
[00:42:17] 不用找人
[00:42:17] 这个你真的太好了
[00:42:18] 然后他还要一直送我东西
[00:42:19] 那就是因为说这个人很nice
[00:42:21] 然后他又卖的很便宜
[00:42:22] 所以我就一次扫台
[00:42:23] 把所有的黑卡
[00:42:25] 甚至他有的
[00:42:25] 因为他有时候就弄不见
[00:42:26] 像他上次那个假贺人
[00:42:32] 我老婆说
[00:42:33] 你看全部都买给他了
[00:42:34] 你看他像他是黑卡富翁什么
[00:42:36] 然后我老婆就直接面部改色
[00:42:38] 就喷我说
[00:42:39] 你小时候如果你爸爸
[00:42:40] 这样子做的话
[00:42:41] 你就失去一切的快乐
[00:42:42] 我才意会到
[00:42:43] 对我确实也在我的节目
[00:42:45] 跟大家分享过
[00:42:46] 就是像甚至是前一两集
[00:42:48] 那时候聊到那个明道讲的
[00:42:50] 他说他从可能没有钱
[00:42:51] 到有钱那个阶段是最快乐
[00:42:53] 这是真的
[00:42:53] 就是你自己终于有办法去
[00:42:55] 靠自己赢得一个东西
[00:42:57] 像我那时候去打工
[00:42:58] 我赚到第一笔钱
[00:42:59] 我买了一把泰勒的吉他
[00:43:00] 一万把就是Taylor baby
[00:43:02] 小台的
[00:43:02] 那个我到家都记得
[00:43:03] 但不知道我就送了一个吧
[00:43:05] 我突然觉得我很糟糕
[00:43:06] 因为他这些东西
[00:43:07] 他觉得你有跟我要的话
[00:43:09] 我给你可能可以
[00:43:10] 我就一个一个给
[00:43:11] 你有好表现我给你
[00:43:12] 我认为这是OK的
[00:43:13] 所以这位听众
[00:43:14] 如果他有跟你要
[00:43:15] 他要很久
[00:43:16] 他有好表现
[00:43:17] 你给他一个可以
[00:43:18] 可是千万不要自作多情
[00:43:20] 跟不知道
[00:43:21] 就是太over
[00:43:22] 然后直接把一整套都说
[00:43:23] 爸爸知道还有更酷的
[00:43:25] 全部给你
[00:43:25] 因为这个游戏对他来讲
[00:43:27] 可能意义就不大了
[00:43:28] 我觉得他可能现在
[00:43:29] 就只会追求说
[00:43:29] 他只要这个黑色的卡片
[00:43:30] 而不是去玩游戏
[00:43:31] 然后去击败王
[00:43:33] 拿到卡那样的一个感受
[00:43:34] 所以这个真的要非常的注意
[00:43:36] 因为我老婆提醒我之后
[00:43:37] 我才想到
[00:43:37] 我自己在节目
[00:43:38] 跟他讲过这件事情
[00:43:39] 我怎么自己就忘记了
[00:43:40] 因为那时候可能
[00:43:40] 只是遇到一个热心的买家
[00:43:42] 又卖点便宜
[00:43:42] 我就全收包鬼
[00:43:44] 可是我不知道
[00:43:45] 这个可能会破坏孩子的一些
[00:43:46] 我觉得他那个脑回路
[00:43:48] 都会受我影响
[00:43:48] 所以以后我会非常的小心
[00:43:50] 就确实就是
[00:43:51] 他有跟你要
[00:43:51] 要很久
[00:43:52] 透过好的表现可以获得
[00:43:54] 我觉得这样就很OK了
[00:43:56] 然后再讲说
[00:43:57] 会不会觉得买ETF
[00:43:58] 赚钱的快感
[00:43:58] 远低于个股汇
[00:43:59] 所以其实我自己个人
[00:44:01] 是还蛮喜欢交易的
[00:44:02] 就算你可能今天跟我讲说
[00:44:04] 买某些东西你放着
[00:44:06] 那个绩效不会输给我自己交易
[00:44:08] 我觉得我还是会自己交易
[00:44:09] 就是那是
[00:44:10] 怎么讲
[00:44:11] 就赚钱绝对是最重要的事情
[00:44:12] 可是对
[00:44:13] 研究产业
[00:44:14] 好玩
[00:44:14] call公司
[00:44:15] 认识一些交易圈的朋友
[00:44:17] 什么
[00:44:17] 我觉得还是蛮有意思的
[00:44:18] 所以那个是个人一个取舍
[00:44:20] 那我确实想法是这样
[00:44:21] 没错
[00:44:21] 那下面一位
[00:44:22] 永静谢信达助世界永静
[00:44:26] 然后上面放三个水果的emoji
[00:44:28] 第一个什么
[00:44:29] 第一个青椒吧
[00:44:30] 第二个是椰子
[00:44:31] 椒椰
[00:44:32] 第三个是樱桃
[00:44:33] 椒椰桃
[00:44:34] MK爱宁
[00:44:36] 上面是我不爱吃的蔬菜
[00:44:37] 就这样
[00:44:38] 我还以为他要留什么暗号给我之类的
[00:44:41] 那下面一位
[00:44:42] Daniel19
[00:44:43] 留言给符合国中的李同学
[00:44:45] 认识了20年的老朋友
[00:44:47] 今天是生日
[00:44:47] 真的要祝你生日快乐
[00:44:48] 感谢梦工
[00:44:49] 让多年后重聚的我们
[00:44:50] 聊到彼此的近况的时候
[00:44:52] 那好同学透过你的节目
[00:44:53] 这几年的遭遇
[00:44:54] 还有公司都辽络指掌
[00:44:56] 那只因为这家公司在国外的节目
[00:44:58] 有认真的提到
[00:45:00] 没有想到透过梦工
[00:45:01] 可以让我们多年后见面
[00:45:02] 一点都不陌生
[00:45:03] 梦工到底是怎么样的神奇魔法
[00:45:05] 哈哈
[00:45:05] 谢谢梦工
[00:45:06] 李同学生日快乐
[00:45:07] 可以唱个生日快乐吗
[00:45:08] 祝你生日快乐
[00:45:09] 祝你生日快乐
[00:45:10] 祝你生日快乐
[00:45:11] 对就是我们的节目呢
[00:45:12] 我觉得蛮有趣的一点是
[00:45:14] 蛮多听众都会跟我们说
[00:45:15] 这边有点像是一个
[00:45:17] 就是对他们来讲
[00:45:18] 有点像对答案
[00:45:19] 因为蛮多人
[00:45:20] 我觉得说我们聊到的一些
[00:45:21] IC Design
[00:45:22] 一些Fab
[00:45:23] 然后或者是一些零组件
[00:45:24] 他们在里面是做某个project
[00:45:25] 然后他也知道说
[00:45:26] 这个东西量很大
[00:45:27] 然后Cornet是什么
[00:45:28] 可是他不知道他的终端是什么
[00:45:29] 然后在我们这边就
[00:45:30] 恍然大物突然知道是什么东西
[00:45:32] 这样子
[00:45:33] 那也有人会在我们节目
[00:45:34] 听到一些东西之后
[00:45:34] 然后就跑去投履历之类的
[00:45:36] 所以对这个节目
[00:45:37] 确实有时候会有一些
[00:45:38] 意外的发展
[00:45:40] 那就可以让大家
[00:45:41] 重温救梦
[00:45:42] 我觉得也是挺好的
[00:45:43] 祝他生日快乐
[00:45:44] 那笑名为
[00:45:45] W底线YUNC
[00:45:47] 让老婆不再厌恶公仔的方法
[00:45:49] 上当时其实听MK大在讲
[00:45:51] 老婆一直觉得公仔有东西
[00:45:52] 于是我就在IG私讯留言
[00:45:53] 希望可以帮我上忙
[00:45:54] 谢谢MK大在节目上
[00:45:55] 对股市的分享
[00:45:56] 让我小白收益两多
[00:45:57] 非常感谢
[00:45:58] 只是IG的私讯
[00:46:00] 是真的还蛮多的
[00:46:01] 特别是有时候去po一些
[00:46:02] 超级变变变的
[00:46:04] 一堆人都整天tag我
[00:46:06] 那个谁又像你
[00:46:07] 那个谁又像你
[00:46:08] 反正长得像gay
[00:46:09] 那种最典型的装甲车gay
[00:46:11] 就是比较
[00:46:12] 有一点也不一定白白
[00:46:14] 就肉肉胖胖有留胡子的
[00:46:16] 然后可能tig什么寸头之类的
[00:46:18] 每个人都会tag我
[00:46:19] 然后这种都是
[00:46:20] 我只要把它转发
[00:46:21] 都超多人会留言
[00:46:22] 一直在那边笑
[00:46:23] 我可能发现
[00:46:24] 我也蛮喜欢给人家笑的之类
[00:46:25] 所以就蛮了
[00:46:26] 一堆人总是被洗掉了
[00:46:27] 所以我应该是没有办法找到
[00:46:30] 但非常感谢你的建议
[00:46:31] 下面一位
[00:46:31] Anita
[00:46:32] 好运喷发到月球
[00:46:34] GoGo
[00:46:34] 首先先感谢梦工有这个平台
[00:46:36] 去年的时候留言成功
[00:46:37] 今年一定要留言的
