[00:00:00] 欢迎收听古爱,我是圣木工
[00:32:39] 就是大公司可能在明面上市
[00:32:42] 它有可能会跟我竞争到
[00:32:43] 我资料不想放在哪
[00:32:44] 或是我觉得它的流通太多了
[00:32:46] 我会觉得这个地方是危险的
[00:32:47] 它不一定会选择这个
[00:32:48] 它可能会选择一些服务做到家
[00:32:50] 然后非常的专注在治安
[00:32:53] 非常的专注在各种法尊
[00:32:54] 然后会确保说
[00:32:56] 反正你今天出事情
[00:32:57] 它是可规则性的
[00:32:58] 简单来讲
[00:32:58] 你像Meta它上面那个诈骗
[00:33:00] 你要去告主个伯吗
[00:33:01] 你根本也告不到
[00:33:02] 你根本找不到人家负责
[00:33:03] 所以Meta大家用的
[00:33:05] 怎么讲又爱又恨
[00:33:06] 一方面觉得好用
[00:33:07] 一方面骂干你娘
[00:33:08] 就是你根本没有办法处理它
[00:33:09] 所以会变成是这样
[00:33:11] 我今天我在台湾
[00:33:12] 如果我今天要去穿一个模型
[00:33:14] 就要说Meta出一个模型
[00:33:15] 你要给我穿
[00:33:15] 可是如果后面出了问题
[00:33:17] 我在报税的时候出了问题
[00:33:19] 或是法尊有问题
[00:33:20] 我东西一拿出去
[00:33:20] 直接给人家告诉说
[00:33:21] 你怎么偷我资料
[00:33:22] 我想说没有我是用Meta模型
[00:33:24] 那这时候你要叫Meta负责
[00:33:25] 他不会负责
[00:33:25] 你也找不到人
[00:33:26] 可是如果今天是
[00:33:27] 台湾的一个SI来帮你做
[00:33:29] 你可以找那个老板负责
[00:33:30] 所以这个真的就像一些工程师讲
[00:33:32] 为什么有些工程师
[00:33:33] 就叫做他虽然他的很多工作
[00:33:34] 已经是让AI去帮他做coding
[00:33:36] 或什么的
[00:33:37] 可是还是需要一个人在那边管理
[00:33:38] 为什么
[00:33:38] 因为要可规则性
[00:33:39] 要有一个人是
[00:33:40] 就叫做你会害怕你会失业的
[00:33:42] 你可能要吃官司
[00:33:42] 你会负责赔偿的
[00:33:43] 有这个人的存在
[00:33:45] 其实是非常重要的
[00:33:46] 因为你每个东西都要找到
[00:33:47] 是有人可以去负责的
[00:33:48] 特别是如果你今天不是一个
[00:33:49] 像我们很多消费性的应用师
[00:33:51] 我就要说我去问AI
[00:33:52] AI跟我乱讲
[00:33:53] 像我最近在Fresh上面
[00:33:55] 有人丢给我看
[00:33:56] 反正他就提到说
[00:33:57] 我可能过去讲某一个东西
[00:33:59] 他觉得超级有道理
[00:34:00] 可是下面有一些人
[00:34:01] 他不知道我过去讲什么
[00:34:02] 他就问Meta AI
[00:34:03] 然后Meta AI就跟他讲说我讲什么
[00:34:04] 可是Meta AI完全讲错
[00:34:06] 可是那个完全讲错的东西
[00:34:07] 竟然有一百战
[00:34:08] 我看到我当然不会想出来
[00:34:10] 去帮自己去做解释
[00:34:12] 其实根本就讲错
[00:34:14] 但你看西区很多人
[00:34:15] 在看这种garbage资讯
[00:34:16] 就是他以为AI很屌
[00:34:17] 但其实AI在为你吃大便
[00:34:19] 那你还吃得很高兴
[00:34:20] 所以有点像那个
[00:34:21] 单左华盛顿讲
[00:34:22] 就是说你看太多新闻的话
[00:34:23] 那你是misinformation
[00:34:25] 你没看的话
[00:34:26] 你是uninformed
[00:34:27] 反正总之两个
[00:34:28] 可能都不是一个太好选项
[00:34:29] 所以可规则性
[00:34:31] 然后跟这个业务能力
[00:34:33] 就会变得非常的重要
[00:34:33] 也就是我要可以知道说
[00:34:35] 你帮我做了这个东西
[00:34:36] 你是有去针对
[00:34:38] 我们的企业的使用去做Tele-made
[00:34:40] 那你是有去注意法尊的东西
[00:34:42] 你是有注意到说
[00:34:43] 一些侵权的东西是不能够犯的
[00:34:44] 你才可以获得我们的订单
[00:34:46] 也就是说一家公司的业务能力
[00:34:48] 跟商务能力
[00:34:49] 在后面的一段时间
[00:34:51] 我相信是会凌驾于
[00:34:53] 就是你如何的去跟大家
[00:34:55] pitch说你一个很屌的模型
[00:34:56] 其实这个你可以从
[00:34:58] 这几家顶尖AI模型
[00:34:59] 他们现在开始
[00:35:00] 也在hire一大堆FDE工程师
[00:35:02] 你就可见一斑
[00:35:03] 就会知道说
[00:35:04] 你去做通用的东西
[00:35:05] 已经是当然很酷
[00:35:07] 可是已经不是什么新鲜事了
[00:35:08] 现在你要去做Tele-made的东西
[00:35:10] 你必须要派人家进去
[00:35:11] 你要把这个生意谈下来
[00:35:12] 那个是很关键的
[00:35:13] 那个是很难的一个点
[00:35:15] 所以听完一个软体发布会
[00:35:17] 我觉得我最印象深刻的东西
[00:35:19] 反而不是说
[00:35:20] OK 现在AI到底有多屌
[00:35:22] 是你到底可不可以真的
[00:35:23] 下去企业帮他解决问题
[00:35:25] 因为我们都知道AI很屌
[00:35:26] 可是问题是AI会犯错
[00:35:27] AI会有幻觉
[00:35:29] 然后他会拿下错误的资讯
[00:35:30] 他可能会不小心去
[00:35:32] 偷了人家有版权的东西
[00:35:33] 你要怎么把这边限缩起来
[00:35:35] 是很重要的
[00:35:36] 所以最后面还是会怎么讲
[00:35:37] 就回到最初
[00:35:38] 像那时候SORA刚出的时候
[00:35:39] 我们不直接讲这件事情吗
[00:35:40] 你可以生一些图像跟影片
[00:35:44] 很屌 没错
[00:35:45] 可是问题是
[00:35:45] 你这都是随机的
[00:35:46] 我拿来当弹智很好笑
[00:35:48] 没错
[00:35:48] 可是当我今天企业要用这个
[00:35:49] 去做广告的时候
[00:35:50] 那就有很多的问题了
[00:35:52] 不然说一个角色
[00:35:53] 怎么样的去延续
[00:35:54] 然后再来就是
[00:35:55] 你会不会不小心
[00:35:55] 干到一些有版权的资料
[00:35:56] 或者说
[00:35:57] 我如果要去做后续的规划的话
[00:35:59] 我这个角色设计出来
[00:36:01] 我后续要去做一些沿用的话
[00:36:03] 你要我去整天在那边
[00:36:04] 在那边下的话
[00:36:05] 那个是不太可能的
[00:36:06] 就是要有人去做这件事情
[00:36:08] 所以后面开始会进入一个
[00:36:09] 我觉得比较精致化的AI时代
[00:36:11] 我过去是那种
[00:36:12] Fast Food量产
[00:36:13] 大量扑出去
[00:36:14] 然后后面就进入精致化
[00:36:15] 那精致化这边
[00:36:16] 可以产出一个很大的价值
[00:36:17] 大概是有这样的一些想法
[00:36:19] 所以业务跟商务能力
[00:36:20] 很重要
[00:36:20] 真的非常重要
[00:36:21] 那这边我们就来讲
[00:36:23] 一个固一部分
[00:36:23] 第一位
[00:36:24] 可爱又迷人的女朋友
[00:36:25] 帅气的爱大熊熊
[00:36:26] 我爱大梦工桑
[00:36:27] 从我男友生日留言
[00:36:28] 到我生日都快过了半年
[00:36:30] 还没有被选上
[00:36:30] 我男友自己的超级粉丝
[00:36:31] 连我都被你圈粉
[00:36:33] 然后自己打开Podcast收听
[00:36:34] 不过我跟直男们不一样的是
[00:36:36] 我喜欢你好爸爸的那一面
[00:36:38] 那最近因为男友工作的因素
[00:36:40] 需要远距离恋爱两个月
[00:36:42] 几个月
[00:36:42] 那可以请你用台积电
[00:36:43] 手机铃声的旋律
[00:36:45] 过后他是工程师
[00:36:46] 跟他说
[00:36:47] TSMC
[00:36:49] TSMC
[00:36:50] 比利时杨又宁加油
[00:36:52] 国外的一切都会越来越好
[00:36:54] 越来越顺利的
[00:36:55] 那希望我们都可以拥有
[00:36:56] 跟他一大一样投资的眼光
[00:36:57] 那最后祝我心中的好爸爸
[00:36:58] 来大生日快乐
[00:36:59] 可爱又迷人的女朋友敬上
[00:37:01] 非常感谢这个生日的祝福
[00:37:03] 下个月
[00:37:04] 下面一位
[00:37:05] 散户冲浪手
[00:37:07] 好像有点太舒适了
[00:37:08] 很久没来留言了
[00:37:09] 身为谷海中的奈命散户
[00:37:10] 在昨年前也享受过
[00:37:12] 融资杠杆的威力
[00:37:13] 但怎么来就怎么回去
[00:37:14] 所以在信用户到期
[00:37:15] 就没有继续用了
[00:37:16] 那目前都是买线或整张
[00:37:20] 每天打开APP又关掉
[00:37:23] 日复一日
[00:37:23] 未实现损益就一鸣大一寸
[00:37:25] 从年初的一个奈米户
[00:37:27] 变到三个奈米户
[00:37:28] 不杠杆也可以这么幸福吗
[00:37:29] 那谢谢梦工取嘎
[00:37:31] 持续的线上分享
[00:37:32] 各种大小事
[00:37:33] 感觉梦工的Squad
[00:37:35] 越来越壮大
[00:37:36] 希望有天线下的啤酒会
[00:37:37] 可以成真
[00:37:38] 那祝福梦工取嘎一家
[00:37:40] 幸福快乐
[00:37:40] 非常感谢这位兄弟
[00:37:41] 我现在感受跟他一样
[00:37:42] 我每天也是醒来
[00:37:43] 就一鸣大一寸
[00:37:44] 那重点是我连动都没有办法动
[00:37:46] 全部被关厕所
[00:37:47] 下面一位
[00:37:47] 五星推推
[00:37:50] 感谢梦工
[00:37:50] 让我的通勤时间
[00:37:51] 多了很多的乐趣
[00:37:52] 投资观念也增进了不少
[00:37:54] 我跟我哥都是你的粉丝
[00:37:55] 那请您祝综合
[00:37:56] Holiday
[00:37:57] 5月31号
[00:37:58] 生日快乐
[00:37:59] 股票绩效一直成长
[00:38:01] 家庭幸福美满
[00:38:02] 爱您也祝福梦工大家一家
[00:38:04] 幸福快乐
[00:38:04] 非常感谢
[00:38:05] 小米位
[00:38:05] 梦工取嘎带大家飞高高
[00:38:09] MK好
[00:38:10] 想问你平常说
[00:38:11] 从日本买卡牌
[00:38:12] 都是从什么网站买的
[00:38:13] 那以及是怎么样运送的
[00:38:15] 那另外
[00:38:16] 最近8291天天涨停
[00:38:17] 就有记者出来写故事了
[00:38:18] 但感觉都在瞎掰
[00:38:19] 大概就是MK以前说
[00:38:20] 记者出来写故事
[00:38:21] 切到什么题材
[00:38:22] 一样的概念
[00:38:23] 不知道MK会不会知道
[00:38:24] 什么故事
[00:38:25] 我不敢买
[00:38:25] 就单纯看戏而已
[00:38:27] 我的卡牌的话
[00:38:29] 我都是透过
[00:38:29] BuyE
[00:38:31] 就是一个
[00:38:32] B-U-Y-E
[00:38:33] 它是一个代购网站
[00:38:34] 然后它上面可以看到
[00:38:35] 不管是WiPi
[00:38:36] 或是什么
[00:38:37] Markery
[00:38:38] 然后跟
[00:38:38] 另外一个
[00:38:39] 忘记了
[00:38:40] 反正它有一个
[00:38:41] 专门的卡牌网站
[00:38:42] 好像是
[00:38:43] Magi
[00:38:44] Magi
[00:38:45] 你都可以透过BuyE
[00:38:46] 去做下单
[00:38:47] 然后再让它寄回来
[00:38:48] 但大家还是自己要小心
[00:38:49] 你要知道
[00:38:49] 上面有可能有些是诈骗
[00:38:51] 有些是假
[00:38:51] 大家要注意一下
[00:38:52] 然后再讲说
[00:38:53] 有什么故事
[00:38:54] 那些档比较没有听说到
[00:38:56] 反正对
[00:38:56] 没错
[00:38:57] 反正一个东西拉出去
[00:38:58] 就有记者帮他写故事
[00:38:59] 所以对
[00:38:59] 重点是
[00:39:00] 幽默拉出去
[00:39:01] 而不是
[00:39:01] 故事是说
[00:39:02] 有时候它一直在那边
[00:39:03] 但没有人要吵也没有用
[00:39:05] 下面一位
[00:39:05] Cream Pie King
[00:39:06] 我爱Karina
[00:39:07] 嗨老大
[00:39:08] 您去年11月
[00:39:09] 带诺阿区101观景台的时候
[00:39:11] 在一楼有遇到您
[00:39:12] 跟您合照
[00:39:12] 那时候的诺宝
[00:39:13] 感觉是个很害羞的小宝贝
[00:39:14] 现在诺宝还是很害羞吗
[00:39:16] 非常害羞
[00:39:17] 然后是一个
[00:39:17] 比较怕生的小孩
[00:39:18] 但是他在他的
[00:39:19] 最好的朋友
[00:39:20] Jalen的带领之下
[00:39:21] 然后现在已经是
[00:39:22] 有比较外向一点
[00:39:23] 所以身为胜负
[00:39:24] 非常的骄傲
[00:39:25] 下面一位
[00:39:25] 我伴侣是听你的广告
[00:39:27] 就可以睡着的了
[00:39:27] Mogochika
[00:39:28] 我爱你
[00:39:28] 预祝六月生日快乐
[00:39:30] 很开心从古老吉祝
[00:39:31] 就跟着猛工
[00:39:31] 也在三年前
[00:39:32] 得到你的古海明灯
[00:39:33] 之后买了台中的房子
[00:39:34] 可惜不能够当邻居
[00:39:36] 最近感叹
[00:39:36] 因为创业而让资金
[00:39:38] 无法投入股市
[00:39:39] 而且是去年创业
[00:39:40] 要怎么平衡心境呢
[00:39:41] 好多神人都赚烂
[00:39:42] 那另外
[00:39:43] 请问猛工纪律的调整
[00:39:45] 以往个人的设定
[00:39:46] 固定比例的损益就退场
[00:39:48] 但现在的情势
[00:39:49] 好像需要做调整
[00:39:50] 猛工有什么建议吗
[00:39:51] 祝猛工猛工爱的
[00:39:52] 且爱你的宝贝们
[00:39:54] 也都平安健康
[00:39:55] 顺心顺利
[00:39:56] 不要想太多
[00:39:58] 有些钱就丢出去就丢出去了
[00:40:00] 它会有另外一番的风景
[00:40:01] 不然我也会想
[00:40:02] 我钱为什么要去投一些小生意
[00:40:04] 为什么要开一个孝南
[00:40:06] 孝南其实目前走得非常好
[00:40:08] 但总之就是
[00:40:08] 你的生命中
[00:40:10] 不是只有在股票里面累积钱
[00:40:11] 还是要去做一些别的事情
[00:40:13] 我觉得这是很快乐的
[00:40:14] 然后再讲说
[00:40:15] 纪律方面
[00:40:16] 其实我不会去过度的强调纪律
[00:40:18] 这个长期的听众都知道
[00:40:20] 就像甚至我会讲说
[00:40:21] 有些停损点
[00:40:22] 我会故意设在
[00:40:23] 你们大家都会在月线停损
[00:40:25] 我就故意在月线下面一点点
[00:40:26] 因为有时候它洗下去之后
[00:40:27] 马上就拉起来了
[00:40:28] 所以对我来讲
[00:40:29] 这些东西本来就是应该要充满弹性的
[00:40:31] 特别是
[00:40:32] 觉得你说纪律停损
[00:40:34] 这个概念到底可不可以
[00:40:35] 可以
[00:40:35] 但是在应用方面
[00:40:36] 像你在台积电
[00:40:37] 然后你跟我讲说
[00:40:38] 你纪律停损五次
[00:40:39] 我真的会觉得你是白痴
[00:40:40] 你到底有没有搞股票
[00:40:41] 可是你今天去买一个那种小拐股
[00:40:44] 然后你跟我讲说
[00:40:44] 你纪律停损
[00:40:45] 我就说你本来就应该这样做
[00:40:46] 因为如果你被人家买掉怎么办
[00:40:48] 所以它就连在不同的标的上面
[00:40:50] 去做应用
[00:40:51] 想法也不一样
[00:40:52] 所以它本来就是要有弹性的
[00:40:53] 就你不要用一个很死板的角度
[00:40:55] 那怎么10%我就把它砍掉
[00:40:57] 这个一般不是太好的做法
[00:40:58] 下面一位
[00:40:59] 我老婆Molly都叫我Lara
[00:41:01] 感谢永康奇美PICU团队
[00:41:04] 嘿 bro
[00:41:05] 之前跟你分享小幼好转之后
[00:41:06] 又因为一颗小小的分石卡住小肠
[00:41:09] 那最近开了第三次刀
[00:41:11] 出生后直接住了Piku
[00:41:12] 将近了半年才出院
[00:41:14] 那目前已经出院五个月了
[00:41:16] 伸张曲线也从低于5%
[00:41:17] 低于3%到现在50%了
[00:41:19] 感谢梦工跟观音短的加持
[00:41:21] 小幼一切都往好的方向去发展中
[00:41:24] 5月31号是我生日
[00:41:25] 请你用喝完红酒茫茫的声音
[00:41:27] 那祝我5月31号生日快乐
[00:41:29] 小幼健康平安快乐长大
[00:41:31] 那再请您最甜的声音跟Molly说
[00:41:34] 老婆辛苦了
[00:41:35] 我会持续的当你的神队友
[00:41:37] 老婆爱你
[00:41:38] 那也祝梦工去给你一家
[00:41:39] 平安健康
[00:41:40] 绩效持续飞高高
[00:41:41] 请问这集emoji可以用一颗柚子吗
[00:41:43] 好大家一早看看
[00:41:43] 那听到这个小幼的故事就很开心
[00:41:46] 因为我们也算是跟着小幼的爸爸
[00:41:48] 从一开始遇到蛮多困难
[00:41:50] 然后到现在慢慢的好转
[00:41:51] 一切都是往更好的方向
[00:41:53] 像这种事情就是要多一点
[00:41:55] 我很喜欢那种新闻上
[00:41:56] 或甚至在我们QA里面
[00:41:57] 这种软心的故事
[00:41:58] 那我们希望小幼可以健康长大
[00:42:00] 小明卫
[00:42:00] 阿卡5566
[00:42:02] 阿卡56
[00:42:02] 梦工去感恩好久不见
[00:42:04] 好久没有留言了
[00:42:04] 最近亲人生病救急复发
[00:42:06] 真的感受到满满的无力感
[00:42:08] 虽然已经去附近的观音寺
[00:42:09] 发愿并捐赠
[00:42:10] 但最希望借助梦工的金口
[00:42:12] 以及背后的观音短
[00:42:13] 给予多一点的力量
[00:42:14] 希望可以保佑亲人的病情
[00:42:16] 可以好转并稳定控制
[00:42:20] 那希望你的亲戚可以身体健康
[00:42:22] 那请观音短去保佑一下
[00:42:24] 那下面一位跳跳奶油
[00:42:26] 日本人最早追的番是莫娜卤道
[00:42:29] 他讲的不是我讲的
[00:42:31] 梦工宝贝三个问题要请教
[00:42:33] 一红酒搞完了
[00:42:34] 要不要尝试探索威士忌
[00:42:36] 我们也没有想
[00:42:36] 因为我觉得威士忌太厉太强了
[00:42:38] 不一定
[00:42:38] 但不要把话说死
[00:42:39] 说不定后面有机会
[00:42:40] 但我其实不是一个非常爱喝酒的人
[00:42:43] 甚至之前是不怎么喝酒的人
[00:42:44] 我真的只是一个好奇心的驱使
[00:42:46] 二春田宣布要在工程县扩厂
[00:42:49] 华欣科跟光洁等台湾被动厂商
[00:42:51] 也在法说会表示会持续扩产
[00:42:53] 那被动族群的股价
[00:42:54] 怎么还是一直喷呢
[00:42:55] 是因为2027年底才会完工吗
[00:42:57] 应该这样讲
[00:42:59] 就是现在是在一个
[00:43:00] 从本来成本驱动涨价
[00:43:02] 到需求驱动涨价的一个转换阶段
[00:43:05] 所以他不会因为在初期的扩产
[00:43:08] 就立刻都崩掉
[00:43:09] 那个你还是要看那个线图
[00:43:10] 去做一个交叉比对
[00:43:12] 简单来讲就是说
[00:43:13] 市场上很多人都想要去找一个
[00:43:16] 像我之前有跟大家讲过说
[00:43:17] 有些东西开始出现大扩产的时候
[00:43:19] 你就要有警讯
[00:43:20] 像我最近就分享一个美光扩产的新闻
[00:43:23] 然后下面就有人讲说
[00:43:23] 梦工曾经讲过说扩产就要小心
[00:43:25] 但不是啊
[00:43:26] 这就是我们讲
[00:43:27] 为什么有时候在股票里面
[00:43:28] 还是会有一些鉴别度
[00:43:29] 因为这么简单吗
[00:43:29] 我告诉你一个
[00:43:30] 什么小密技
[00:43:32] 然后你就可以拿去赚钱的话
[00:43:33] 那每个人都发
[00:43:34] 那没有那么简单
[00:43:35] 因为你要看扩产是扩什么
[00:43:36] 像美光扩的那个
[00:43:38] 它是一个niche market
[00:43:39] 那一个很小的应用
[00:43:40] 它其实跟消费机
[00:43:41] 跟伺服器等级
[00:43:43] 那是没有关系的
[00:43:44] 但很多人看到扩产
[00:43:45] 就觉得说不行了
[00:43:46] 我怎么着
[00:43:46] 搞不好去放空
[00:43:47] 就给人家嘎到屎喷出来
[00:43:48] 所以扩产不代表
[00:43:50] 就是一定要死掉
[00:43:51] 甚至有时候
[00:43:52] 你要看到它扩产
[00:43:53] 就像像台湾的铝电容厂商
[00:43:55] 有几家扩产幅度超大
[00:43:57] 这个我觉得是赞的
[00:43:58] 为什么
[00:43:59] 因为后来缺货代表
[00:44:00] 你料最多
[00:44:01] 你最赚钱
[00:44:01] 所以那个是要看时间
[00:44:03] 如果你今天是一个
[00:44:04] 东西已经完全射出去
[00:44:05] 然后以及大家都知道说
[00:44:07] 被东西已经超缺
[00:44:07] 类似像像下记忆体
[00:44:08] 大家都知道说
[00:44:09] 干超缺
[00:44:10] 然后突然有厂商说
[00:44:11] 老子要大扩产
[00:44:12] 那边你就要小心
[00:44:13] 所以他也是要看时间点的
[00:44:15] 简单讲就是说
[00:44:15] 同样的一句话
[00:44:17] 在高档跟在低档讲
[00:44:18] 那个感受是不一样的
[00:44:19] 三
[00:44:20] 怎么看发哥
[00:44:21] 有可能跟TerraFab合作的消息
[00:44:23] 目前券商预估发哥的TP
[00:44:25] 都还没有把OpenAI
[00:44:26] 跟TerraFab的题材
[00:44:27] 算进去就5000了
[00:44:28] 那这些纳进去的话
[00:44:29] 不就碰到火星
[00:44:30] 以上感谢回复
[00:44:31] 群组的拆骨
[00:44:33] 持骨拆职业
[00:44:34] 真的是好好笑
[00:44:35] 又好好玩
[00:44:35] TerraFab合作的消息
[00:44:37] 我这边目前是没有听说到
[00:44:38] 太多的细节
[00:44:39] 那个好像是
[00:44:40] 那个什么Jeff Poo
[00:44:41] 然后还有谁
[00:44:41] 郭敏奇他们在写
[00:44:42] 我这边是还没有看到
[00:44:44] 那当然如果我后来
[00:44:45] 有收到什么情报
[00:44:46] 我知道的话
[00:44:47] 我再来跟大家做分享
[00:44:48] 然后再讲说这个
[00:44:50] 持股拆职业
[00:44:51] 就我之前跟大家分享的
[00:44:52] 其实我看你的持股
[00:44:53] 大概就知道
[00:44:53] 你是怎么样状态的人
[00:44:54] 这个已经跟那个占卜
[00:44:56] 有点像了
[00:44:56] 但是那不是玄学
[00:44:57] 就只是
[00:44:58] 我大概知道
[00:44:58] 什么样的人会买什么样的股票
[00:45:00] 那真的都看得出来
[00:45:00] 像我们身边有些那种超肥的
[00:45:02] 就整天买那种最拐的股票
[00:45:03] 你一看就知道说
[00:45:04] 这个超股宅
[00:45:05] 但他也很厉害
[00:45:06] 他也很会赚钱
[00:45:06] 我没有去分一个高下
[00:45:08] 只是我就大概知道
[00:45:09] 你是什么类型的人
[00:45:09] 那真的是有办法
[00:45:10] 然后我那时候就在
[00:45:11] Tagr群组
[00:45:12] 发现人家丢持股
[00:45:13] 我就可以去猜他们在干嘛
[00:45:14] 有一个说自己什么
[00:45:15] 上班族撬班出来
[00:45:16] 那个一看持股
[00:45:17] 那个不可能是上班族
[00:45:18] 那一定是那卡侯兰的
[00:45:19] 下面一位
[00:45:19] QQHQHHQHQJ
[00:45:23] QQJJ
[00:45:23] 孟公谢谢我也是
[00:45:25] 谢谢孟公
[00:45:25] 从去年开始收听你的节目
[00:45:27] 也像周围的朋友推荐
[00:45:27] 有些麻瓜朋友
[00:45:28] 喜欢当冲听爆牌
[00:45:30] 我也懒得在劝他们
[00:45:31] 那只想说
[00:45:32] 现在除了最新上的听完
[00:45:33] 也在补之前没有听的
[00:45:34] 孟公根本是救世主2.0
[00:45:36] 愿孟公全家平安喜乐
[00:45:38] 爱您
[00:45:38] 我爱您
[00:45:38] 下面一位万丹林佑佳
[00:45:40] 8299
[00:45:41] 1900就卖了的
[00:45:42] 我真是韭菜
[00:45:43] 蝉思孟公您好
[00:45:44] 六年前听节目
[00:45:45] 绝对想不到
[00:45:45] 现在是这么哲学的台吧
[00:45:47] 最近遇到几个新的失业机会
[00:45:49] 祈求观音大
[00:45:49] 可以赐我足够的智慧
[00:45:51] 判断筛选
[00:45:52] 也祈求高雄的阿信
[00:45:53] 面对接下来的工作
[00:45:54] 巨大转变
[00:45:55] 一切顺利
[00:45:56] 身心皆安好
[00:45:56] 我愿捐
[00:45:57] 四分之一的本心
[00:45:58] 持续半年
[00:45:59] 别祝孟公一家
[00:46:01] 健康平安诺雅
[00:46:02] 祈安快乐
[00:46:03] 长大
[00:46:04] 谢谢
[00:46:04] 我之前都是在讲说
[00:46:05] 很多那种荡森婴
[00:46:06] 在那边妈的许大院
[00:46:08] 然后很烂的一个季评
[00:46:10] 我觉得最近大家有点太大方
[00:46:12] 现在有点太大方
[00:46:13] 你们可以再收回去一点点
[00:46:14] 下面一位
[00:46:15] 我想要去掉金木�
[00:46:17] 我想问问题
[00:46:18] 现在来的从疫情开始听
[00:46:19] 节目面杠杆是1.2倍
[00:46:21] 九成台股
[00:46:22] 今年应该有解锁
[00:46:23] 一级玩家的成就
[00:46:24] 但没有什么人生目标
[00:46:25] 工作也没什么意思
[00:46:26] 还没有辞职
[00:46:27] 只是在堵主管想之前
[00:46:28] 我挂好但已经等四个月了
[00:46:30] 朋友建议我辞职去旅行之类的
[00:46:33] 想听主委的开示
[00:46:34] 白味呼吸中指
[00:46:36] 建议直上最顶的呼吸机
[00:46:38] 关于设备一律直上
[00:46:40] 设备这种事情就是
[00:46:41] 你不直上
[00:46:41] 你就会整天在想说
[00:46:43] 就像说你买一个次家的
[00:46:44] 或第三名的
[00:46:45] 你就会整天想说
[00:46:46] 如果那时候是买最好的
[00:46:47] 会怎么样
[00:46:47] 所以一律直上
[00:46:48] 然后再讲说
[00:46:49] 要去堵主管之前
[00:46:51] 就主管一直都不值钱
[00:46:52] 我觉得你就继续堵下去吧
[00:46:53] 搞不好后来是
[00:46:54] 你跟主管手牵手
[00:46:55] 跑去日本看樱花
[00:46:57] 下面一位正念小天使
[00:46:58] 日常小确信
[00:47:00] 孟公你啊
[00:47:00] 我男友是忠实的哀宝
[00:47:02] 我们常常听完你的podcast
[00:47:03] 之后互相讨论
[00:47:04] 收获都很多
[00:47:04] 听了最新一集
[00:47:05] 发现还大开始
[00:47:06] 会稀奇品味一些
[00:47:07] 日常非常小的事情
[00:47:07] 非常开心
[00:47:08] 其实这个就是正念
[00:47:09] 以前我也是靠着正念
[00:47:10] 度过了一段很辛苦的日子
[00:47:12] 正念对情绪跟心情
[00:47:13] 都非常有帮助
[00:47:14] 真的是很多的小确信
[00:47:15] 都藏在我们觉得
[00:47:16] 再平常不过的日常里
[00:47:18] 总之很替你开心
[00:47:19] 也希望之后
[00:47:20] 听到你更多日常小确信的分享
[00:47:21] 祝福你全家健康品
[00:47:23] 非常感谢这位妹妹
[00:47:24] 我想法跟她是一样的
[00:47:26] 就是这个东西
[00:47:27] 真的是改变生活非常多
[00:47:28] 以前想都没有想过
[00:47:29] 不知道
[00:47:29] 因为日常的很多快乐
[00:47:31] 在这种小事情里面
[00:47:32] 下面一位
[00:47:33] 被说很臭很难过
[00:47:37] 今天偶然听到
[00:47:38] 隔壁部门的人说
[00:47:39] 我是心急得臭臭泥
[00:47:41] 走路经过很臭
[00:47:42] 好难过
[00:47:42] 赶快去洗澡
[00:47:43] 赶快去擦体香膏
[00:47:45] 好不好
[00:47:45] 赶快去
[00:47:46] 不知道
[00:47:46] 就是可能
[00:47:47] 如果真的是有一些
[00:47:48] 汗线的问题
[00:47:48] 去做一些粗猫
[00:47:50] 去做一些雷射
[00:47:51] 那个都有帮助
[00:47:52] 下面一位
[00:47:52] CNC车神飞霸
[00:47:55] 挨大的拖鞋
[00:47:56] 是什么牌子
[00:47:57] 还有孟后老哥
[00:47:58] TESLA的好戏
[00:47:59] 还在后头
[00:47:59] 想听你进行
[00:48:00] 对Intel的看法
[00:48:01] 其实前面都讲过
[00:48:01] 我认为是CPU
[00:48:03] 5月24号
[00:48:04] 是我跟老婆佩宜
[00:48:05] 交往12周年
[00:48:06] 以及结婚2周年
[00:48:07] 虽然平时对小孩
[00:48:08] 以及家务事
[00:48:09] 我都只是当台币战士
[00:48:10] 但他对这个家
[00:48:11] 吴斯的付出
[00:48:12] 还是很有体感的
[00:48:13] 这次留言
[00:48:14] 想要借由孟公
[00:48:15] 闲师的嗓音
[00:48:16] 做老婆天天开心
[00:48:17] 身体健康
[00:48:18] 我跟小飞都爱你
[00:48:19] 更感谢主委
[00:48:19] 每周吴斯的分析
[00:48:21] support我能够
[00:48:22] 持续的疯狂输出新台币
[00:48:23] 愿您全家平安喜乐
[00:48:25] 爱您
[00:48:25] 下面一位
[00:48:26] 吴老板油漆涂装
[00:48:29] 太早起床怎么办
[00:48:31] 孟公安我是吴老板了
[00:48:32] 上次在生产店
[00:48:33] 遇到你们一家
[00:48:33] 是我今年最爽的事情
[00:48:35] Lisa很正
[00:48:35] 秋口很漂亮
[00:48:36] 孟公也有穿衣服
[00:48:37] 吊娘
[00:48:37] 创业一个多月了
[00:48:39] 最近遇到一个大问题
[00:48:40] 每天都会过早起床
[00:48:41] 4点多就自然醒
[00:48:42] 开始想工作的事情
[00:48:43] 感觉自律神经
[00:48:44] 比跳跳奶头还要跳
[00:48:45] 不知道您有没有相关的经验
[00:48:47] 和解决方法
[00:48:48] 爱您
[00:48:48] 这个是非常常见的事情
