[00:00:00] 欢迎收听古爱,我是孟公
[00:32:55] 想问一下
[00:32:55] 大家怎么样让资产突破
[00:32:57] 从百万累积到千万
[00:32:58] 资产的操作心法
[00:32:59] 像是ETF跟个股的比例之类的
[00:33:01] 或是手上的股票
[00:33:02] 最多不要超过激档
[00:33:03] 要买突破前高的强势股
[00:33:05] 还是要做底部起涨的波段
[00:33:07] 才有机会呢
[00:33:08] 然后左侧右侧
[00:33:08] 然后后面写一大堆问题
[00:33:09] 不是吧
[00:33:10] 你就是从以前听吧
[00:33:11] 就从以前听
[00:33:11] 这都是以前讲到烂掉的东西
[00:33:13] 我们就不要在那边
[00:33:14] 占大家时间
[00:33:15] 下面一位
[00:33:15] 台中乐比
[00:33:17] 来帮诺亚哥丹加歌
[00:33:18] 猛光安
[00:33:19] 让诺亚安哥听女团
[00:33:21] 就可以名正言顺的看舞台
[00:33:22] 你觉得如何
[00:33:23] 五月韩国女团大量回归
[00:33:26] 可以问lovegg
[00:33:27] 她很熟
[00:33:28] 我下个月要去收尔看
[00:33:29] Baby Monster
[00:33:30] 推荐给你
[00:33:31] 祝猛工全家
[00:33:32] 幸福平安快乐
[00:33:33] PS如果你被Lisa踢飞到墙上
[00:33:35] 我可以帮帮你挖出来
[00:33:36] 这其实是一个蛮好的主意
[00:33:38] 但我应该不会去做
[00:33:39] 这种计划通的事情
[00:33:40] 我真够说
[00:33:41] 可能有照一日
[00:33:41] 我儿子会喜欢一些
[00:33:43] 他就喜欢那个什么
[00:33:44] 猎魔女团
[00:33:45] 直下好像又突然不见了
[00:33:46] 过去不是有一段时间
[00:33:47] 大家都在听吗
[00:33:48] 如果他找我去看
[00:33:52] 我可能也蛮开心的
[00:33:53] 因为我觉得C位
[00:33:54] 那一个真的长得蛮漂亮的
[00:33:56] 有可能可以借由儿子
[00:33:57] 然后就说
[00:33:58] 我是陪儿子去看
[00:33:59] 但我自己应该是不会
[00:34:00] 有这样的规划
[00:34:01] 希望一位
[00:34:01] 大哥大姐让一让
[00:34:03] 祝最近获利创新高的阿狗
[00:34:05] 生日快乐
[00:34:06] 孟公取尬你好
[00:34:07] 阿狗是我从高中认识到
[00:34:09] 现在超过15年的好友
[00:34:10] 我们也都是孟公取尬的
[00:34:11] 忠实听众
[00:34:12] 和我不同
[00:34:13] 他是真的认真笔记
[00:34:14] 每次节目的内容
[00:34:15] 经过自己的思考研究
[00:34:17] 会应用在他操作里面
[00:34:19] 所以他每次听他分享
[00:34:19] 获利都会跟一直喊
[00:34:22] 请客啦
[00:34:22] 把其但也是真的为他开心
[00:34:25] 请帮用猛男的声音祝他
[00:34:26] 生日快乐
[00:34:27] 财运爱情事业都汪汪
[00:34:29] 谢谢你
[00:34:29] 这个阿狗该不会是我认识的阿狗吧
[00:34:31] 是住在林口然后在CSP上班的阿狗
[00:34:34] 如果是的话
[00:34:35] 这个阿狗很屌
[00:34:36] 我刚刚认识就是因为
[00:34:38] 我去林口的狗公园遛狗的时候
[00:34:40] 我想说
[00:34:40] 怎么可能有人跟我一样
[00:34:42] 时间这么弹性
[00:34:43] 整天都在外面遛狗
[00:34:44] 真的那时候他每天
[00:34:45] 白天下午什么
[00:34:46] 每天都看到他
[00:34:47] 然后他就站在那边
[00:34:47] 然后就跟我一样
[00:34:48] 我就站在另外一个角落
[00:34:49] 他就站在另外一个角落
[00:34:50] 然后后来我就去找他搭话
[00:34:51] 然后还知道说
[00:34:52] 他也是我们地方听众
[00:34:53] 然后后来我们就变朋友
[00:34:54] 会去打电动
[00:34:55] 他也是我们林口的阿狗
[00:34:56] 我不知道是不是阿狗
[00:34:57] 如果是的话
[00:34:57] 那真的世界还蛮小的
[00:34:59] 反正总之
[00:34:59] 我们祝阿狗可以生日快乐
[00:35:03] 平安快乐
[00:35:04] 下面一位
[00:35:04] 这期节目就拜拜
[00:35:05] 古爱认真的边缘人
[00:35:07] 五星凤上
[00:35:07] 留言测试
[00:35:08] XXX
[00:35:08] MK你还会喝啤酒吗
[00:35:10] 记得您曾经在IG story
[00:35:12] 放了一瓶惠比兽
[00:35:13] 我就一直觉得
[00:35:14] 您喜欢喝惠比兽
[00:35:15] 话说我边缘人股票
[00:35:17] 元泰还抱着的话
[00:35:18] 这几天涨都还没有涨回
[00:35:20] 我的成本价
[00:35:21] 但我当时卖元泰买了群联
[00:35:23] 我想停损
[00:35:24] 也是一件在股票市场里面
[00:35:26] 需要学习的事情吧
[00:35:27] 严华的话还抱着
[00:35:28] 希望好公司会有好结果
[00:35:30] 所以这就是那一位
[00:35:31] 被我认证是边缘人的听众
[00:35:32] 对
[00:35:33] 你看他的说法
[00:35:34] 还蛮有趣的
[00:35:35] 他把元泰卖掉
[00:35:36] 然后换群联
[00:35:37] 然后吊喷
[00:35:38] 如果说没有卖的话
[00:35:39] 可能到现在都还没有回本
[00:35:40] 没错
[00:35:41] 所以其实尽量去忽略一些
[00:35:43] 沉默成本
[00:35:44] 不要说什么
[00:35:44] 我曾经买100块
[00:35:45] 然后现在50块
[00:35:46] 我要等到回100块再卖
[00:35:47] 这个心态是错的
[00:35:48] 就你不要看过去
[00:35:50] 你要看说
[00:35:50] 从现在我去哪个地方
[00:35:52] 最快可以再让我翻倍
[00:35:54] 而不是说什么
[00:35:55] 我在这个地方怎么样待
[00:35:56] 可以待到
[00:35:57] 回去白的地方
[00:35:58] 这其实超级重要的一个观念
[00:35:59] 所以这个是大家都要谨记的
[00:36:01] 希望兄弟后面顺利
[00:36:03] 然后再讲说
[00:36:04] 会不会去喝啤酒
[00:36:05] 一般来讲是这样
[00:36:06] 当我今天在
[00:36:07] 钻研某一个领域的时候
[00:36:08] 我就会去往那边打好打满
[00:36:09] 所以像前阵子清酒
[00:36:11] 就整天喝清酒
[00:36:11] 然后现在就整天喝红酒
[00:36:12] 所以又不会喝啤酒
[00:36:13] 我老婆已经跟我大胆预言说
[00:36:15] 三个月后
[00:36:16] 我大概就不会再喝红酒
[00:36:17] 不知道
[00:36:17] 所以我们再观察看看
[00:36:19] 会比说是一个很好喝啤酒
[00:36:20] 没错
[00:36:20] 我很喜欢
[00:36:21] 下面一位
[00:36:21] AMYGM307
[00:36:25] 买菜煮饭
[00:36:27] 洗碗一条龙的
[00:36:28] SSX
[00:36:29] 梦公
[00:36:30] 您好
[00:36:30] 我是疫情前的老听众
[00:36:32] 中间断追
[00:36:33] 因为男友是您的忠实大粉丝
[00:36:35] 又被带回来这里
[00:36:36] 刚回来时
[00:36:36] 不懂留言区
[00:36:37] 怎么会变成生日祝福大会
[00:36:39] 听久才觉得平安健康
[00:36:40] 生日快乐
[00:36:41] 这种小愿望最珍贵
[00:36:42] 那可以请梦公
[00:36:43] 别模仿川普跟猛男
[00:36:45] 就用本人最性感的声音
[00:36:46] 祝命
[00:36:47] 5月16号
[00:36:48] 生日快乐吗
[00:36:48] 那可以问巧虎
[00:36:50] 问直男男友
[00:36:51] 要不要结婚
[00:36:51] 他回可以
[00:36:52] 那这个可以是什么意思
[00:36:54] 那祝梦公全家
[00:36:56] 平安喜乐爱您
[00:36:57] 其实这个男友
[00:36:59] 就跟我是同一个类型的
[00:37:00] 就如果我老婆在
[00:37:01] 我们还没有结婚之前
[00:37:02] 问我说要不要结婚
[00:37:03] 我会不会跟他说
[00:37:03] 可以啊
[00:37:04] 来规划一下
[00:37:05] 看是什么时间
[00:37:05] 就是没有那一种
[00:37:06] 我不知道
[00:37:07] 就你们想象了
[00:37:08] 是不是有一个男生
[00:37:09] 然后你问他说
[00:37:09] 要不要结婚
[00:37:10] 然后他就会故意不跟你讲话
[00:37:11] 然后接着他就给你一个
[00:37:12] 超大的惊喜
[00:37:13] 带你到什么美丽华摩天轮
[00:37:15] 然后可能背后拉出一个花
[00:37:17] 然后还会放个烟火之类
[00:37:18] 然后跪下跟你求婚
[00:37:19] 我跟你讲
[00:37:19] 这种的话
[00:37:20] 你不要找直男
[00:37:21] 不要找宅男
[00:37:21] 也不要找什么科技业新规
[00:37:23] 或什么
[00:37:23] 因为我们都不会做这种事情
[00:37:24] 这种你要去找8加9
[00:37:25] 我其实跟大家推荐
[00:37:27] 8加9男生
[00:37:28] 就虽然可能
[00:37:28] 当然他们有这个
[00:37:30] 比较不好的一面
[00:37:31] 狼络回头什么
[00:37:32] 有的没有小
[00:37:32] 但是8加9是我看过
[00:37:34] 台湾男性
[00:37:35] 这也是为什么
[00:37:36] 他们可能生育率偏高的
[00:37:37] 一个主因
[00:37:37] 他们是极少数
[00:37:39] 还有在准备惊喜的
[00:37:40] 他们会开着
[00:37:41] 可能那种外汇C300
[00:37:42] 之类的
[00:37:43] 然后那个后车枪打开来
[00:37:44] 里面会有一些
[00:37:45] 什么花束跟气球飞起
[00:37:46] 还有一些绑带
[00:37:47] 即便可能
[00:37:48] 像之前有一个求婚到一半
[00:37:50] 就警察经过
[00:37:51] 然后领检查发现说
[00:37:52] 干哪里面有KEM
[00:37:53] 但至少8加9
[00:37:54] 在惊喜的准备上
[00:37:55] 这个是很多台南都跟不上的
[00:37:57] 台南最会准备惊喜的
[00:37:59] 那一群人应该就是8加9
[00:38:01] 其他我觉得
[00:38:02] 因为就是说
[00:38:03] 你的时间花在哪
[00:38:04] 你的成就在哪
[00:38:05] 时间也是有限的
[00:38:07] 都在忙着赚钱
[00:38:08] 都在忙着工作
[00:38:08] 都在忙着打手游
[00:38:10] 他可能就没有空
[00:38:10] 去搞一些有的没有的事情
[00:38:12] 所以他是一个取舍
[00:38:14] 我觉得
[00:38:15] 当然这不是一个
[00:38:16] 帮自己开脱的好事
[00:38:17] 我还是会鼓励
[00:38:17] 就是各位男生
[00:38:18] 要给老婆惊喜
[00:38:19] 像我跟大家分享我的求婚
[00:38:20] 我就说
[00:38:20] 我做得很烂
[00:38:21] 希望大家不要跟我一样烂
[00:38:23] 是这样子
[00:38:23] 只是大概跟大家说明一下
[00:38:25] 直男的逻辑
[00:38:26] 大概长得怎样
[00:38:27] 如果说你真的要有一个
[00:38:28] 很棒的求婚体验的话
[00:38:30] 真的找8加9
[00:38:30] 8加9一定会给你
[00:38:31] 很棒的一个体验
[00:38:32] 那也希望你们可以
[00:38:34] 早日快乐结婚
[00:38:36] 可以
[00:38:37] 就是什么
[00:38:38] 即将话
[00:38:39] 白头偕老
[00:38:40] 下面一位
[00:38:41] 不摆的小白
[00:38:43] 性感梦公寿的老公
[00:38:44] 留言测试
[00:38:45] 周董的歌
[00:38:46] 请老公看一下
[00:38:46] 说补上为什么
[00:38:47] 我扁得很主动
[00:38:49] 我爱上一个人
[00:38:51] 什么都会
[00:38:51] 值得去做
[00:38:52] 干涉以前
[00:38:53] 吵爱河边的风
[00:38:54] 在吹着头发
[00:38:56] 飘动
[00:38:56] 就像简单爱
[00:38:58] 古爱的优质好节目
[00:38:59] 因为凭证英雄的
[00:39:01] 罗吉魔法师
[00:39:02] 家人们
[00:39:02] 结识了
[00:39:03] 猛公老公
[00:39:04] 那请老公
[00:39:05] 用猛男的声音
[00:39:06] 带惊喜感
[00:39:06] 那祝福
[00:39:07] 罗吉魔法师的家人们
[00:39:09] 5月17号
[00:39:10] 生日快乐
[00:39:11] 我一定好
[00:39:12] 饭店要庆生
[00:39:13] 谢谢孟公
[00:39:13] 老公爱你
[00:39:14] 爱你
[00:39:14] 下面一位
[00:39:14] 谭恳奇发疯啦
[00:39:16] 严厉斥责
[00:39:17] 猛公其帽
[00:39:17] 用川普的声音说
[00:39:18] I like China
[00:39:20] Yeah
[00:39:21] 那这里的3K
[00:39:22] 真好玩
[00:39:22] 下面一位
[00:39:23] Bonnie Pitt
[00:39:24] 你的好邻居
[00:39:25] 猛公其嘎
[00:39:25] 你好
[00:39:25] 我的生活圈
[00:39:26] 跟你几乎重叠
[00:39:27] 超常遇到
[00:39:28] 你和你的家人
[00:39:28] 很常早上
[00:39:29] 带狗狗散步
[00:39:30] 都会看到
[00:39:31] 你老婆带着
[00:39:31] 小儿子散步
[00:39:32] 但都没有你
[00:39:33] 想说
[00:39:33] 你是不是去打网球
[00:39:34] 那这次留言
[00:39:35] 也没有要说什么
[00:39:36] 只是觉得
[00:39:36] 为什么你业配
[00:39:37] 情趣用品
[00:39:37] 感觉特别有灵魂
[00:39:38] 那代表你特别喜欢
[00:39:40] 对
[00:39:41] 就是我们的大楼里面
[00:39:42] 好像有蛮多是
[00:39:43] 自己的地方听众
[00:39:45] 对
[00:39:46] 有时候生活习惯
[00:39:47] 就会被掌握
[00:39:47] 不然说被发现说
[00:39:48] 早上都会
[00:39:49] 没有扮演好父亲的角色
[00:39:51] 都不见
[00:39:51] 因为就要在家看股票
[00:39:52] 工作是要搞股票
[00:39:54] 所以早上开盘时间
[00:39:55] 就会乖乖待在家里
[00:39:56] 大概这样
[00:39:57] 下面一位
[00:39:57] Nata Z
[00:39:58] 原来年轻人
[00:39:59] 还会喝葡萄酒
[00:40:00] 五星吹捧
[00:40:01] 从2020追到现在
[00:40:02] 比起天海大讲投资
[00:40:03] 我更兴奋
[00:40:03] 听到你讲Burgundy
[00:40:04] 跟五大酒庄
[00:40:05] 身为专业的进口酒商
[00:40:07] 听到你开始
[00:40:07] 搜集葡萄酒
[00:40:08] 我手里的开瓶器
[00:40:09] 都快按耐不住了
[00:40:10] 只要艾大需要进口商
[00:40:12] 老听众随时可以
[00:40:13] 带命帮你配置酒精资产
[00:40:15] 酒菜可以不当
[00:40:16] 但好酒不能不喝
[00:40:18] Lisa万岁
[00:40:19] 艾大球翻牌
[00:40:20] 摆普罗酒夜
[00:40:21] 待醉酒的小职员
[00:40:22] 非常感谢这位听众
[00:40:23] 其实在我跟大家分享之后
[00:40:25] 就有蛮多各路的酒商
[00:40:27] 或这些快乐好朋友
[00:40:28] 要来协助我
[00:40:29] 其实我们也就是找
[00:40:30] 我们林口在地的
[00:40:30] 一个叫做酒酒专饭所的
[00:40:32] 他们其实是做
[00:40:33] 威士忌生意的
[00:40:34] 后来就是因为
[00:40:34] 我注意到他们有卖一些清酒
[00:40:36] 所以那时候清酒
[00:40:37] 就是整天去找他买
[00:40:38] 后来我就问他说
[00:40:39] 你有没有可能帮我叫红酒
[00:40:40] 接着我就整天开一堆菜单给他
[00:40:42] 他都会帮我把东西找回来
[00:40:44] 非常屌非常厉害
[00:40:44] 而且还会持续的去开发
[00:40:46] 新的方式去帮我拿到
[00:40:48] 可能更加便宜的货源
[00:40:49] 或什么的
[00:40:50] 然后跟一些专业代理
[00:40:51] 或是专业进口比起来
[00:40:52] 他们真的是非常非常的厉害
[00:40:54] 所以我后来就找他
[00:40:55] 当然如果各位听众
[00:40:56] 因为我老婆说
[00:40:57] 我三个月内会退坑
[00:40:58] 我不晓得
[00:40:59] 但如果说我没有退坑的话
[00:41:00] 当然多多益善
[00:41:01] 大家要帮我推东西
[00:41:02] 要帮我找东西
[00:41:03] 我都非常的感恩
[00:41:03] 像最近的话
[00:41:04] 就是乐花的代理
[00:41:05] 就问我说
[00:41:06] 你要不要来参加我们的品酒会
[00:41:08] 我应该有机会去报名试看看
[00:41:10] 我也觉得蛮有意思
[00:41:11] 因为我以前都不知道说
[00:41:12] 原来乐花在台湾的代理
[00:41:13] 所以我买的都是从什么日本
[00:41:14] 或是从哪里去搞来这样
[00:41:16] 然后他发现说
[00:41:16] 品酒会这种东西也蛮不错的
[00:41:18] 为什么
[00:41:18] 因为就在说
[00:41:19] 像你要我去买那种Grand Crew
[00:41:21] 然后超贵的
[00:41:21] 我可以接受
[00:41:22] 因为我知道说Grand Crew
[00:41:23] 就是你的整个
[00:41:24] 那个Portfolio里面最顶的
[00:41:25] 所以我花最顶的钱
[00:41:27] 去买最顶的东西
[00:41:27] OK
[00:41:28] 可是你要花
[00:41:29] 可能那十二十万
[00:41:30] 然后去买一个村庄级的
[00:41:32] 或者说
[00:41:33] 什么一级元的
[00:41:35] 我心里过不去
[00:41:36] 但是看到这种品酒
[00:41:37] 会可以一次喝到这么多
[00:41:39] 然后只要付一点钱
[00:41:40] 这个我就超级喜欢
[00:41:41] 所以或许会想试看看
[00:41:43] 对
[00:41:43] 我觉得就是目前品酒
[00:41:44] 这件事情对我来讲
[00:41:45] 是还蛮好玩的一个体验
[00:41:47] 但我真的是有可能
[00:41:49] 就是在不知道
[00:41:49] 就一两个月之后
[00:41:50] 就全部都走完一轮之后
[00:41:51] 我就隐退之类
[00:41:52] 这是有机会的
[00:41:53] 但目前是觉得
[00:41:54] 真的是还蛮有趣
[00:41:55] 蛮好玩的东西
[00:41:56] 那下面一位
[00:41:57] 以前不常吃虾
[00:41:58] 天天吃
[00:41:59] 旧朋友还是害朋友
[00:42:00] MK大好
[00:42:01] 我朋友这段时间
[00:42:02] 当冲不管做多做空
[00:42:04] 都是赔钱
[00:42:05] 威力超猛
[00:42:05] 那今天来跟我们借钱
[00:42:07] 才得知
[00:42:07] 他已经赔了上百万
[00:42:08] 把新房的头款都赔掉了
[00:42:10] 那现在他为了不被老婆发现
[00:42:12] 要到处借钱去补这个大洞
[00:42:13] 但同时间又继续陷入
[00:42:15] 当冲下一把
[00:42:16] 要赢回来的死亡循环
[00:42:17] 那苦劝朋友
[00:42:18] 他已经深陷进去了
[00:42:19] 但看着他老婆po文
[00:42:21] 说期待人生的第一间房
[00:42:22] 觉得替他难过
[00:42:23] 很想要跟他老婆讲
[00:42:25] 早点阻止
[00:42:26] 不要让这个事情
[00:42:26] 越来越严重
[00:42:27] 但讲了感觉
[00:42:28] 会失去这位好朋友
[00:42:29] 但不讲
[00:42:30] 又感觉过一段时间
[00:42:31] 会上社会新闻
[00:42:32] 那请问老大
[00:42:33] 您会怎么建议
[00:42:34] 这个超难
[00:42:36] 这个超难
[00:42:37] 其实我真的非常讨厌
[00:42:38] 烂毒鬼
[00:42:39] 因为像以前盘不好的时候
[00:42:41] 真的会有听众
[00:42:42] 跑来跟我借钱
[00:42:42] 我觉得超屌的
[00:42:43] 就是
[00:42:44] 你是觉得妈
[00:42:45] 我是开慈善机构
[00:42:47] 是不是
[00:42:47] 然后再来就是
[00:42:48] 你这么烂
[00:42:48] 你怎么觉得
[00:42:49] 我会借你钱
[00:42:50] 大家借钱一定是
[00:42:51] 就像银行一定是
[00:42:52] 他妈的雨天收散的
[00:42:54] 我知道你要嘎不过去
[00:42:55] 我还给你更多钱
[00:42:56] 然后赔死
[00:42:57] 我怎么可能这样做
[00:42:57] 所以除非我很好的朋友
[00:42:59] 不然我不可能
[00:43:00] 就是我知道说
[00:43:01] 你妈大落赛
[00:43:02] 然后我还要去帮你
[00:43:03] 所以你各位
[00:43:04] 也是要一样的想法
[00:43:05] 就是你知道
[00:43:05] 这个人的trade record
[00:43:06] 就是跟大便一样
[00:43:07] 你怎么还会借他钱
[00:43:08] 然后再来是
[00:43:08] 这是一个
[00:43:09] 怎么讲
[00:43:10] 就是说
[00:43:10] 要借钱有太多管道的社会了
[00:43:13] 现在有这么多管道
[00:43:14] 可以借钱
[00:43:15] 所以如果说一个人
[00:43:16] 他必须要跑来
[00:43:17] 跟你借钱的话
[00:43:18] 代表他的整个信用的评价
[00:43:20] 跟状态
[00:43:21] 一定是其差无比
[00:43:22] 他才需要走到这一步
[00:43:23] 那一样
[00:43:24] 江湖还是会救急
[00:43:26] 如果说一些好朋友
[00:43:27] 要来跟你急用的话
[00:43:28] 还是会借
[00:43:29] 只是绝要多数的情况之下
[00:43:31] 特别是我已经借过太多次
[00:43:32] 然后钱都不会回来
[00:43:33] 你也知道说
[00:43:33] 你钱借出去
[00:43:34] 很好笑
[00:43:34] 你借他钱
[00:43:35] 你是他的trade
[00:43:36] 你借他之后
[00:43:37] 他变成是你的trade
[00:43:38] 你要跟他求
[00:43:39] 他不一定会还你
[00:43:40] 或什么的
[00:43:41] 所以这是一个很难的事情
[00:43:43] 我之前跟大家讲这个
[00:43:43] 然后后来有人帮我分享出去
[00:43:45] 然后就下面有人讲说
[00:43:46] 他一定没有借过人家钱
[00:43:47] 他就不要哪一天需要别人
[00:43:49] 我想说我们这些fuckingloser
[00:43:50] 你们根本不知道
[00:43:51] 你们在讲什么
[00:43:51] 这个世界上就是有很多
[00:43:53] 不知道自己在干嘛的人
[00:43:54] 然后整天他妈在网络上
[00:43:55] 畅所欲言
[00:43:57] 但我用我自己的今天跟大家分享
[00:43:58] 因为真的是遇过太多次了
[00:44:00] 我还是觉得
[00:44:00] 朋友之间
[00:44:02] 特别是当一个人来跟你借钱
[00:44:03] 但还是要强调
[00:44:04] 如果是很好的朋友
[00:44:05] 我会觉得你就是要帮他一把
[00:44:07] 但你已经知道他在做这种
[00:44:09] 沉沦的事情
[00:44:10] 是我的话
[00:44:11] 我不可能再借你钱
[00:44:12] 然后让你再继续赔下去
[00:44:13] 我妈我帮你创个业也好
[00:44:15] 你要不要看你去卖个什么东西
[00:44:17] 我投资我让你去做
[00:44:18] 我用别的方式帮你拉出来
[00:44:20] 因为不会的就是不会
[00:44:21] 你再给他多余钱
[00:44:22] 他还是不会
[00:44:23] 不要去相信这种用out的
[00:44:24] 你可能偶尔会在网上
[00:44:26] 看到一些声称自己
[00:44:28] 什么曾经破产过
[00:44:29] 然后之后面赚回来的
[00:44:30] 那个叫做凤毛麟角
[00:44:31] 那个可能不知道
[00:44:32] 比可以钻进去受精卵的精虫
[00:44:35] 还要来得少
[00:44:36] 所以就尽量不要去做这种事情
[00:44:38] 因为你也帮不了他
[00:44:40] 你钱给他
[00:44:40] 他还是在把他赔掉
[00:44:41] 然后接着你们也当不成朋友
[00:44:42] 就很麻烦
[00:44:43] 但是你今天跑去当料杯啊的话
[00:44:44] 感觉你也是当不成朋友
[00:44:46] 我觉得最好的方式就是
[00:44:47] 赶快把他拉出来
[00:44:48] 看我们有办法
[00:44:48] 就不要让他再继续堵下去了
[00:44:50] 他就是这种堵狗心态
[00:44:51] 想要把他拔回来
[00:44:52] 这种一般就是只会再更惨
[00:44:53] 下面一位
[00:44:54] Kuroto TW
[00:44:55] FT想要找到好工作
[00:44:57] 祝福梦工事事顺心
[00:44:58] 希望梦工大大用自己的声音
[00:45:00] 祝福FT找到理想的工作
[00:45:01] 面对之前的工作职场霸凌
[00:45:03] 实在是身心俱疲
[00:45:04] 下定决心要离开之后
[00:45:06] 有一种松一口气的感觉
[00:45:07] 但也在下班的路上
[00:45:09] 暴哭了好多次
[00:45:10] 那还要面对寻找下一次
[00:45:12] 工作的未知数迷惘
[00:45:13] 我也没有我自己想象的强大
[00:45:16] 还有家人目前都支持我
[00:45:17] 那谢谢每周的梦工陪伴
[00:45:20] 好那我们先祝FT
[00:45:21] 可以顺利的找到工作
[00:45:23] 那我必须告诉你
[00:45:24] 就是以这个稍微过来人的经验
[00:45:27] 虽然我吃头路的经验
[00:45:28] 也没有到很长
[00:45:29] 但是我也遇到跟你一样的事情过
[00:45:31] 也有迷惘过
[00:45:32] 我真的说人生后面
[00:45:33] 有更多更坎的事情等着你
[00:45:35] 因为换工作所带来的忧郁跟惆怅
[00:45:38] 在人生的一个痛苦的排行
[00:45:40] 我认为一定是排在超级后面
[00:45:42] 我一定是超级后面
[00:45:43] 后面有更多更痛苦的事情
[00:45:44] 虽然你知道
[00:45:46] 我老婆很常说
[00:45:46] 我不会安慰别人
[00:45:47] 对啊就是
[00:45:47] 你现在就需要一个安慰
[00:45:49] 然后我再跟你讲说
[00:45:50] 最惨的在后面
[00:45:51] 但对
[00:45:52] 臭直男就长这样
[00:45:54] 所以我就说
[00:45:54] 你们一定要驾8加9
[00:45:56] 驾8加9
[00:45:57] 它会给你满满的情绪价值
[00:45:59] 它会勾着你拍照上传
[00:46:00] 用那种蛇精滤镜说
[00:46:02] 你就是我的妹
[00:46:03] 照顾你一辈子
[00:46:04] 挺你到底
[00:46:04] 你老板是哪一个
[00:46:05] 干就要出来输赢
[00:46:06] 开车过去C300
[00:46:08] 然后什么棒球根抽出来之类的
[00:46:09] 不然我这集一直在讲89
[00:46:11] 但我真的觉得89
[00:46:11] 他们有一些人格特质
[00:46:12] 扣掉那种成兄斗痕
[00:46:14] 或什么有的没有的
[00:46:14] 他们是一群蛮踏实的人
[00:46:16] 这为什么他们那个
[00:46:17] 交配机会是比较高一点
[00:46:18] 我已经不知道在讲什么
[00:46:19] 反正总之
[00:46:19] 希望你可以找到
[00:46:21] 这个理想的工作
[00:46:22] 那其实有家人相挺
[00:46:23] 是非常好的
[00:46:24] 我真的觉得在这种时间点
[00:46:25] 有家人可以站在你的背后
[00:46:27] 然后告诉你说
[00:46:28] 没关系
[00:46:28] 回家爸爸就会有东西给你吃
[00:46:30] 就像我
[00:46:30] 我爸妈也跟我讲这个
[00:46:31] 以前都会说
[00:46:32] 你不管是什么失业
[00:46:34] 或是什么出事情
[00:46:35] 还是有一天股票赔食
[00:46:36] 没关系你回家
[00:46:37] 至少家里会有饭吃
[00:46:38] 要借钱给你没门
[00:46:39] 但是家里会有饭吃
[00:46:41] 光这样子
[00:46:42] 就是一种安定计
[00:46:43] 所以希望你可以平安顺利
[00:46:45] 像一位TK Lee
[00:46:47] 孟公安
[00:46:47] 当AI生产力泛滥
[00:46:49] 到处都是AI生产的垃圾纹
[00:46:50] 也许这个时候
[00:46:51] 品味的重要性
[00:46:52] 就会被杠杆放大
[00:46:53] 就像是以前的支布机时代
[00:46:54] 强调的是
[00:46:55] 个人差异化的织法
[00:46:56] 服装设计师
[00:46:57] 因为产量的问题
[00:46:58] 跨入门槛高
[00:46:59] 而当生产力解放之后
[00:47:00] 个人的设计工作室
[00:47:01] 跟差异化的美学设计
[00:47:03] 发生质变
[00:47:04] 记者看起来会被AI取代
[00:47:05] 不过取代的
[00:47:06] 应该是撰写文字的
[00:47:07] 重复性工作
[00:47:08] 能否追到对的人
[00:47:11] 问到对的问题
[00:47:12] 这个需求永远都不会消失
[00:47:13] 想法有点发散
[00:47:14] 不过总的来说
[00:47:15] 受到梦工的启发
[00:47:16] 赞同科技的进步
[00:47:18] 只会带来更高质量的工作机会
[00:47:19] 大家一起听鼓
[00:47:20] 一起变成更有品味的人
[00:47:21] 我完全认同这句话
[00:47:22] 就有点类似
[00:47:23] Jensen的说法
[00:47:24] 他就是说
[00:47:25] 你其实去解决的是coding
[00:47:27] 你并不是解决
[00:47:30] 你还是必须要去开发出一个好的产品
[00:47:32] 那才是重点
[00:47:33] 只是你让这个过程变得更轻松了
[00:47:35] 所以一样
[00:47:36] 就是工业化并没有去抹除掉
[00:47:38] 什么人类对于
[00:47:39] 织品衣服的一个需求
[00:47:40] 它只是就加速了
[00:47:41] 那会产生一些质变
[00:47:43] 会让里面的资源的分配
[00:47:45] 会开始产生一些变化
[00:47:47] 可能说
[00:47:47] 就是很多东西都可以交给机械了
[00:47:49] 所以设计就变重要了
[00:47:50] 或什么的
[00:47:51] 但当然一段时间之后
[00:47:52] 又会产生一些新的变化
[00:47:53] 就类似说
[00:47:54] 像那些快时尚的出来
[00:47:55] 又产生新的一些变局
[00:47:57] 但总而言之
[00:47:58] 就是我觉得科技的进步
[00:47:59] 看法跟你一样
[00:48:00] 它是让生产力去做耀生
[00:48:02] 但是怎么样去做出一个好的产品
[00:48:05] 怎么样去解决人的问题
[00:48:06] 怎么样去满足人的需求
[00:48:09] 这个是不会改变的
[00:48:10] 所以现在有很多AI的工具
[00:48:12] 没错
[00:48:12] 那就像我们最常问大家的一个问题
[00:48:14] 所以你的产品到底在哪
[00:48:16] 你的shipment到底在哪里
[00:48:18] 每个人都说自己有传说厨具
[00:48:19] 到底传说料理在哪里
[00:48:21] 这个就还蛮有意思的
[00:48:22] 大家都会注意到
[00:48:23] 其实并没有所谓的传说料理
[00:48:25] 大量的被端出来
[00:48:26] 因为会解决事情的终究还是那一部分的少数人
[00:48:30] 会有一些洗牌或什么的
[00:48:31] 但大家其实要努力的是
[00:48:33] 如何去解决大家的问题
