[00:00:00] 欢迎收听古埃,我是孟公
[00:34:38] 就是这个载物你要去观察他什么东西
[00:34:40] 如果这个8万块是完全的在乱花的话
[00:34:43] 我觉得我还是会稍微的跟他讲一些东西
[00:34:45] 可是我会去接受说
[00:34:47] 他可能会有引爆的可能性
[00:34:48] 我也很密集的看扯
[00:34:50] 然后他真的被引爆的时候
[00:34:51] 我会第一时间出手去救他
[00:34:52] 然后我会训练我自己
[00:34:53] 不要去告诉他说
[00:34:54] I told you so
[00:34:55] 可是我也会确保他一定要知道说
[00:34:57] 你看你这是爆掉了
[00:34:59] 所以你下次要小心
[00:34:59] 因为我不会一辈子都在这边帮你扛
[00:35:01] 所以这是我大概的想法
[00:35:03] 那我相信这位地方妈妈
[00:35:04] 其实我后来发现很多地方爸妈
[00:35:07] 其实大家自己心中都有答案
[00:35:09] 你知道要怎么做
[00:35:09] 你只是想找别人聊一下而已
[00:35:11] 就是我跟你聊完
[00:35:12] 你也未必会改变你的方式
[00:35:14] 但你只想听一下别人是怎么做
[00:35:15] 就类似说
[00:35:15] 其实我自己家去喝一些红酒
[00:35:17] 我已经有自己的心得
[00:35:18] 但我还是很喜欢去看说
[00:35:19] 别人喝的感觉是怎么样
[00:35:20] 就是这种感受
[00:35:21] 类似那种打游戏
[00:35:22] 稍微去看一下攻略在写什么
[00:35:23] 可是你不是真的希望一个破关的攻略
[00:35:26] 因为你知道每个孩子都是很特别的存在
[00:35:28] 所以希望你可以有智慧的处理这件事情
[00:35:31] 我觉得大原则就是最低程度的干涉
[00:35:34] 只有真的要BBQ的时候才出手
[00:35:37] 然后出手绝对不要去邀功
[00:35:39] 或是说我早就告诉你
[00:35:40] 因为你本来就比他成熟
[00:35:42] 你本来就比他有智慧跟有资本
[00:35:44] 所以你去讲这个刺激
[00:35:45] 他是没有意义的事情
[00:35:47] 就我会往这个方向去做努力
[00:35:49] 那像一位
[00:35:50] PJ
[00:35:50] 五星凤上留言测试XLVII
[00:35:53] 相信大家都跟我一样
[00:35:54] 虽然在追随梦工去搞的路上
[00:35:57] 但距离有点远
[00:35:58] 连在全联昂虫都还是有点勉强
[00:36:00] 能不能请MK分享
[00:36:02] 一支全联买得到的红酒
[00:36:03] 感恩爱您
[00:36:04] PS
[00:36:04] 但我发现这件事情有个问题
[00:36:06] 您分享一支全联买得到的红酒
[00:36:08] 是不是之后我去全联就买不到了
[00:36:10] 我目前是没有去全联买过红酒
[00:36:14] 或许好
[00:36:15] 我去逛一下
[00:36:16] 然后我自己一定也要去试一下
[00:36:18] 我再跟大家去分享说
[00:36:19] 可能哪一个是我觉得还蛮不错
[00:36:21] 像上次有跟大家分享一个
[00:36:22] 阿根廷的红酒
[00:36:23] 我觉得不错
[00:36:24] 后来也有朋友在问我说
[00:36:25] 有没有差不多价格的白酒
[00:36:27] 就是说有一个什么
[00:36:28] Montelina的Chardonnay
[00:36:30] 那个也是蛮好喝的
[00:36:31] 因为那只有三四千块而已
[00:36:32] 然后上次刚好在
[00:36:33] 有一个朋友的饭局上
[00:36:35] 他们一直叫了二三十只在那边
[00:36:37] 然后大家喝到饱
[00:36:38] 我就是当成是一个那种
[00:36:39] 不知道就是table wine
[00:36:40] 随便喝
[00:36:41] 我觉得那个就超级好喝
[00:36:42] 也是大概只要三千多块而已
[00:36:43] 那全联的话
[00:36:44] 我去看一下再跟大家分享
[00:36:46] 大概这样
[00:36:48] 因为我目前的管道
[00:36:48] 没有从那边来
[00:36:49] 大概这样
[00:36:50] 下面一位
[00:36:50] GRD留言测试123
[00:36:53] 下面一位
[00:36:53] KT Ho
[00:36:55] 对我跟你讲
[00:36:56] 那个留言测试
[00:36:56] 其实不用太认真去做测试
[00:36:59] 因为可能每集录的时间不一样
[00:37:00] 像我今天这集
[00:37:01] 我现在录的时间
[00:37:01] 是台湾时间的下午一点
[00:37:03] 所以对
[00:37:04] 就是有时候是看状况
[00:37:05] 因为我今天盘中
[00:37:06] 已经没有事情做
[00:37:07] 我就提早就录
[00:37:08] Mongongchika
[00:37:09] 你好
[00:37:10] 从麦克风装返
[00:37:11] 听到现在
[00:37:12] 感觉你只要遇到问题
[00:37:13] 就是马上想办法解决
[00:37:14] 不会有任何的犹豫
[00:37:15] 失败了就换另一个方法
[00:37:16] 再来一次很酷
[00:37:17] 超级酷
[00:37:18] 想问你
[00:37:19] 如果你有机会
[00:37:20] 像世上的任何一个人
[00:37:21] 问问题
[00:37:22] 你会想要问什么
[00:37:23] 首先前面那个事情
[00:37:25] 并不是一个很酷的事情
[00:37:26] 虽然可能对一些人来讲
[00:37:27] 就是说
[00:37:28] 有问题就直接硬把它扯过去
[00:37:29] 那怎么样都会解决
[00:37:30] 好像是一个
[00:37:31] 这个蛮明快的做法
[00:37:33] 但我觉得
[00:37:34] 像我这样的一个逻辑
[00:37:35] 在家庭的问题上面
[00:37:36] 那婚后是还好
[00:37:38] 因为婚后可能就专注在小
[00:37:39] 可是在之前
[00:37:40] 还在跟我老婆在约会
[00:37:41] 是男女朋友状态的时候
[00:37:42] 其实这样的一个个性
[00:37:44] 造成了很多的麻烦
[00:37:45] 因为其实有蛮多的吵架
[00:37:46] 你当下是没有办法解决的
[00:37:48] 你要做的真的是给彼此空间
[00:37:50] 然后稍微的去隔壁
[00:37:51] 两块打个手枪之类的
[00:37:52] 那你可能一两个小时
[00:37:53] 回来之后
[00:37:54] 大家就是抱抱
[00:37:55] 继续看Netflix and Chill之类的
[00:37:56] 那可是如果你当下
[00:37:57] 一直要去问说
[00:37:58] 所以你到底在气什么啦
[00:37:59] 讲啊
[00:38:00] 你讲啊
[00:38:01] 你现在赶快讲啊
[00:38:01] 我就要下来处理
[00:38:02] 你到底不爽什么东西
[00:38:04] 你刚才是讲哪个女儿怎么样
[00:38:05] 来我们现在直接立刻
[00:38:06] 来来来来来来
[00:38:07] 你来来
[00:38:08] 然后赶快处理
[00:38:08] 然后其实就是把事情
[00:38:09] 变得更糟糕
[00:38:10] 所以这位兄弟或是妹妹
[00:38:12] 我不知道你是男男女的
[00:38:13] 但反正总之
[00:38:14] 你说的是对的
[00:38:15] 就是我有一个惯性
[00:38:17] 就是我要立刻的
[00:38:18] 处理当下的问题
[00:38:19] 我会有那种盲刺在背的感觉
[00:38:20] 所以不管什么东西
[00:38:21] 我就要立刻处理
[00:38:23] 或是我立刻识别到
[00:38:24] 某个东西是威胁
[00:38:24] 我就立刻要移除掉
[00:38:25] 那个东西
[00:38:26] 那感觉在工作上是很好
[00:38:28] 但在家庭上
[00:38:28] 这样的关键是不好的
[00:38:29] 所以我后来有试着去学习
[00:38:31] 不然说去忍受一些
[00:38:32] 短期的不便
[00:38:33] 或是说
[00:38:34] 就是大家是有情绪
[00:38:35] 是需要去消化的
[00:38:36] 不是每个人都像你那妈的
[00:38:37] 双子座的
[00:38:38] 可以今天一个瞬间笑眯眯
[00:38:40] 然后突然下一个秒钟超生气
[00:38:42] 可是20分钟之后
[00:38:43] 突然又不气了
[00:38:44] 就有些人的情绪
[00:38:45] 是需要时间的
[00:38:46] 所以再来稍微讲一下
[00:38:48] 就是这个并不是
[00:38:49] 一个特别好的事情
[00:38:50] 因为在我自己的生活体验上
[00:38:51] 它有造成一些困扰
[00:38:52] 那再来讲说
[00:38:53] 可以找任何一个人
[00:38:55] 问任何的问题
[00:38:56] 你会想要问什么
[00:38:57] 我会想要问宫崎英高
[00:39:02] 是怎么样去想到
[00:39:04] 她的这个世界线跟创作的
[00:39:06] 因为像我自己非常喜欢
[00:39:07] 爱来登法环的整个剧情
[00:39:09] 包含说每个道具的一个说明
[00:39:11] 很多都让我觉得印象很深刻
[00:39:13] 然后让我流连在那个世界里面
[00:39:15] 有点让我走不太出来的感觉
[00:39:16] 所以我不知道
[00:39:18] 你知道我个性其实是很善变的人
[00:39:20] 我有很多那种突发奇想
[00:39:22] 其实大家节目听久都知道
[00:39:23] 我突然间要做这个
[00:39:24] 突然间要做那个
[00:39:25] 所以你搞不好下个月问我
[00:39:26] 我就不是想问宫崎英高
[00:39:27] 但我现在
[00:39:28] 我第一个想到是
[00:39:29] 我想要问宫崎英高这件事情
[00:39:30] 下面一位
[00:39:31] 挨真实猎人
[00:39:33] 先祝秋口生日快乐
[00:39:34] 那请问可以报名
[00:39:35] 当孟宫崎嘎的干门狗吗
[00:39:37] 干
[00:39:37] 那最近几个操作很糟
[00:39:40] 开始追高杀低
[00:39:41] 看该放慢脚步降低操作频率了
[00:39:44] 想问孟宫觉得
[00:39:45] 十英元件在光通的应用
[00:39:46] 有什么看法
[00:39:47] 祝大家身体健康
[00:39:48] 那去健检大肠镜的时候
[00:39:50] 不用再被捅的时候醒来
[00:39:52] 谁会再被捅的时候醒来
[00:39:53] 然后在十英元件的话
[00:39:55] 我对台股的都不太熟了
[00:39:57] 那在美国交易所的
[00:39:58] 那个旺昂之前
[00:39:59] 有跟大家稍微的聊过
[00:40:01] 包含说他可能在一些
[00:40:02] 这个server
[00:40:03] 或者说相关的应用
[00:40:04] 这个我可能是比较有在注意
[00:40:06] 那台股的十英元件
[00:40:07] 我感觉大家好像也是在做一个
[00:40:09] 什么缺有涨价的故事吧
[00:40:11] 这个我真的是不太熟悉
[00:40:12] 所以没有办法跟你分享
[00:40:14] 就什么西华嘛
[00:40:15] 然后跟另外一个经济嘛
[00:40:17] 然后大家都在看这个
[00:40:18] 但我没有去追踪这个主角
[00:40:19] 他强调
[00:40:20] 因为现在是百花齐放的状态
[00:40:22] 所以甚至有些东西
[00:40:23] 搞不好不一定真的有故事
[00:40:24] 只是因为现在就是
[00:40:25] 满地都标股
[00:40:26] 所以大家都找个题材
[00:40:27] 就直接就上去了
[00:40:27] 那等到后来开营之后
[00:40:28] 我早才会做研证的
[00:40:29] 那下面一位
[00:40:31] Eugene Huang
[00:40:32] 谢谢孟公陪伴我上班的时光
[00:40:34] 希望可以用川普的口气
[00:40:35] 跟我的好朋友老赵说
[00:40:37] 生日快乐
[00:40:37] 孤海人生
[00:40:38] 顺遂平安健康
[00:40:39] 第一次留人
[00:40:39] 希望可以念到
[00:40:40] 让我六月的寿星朋友
[00:40:41] 得到惊喜祝平安
[00:40:43] 那我希望他生日快乐
[00:40:44] 下面一位
[00:40:44] 牛拍小陈
[00:40:45] 孟公祝贺您好
[00:40:46] 很谢谢孟公无私的分享
[00:40:48] 虽然感觉自己还是个快乐宝贝
[00:40:50] 但自从推男友听了节目之后
[00:40:52] 彼此间多了很多的快乐时光
[00:40:53] 节目也陪伴无数个男友加班的通勤时光
[00:40:56] 可以请你对六月五号生日的小刘
[00:40:58] 说那四个字吗
[00:40:59] 生日快乐
[00:41:02] 那再麻烦用肌肉猛男的声音鼓励小刘
[00:41:05] 你是最棒的
[00:41:06] 工作辛苦了
[00:41:06] 我会一直陪伴你的爱你
[00:41:08] 那感谢孟公让我们生活增添了乐趣跟目标
[00:41:11] 祝孟公六月生日快乐
[00:41:13] 以及孟公全家跟听众们万事顺心
[00:41:14] 一起计较大报社
[00:41:15] 爱您
[00:41:16] 也希望你们两个百年好合
[00:41:17] 下面一位王大卫
[00:41:19] 嗨孟公
[00:41:20] 我终于在五月正式离开
[00:41:21] 急诊这个有毒的工作环境
[00:41:23] 现在转换跑道后
[00:41:24] 每天身心舒畅
[00:41:25] 不止考试都考一百分
[00:41:27] 家庭关系都变好了
[00:41:28] 我要echo孟公曾经说过的
[00:41:30] 如果有一个工作
[00:41:31] 让你一想到上班就忧郁
[00:41:32] 就尽早离开
[00:41:33] 没有一个工作
[00:41:34] 值得你用心理的健康去交换
[00:41:36] 我有讲过这个话吗
[00:41:38] 但我都蛮认同这个
[00:41:40] 所以我可能真的讲
[00:41:41] 因为有时候我蛮多的
[00:41:42] 所谓人家讲什么金句
[00:41:44] 我不觉得是金句
[00:41:44] 我就是当下一个感受
[00:41:46] 就随便吐出一句话之类
[00:41:47] 那有些人就
[00:41:48] 就觉得好像那就还不错
[00:41:50] 但那真的都是靠赛
[00:41:51] 顺便乱讲的
[00:41:52] 然后说
[00:41:53] 除非钱真的够多
[00:41:54] 那在急诊的那一段时间
[00:41:56] 就算持股连续三天涨停
[00:41:58] 也无法平复
[00:41:59] 工作上受到的波澜
[00:42:01] 那最后先上一个长期祭评
[00:42:02] 如果40岁前完成我的财务目标
[00:42:04] 我各捐给老婆
[00:42:05] 我的光头宝贝儿子
[00:42:06] 跟社福机构一百万
[00:42:08] 算了不要给老婆好了
[00:42:09] 反正我的钱本来就是他的钱
[00:42:11] 祝你们全家身体安康
[00:42:12] 那恭喜大卫离开急诊
[00:42:15] 但这种东西好像
[00:42:16] 我不知道好像觉得有点矛盾
[00:42:18] 因为我们这个节目
[00:42:19] 某个程度上来说
[00:42:20] 有点那种
[00:42:21] 就是社会的
[00:42:23] 怎么讲
[00:42:24] 就是你不敢说你要去端正
[00:42:26] 可是你讲这些东西
[00:42:27] 是真的会影响到一些事情
[00:42:28] 所以我们不敢讲的太绝对
[00:42:30] 当然我希望每个医师都去追求
[00:42:32] 生命中的青鸟
[00:42:33] 不要说待在一个超累
[00:42:35] 然后又有毒
[00:42:36] 然后又可能不知道
[00:42:37] 要整天被一堆澳给干
[00:42:39] 然后同时薪水又没有很高的地方
[00:42:41] 可是同时我也知道说
[00:42:42] 这个社会真的就需要有这样子的一些地方
[00:42:45] 所以对我不能够鼓励大家都一定要逃离某些地方
[00:42:49] 我只能够说就希望你们真的都找到适合
[00:42:51] 然后你们喜欢的地方去
[00:42:52] 最终环境都会改善
[00:42:54] 为什么
[00:42:54] 因为当越来越多人醒来
[00:42:56] 像这位兄弟这样
[00:42:57] 你真的开始缺工
[00:42:58] 缺到爆炸的时候就涨了
[00:43:00] 就像一些服务业的薪水就涨了
[00:43:02] 因为没有办法
[00:43:03] 缺工缺到爆炸
[00:43:04] 或是像以前那种去做工班的
[00:43:06] 可能也是停很久
[00:43:07] 可是后来因为这些盖场的要抢这些工班
[00:43:09] 所以他全部都涨
[00:43:10] 所以有时候就真的是要有蛮多的人开始醒来
[00:43:14] 或是真的就是怕不爽不要干
[00:43:15] 他以前都天天讲说不爽不要干
[00:43:17] 然后他真的有一天他真的就不爽不干了
[00:43:19] 然后跟着不爽不干的人超多之后
[00:43:21] 这时候就有议价权了
[00:43:22] 当然一个地方还是很多人
[00:43:24] 前铺后继都要进去的时候
[00:43:25] 那个议价权是一辈子都上不来的
[00:43:27] 希望大家都可以平安健康快乐
[00:43:30] 下面一位FJ
[00:43:30] 五星留言推推推
[00:43:31] 我是捏软阵线的一员
[00:43:33] 23周早产额的爸爸梦工二宝
[00:43:37] 遇到的无奈跟无助
[00:43:39] 跟我非常的有同感
[00:43:40] 我们一起加油
[00:43:41] 我想问半导体导线价
[00:43:43] 目前市场看涨价需求增加
[00:43:45] 确实有几个概念股也是涨一波了
[00:43:46] 不晓得有没有机会
[00:43:47] 跟着记忆体要被动元件一样喷高高
[00:43:49] 谢谢梦工解答住
[00:43:50] 梦工全家身体健康平安顺利
[00:43:52] 那个顺德就是
[00:43:53] 确实我们只有看到说
[00:43:54] 他们的状况实在蛮不错
[00:43:55] 我觉得可能也呼应到我自己讲的
[00:43:57] 就是Tier 1的东西可能是记忆体
[00:43:59] 然后或者甚至是被动元件
[00:44:01] 然后本来也是算是Tier 2
[00:44:03] 那234其实都有蛮多东西
[00:44:05] 就市场下故事很多
[00:44:06] 像矽晶元其实也是表现得蛮好的
[00:44:08] 我一直都认为说
[00:44:09] 他应该不会这么早反应
[00:44:11] 可是大家就偏偏现在就要去搞他
[00:44:12] 那所以就是东西很多
[00:44:14] 只是可能我认为你要去观察一下
[00:44:16] 前面几个Tier的东西
[00:44:17] 像那时候记忆体开始在软屌的时候
[00:44:20] 是不是就是很多东西都起来了
[00:44:21] 就那种一惊落万物生的感觉
[00:44:23] 因为钱都卡在里面
[00:44:24] 那一样的道理就是我相信说
[00:44:26] 被动元件如果开始休息
[00:44:27] 我们不知道什么时候会休息
[00:44:28] 但如果他开始休息
[00:44:29] 开始走横盘
[00:44:29] 应该也会注意到
[00:44:31] 很多那种234Tier的东西
[00:44:32] 就会跟着上去之类的
[00:44:34] 那或是说等到大家都开始休息的时候
[00:44:36] 就注意到台西店就会开始上去
[00:44:37] 就是这个市场的资金是蛮有趣的
[00:44:39] 那下面一位老江
[00:44:41] 一直没有办法在Apple Podcast
[00:44:43] 留言的苹果仔
[00:44:44] 孟公 这次小弟第七次旅游
[00:44:46] 希望可以被念到
[00:44:47] 小弟今年大三
[00:44:47] 一直是你的忠实听众
[00:44:49] 那听到前几集
[00:44:50] 您说有纪录片导演找您筹资
[00:44:52] 想问一下我的壁字短片
[00:44:54] 是否也可以找您募资呢
[00:44:55] 那孟公想看企划书跟剧本
[00:44:57] 也可以传给孟公看
[00:44:59] 我之前有私讯给您
[00:45:00] 但没有看到我的ID是
[00:45:02] 不要被念出来
[00:45:03] 当然我会想要去支持各种
[00:45:07] 我觉得有趣的东西
[00:45:08] 只是壁字
[00:45:09] 壁字不是说去找
[00:45:11] 以前我们那种学校大学
[00:45:13] 要去做计划的时候
[00:45:14] 就不是找那些店家吗
[00:45:15] 其实你现在回头看
[00:45:16] 觉得那些店家真的是佛心
[00:45:17] 就是说你那个版面赞助
[00:45:19] 根本就不值多少钱
[00:45:20] 可是他们还是会出钱帮你做
[00:45:21] 就壁字这种东西应该是
[00:45:23] 你可以走这个管道就可以去做到
[00:45:25] 那如果说有缘分被我看到
[00:45:27] 或什么的我有兴趣
[00:45:28] 那当然还是有机会
[00:45:29] 就是我还是有去
[00:45:30] 像之前也有大学生会找我要钱
[00:45:32] 就他们可能需要去办什么活动
[00:45:34] 就是真的是有看到才会去
[00:45:35] 但是你知道我们没有办法
[00:45:37] 每个都盯
[00:45:38] 然后每个我就是资金全力投入在这
[00:45:41] 那个可能就是像我们去
[00:45:42] 搞了一个游戏创投之后
[00:45:44] 我们才会去盯每个小东西
[00:45:46] 那如果今天没有去特别看的话
[00:45:48] 就是有看到才会去做
[00:45:49] 那我丢的那一个纪录片是蛮大的
[00:45:52] 是跟这个台湾科技是有关的
[00:45:54] 只是我没有想到说
[00:45:56] 我本来以为说人家票房不错
[00:45:58] 应该蛮有的
[00:45:59] 就这些做纪录片的导演真的蛮伟大
[00:46:01] 所以我有支持
[00:46:02] 那我身边的朋友也有支持
[00:46:04] 就是我们就一人一单就上车这样
[00:46:06] 那对
[00:46:07] 我不知道该怎么回应
[00:46:09] 就是当然如果今天有缘看到
[00:46:11] 那又有兴趣的话可以出手
[00:46:12] 可是没有办法
[00:46:13] 就是每个人都整天跑来找我要钱
[00:46:15] 下面一位困饱
[00:46:16] 某个人有想过除了现在的状况
[00:46:18] 自己会做什么其他的工作吗
[00:46:20] 如果当初翻身失败
[00:46:21] 或是一开始就不缺钱的两种时间线
[00:46:23] 爱你
[00:46:24] 这题可能要在脑中跑一下模拟机
[00:46:27] 就好如果说翻身失败
[00:46:29] 那翻身的话就是那时候可能
[00:46:30] 股票开很大的杠杆的时候
[00:46:32] 那假设那时候就大落赛的话会怎么样
[00:46:35] 我觉得应该会继续
[00:46:37] 就是有可能就是继续熬
[00:46:39] 然后可能再多熬一阵子
[00:46:41] 但我相信会熬出来
[00:46:42] 因为事后回头看
[00:46:43] 发现说自己的个性
[00:46:45] 然后跟那种
[00:46:45] 就是我蛮喜欢去找新鲜的东西看
[00:46:47] 就像是我在市场里面整天去找新的题材
[00:46:49] 我觉得这是一个很高兴的事情
[00:46:51] 然后或是我的心脏可能是相对大的
[00:46:53] 因为也有看到有朋友有传
[00:46:55] 人家讨论区讨论我说
[00:46:56] 就这个人怎么会随便就在自己的身上这样扎针
[00:46:59] 他真的是太reckless
[00:47:00] 他太不小心了吧
[00:47:01] 我真的是这样子
[00:47:02] 我真的是那种
[00:47:03] 我今天如果到什么亚马逊的什么部落
[00:47:05] 他叫我去喝什么死藤水
[00:47:07] 我会喝呢
[00:47:08] 我真的会喝呢
[00:47:09] 然后或是像我昨天才跟A君讲说
[00:47:11] 我看到那什么
[00:47:12] 阿美族有一个喜闹
[00:47:13] 就是生烟猪肉
[00:47:15] 那看起来超难吃的
[00:47:16] 可是我就想吃
[00:47:17] 我就想知道说那到底是什么东西
[00:47:19] 我刚刚想说你去找一个来给我吃
[00:47:21] 所以对
[00:47:22] 我的个性确实就是比较偏向那种
[00:47:24] 有点神农藏百草的感觉
[00:47:26] 那有些人想说这会不会很危险
[00:47:27] 或什么的
[00:47:28] 但我就觉得说
[00:47:29] 其实你生而在世
[00:47:30] 你本来随时都在跟风险并存
[00:47:32] 当然你不要没事去做死
[00:47:34] 可是你知道我们去尝试的这东西
[00:47:35] 也不是说什么没有人做过
[00:47:37] 就是有这么多人
[00:47:38] 他的那个可能民族习惯就是这样
[00:47:40] 类似说你跑去冰岛吃那个尿尿鲨鱼
[00:47:42] 真的超饵超难吃
[00:47:43] 可是我就会去尝试
[00:47:45] 所以我觉得就是这个工作
[00:47:46] 他蛮符合我自己的
[00:47:48] 就是无论如何我就会一直去尝试
[00:47:50] 那当然我不是那种
[00:47:51] 就是投铁硬干型的
[00:47:52] 我身边有蛮多
[00:47:53] 我觉得比较偏向那种
[00:47:54] 少年古城个性的是
[00:47:55] 他们永远都是开极大的杠杆
[00:47:58] 然后接着你已经看过他爆炸又起来
[00:48:01] 爆炸又起来
[00:48:01] 可是他们就是打死不退
[00:48:03] 我是那种就是我不笨
[00:48:05] 我觉得我也不是要说那些人就是笨蛋
[00:48:07] 我意思是说
[00:48:07] 我今天我试了一个东西
[00:48:09] 我发现不行
[00:48:10] 就再说像我上集说
[00:48:11] 我那个针量乱打
[00:48:12] 第一次我没有学会
[00:48:14] 我觉得没差
[00:48:15] 因为我身体没有不良反应
[00:48:16] 第二次我就开始意识到说
[00:48:17] 对
[00:48:18] 下次我再这样会有问题
[00:48:19] 所以我其实是很大胆
[00:48:21] 可是同时我会知道说
[00:48:23] 我在哪里曾经翻车过
[00:48:25] 我就下次不会这样做
[00:48:26] 所以无论如何最终已经会修正到
[00:48:27] 可以去做这件事情
[00:48:29] 我认为
[00:48:29] 所以应该就会继续做那个
[00:48:31] 但如果是一开始就不缺钱的话
[00:48:34] 那就是要回归到
[00:48:35] 就是假设我从原生家庭到
[00:48:38] 从大学毕业
[00:48:39] 然后都是不缺钱
[00:48:40] 我会做什么
[00:48:40] 那一定就是你大学的东西
[00:48:42] 你会延续
[00:48:43] 对不对
[00:48:43] 因为你可能没有必要去自己赚钱
[00:48:46] 去尝试别的东西
[00:48:47] 你就会去做你当下有的东西
[00:48:49] 然后去做延伸
[00:48:50] 所以那时候大学刚毕业的时候
[00:48:53] 我喜欢的东西是
[00:48:54] 那时候是怎么讲
[00:48:56] 有点那种摇滚文青
[00:48:58] 就是听团仔
[00:48:59] 觉得自己可能听的东西最屌之类的
[00:49:01] 所以有可能会去搞一个
[00:49:03] 什么黑胶唱片行
[00:49:04] 那种生意超差
[00:49:05] 然后靠爸爸的钱拘禁
[00:49:06] 因为你今天讲说拼心时空不缺钱
[00:49:08] 我爸是在现在现实生活中的时空
[00:49:12] 是没有办法让我这样做的
[00:49:13] 但如果说我爸爸让我不缺钱的话
[00:49:15] 我觉得我就会去搞一个黑胶唱片行
[00:49:18] 然后我会去搞一个life house
[00:49:19] 然后那时候也非常喜欢玩滑板
[00:49:21] 所以那时候跟朋友也有议营过说
[00:49:22] 我们要去搞一个空间
[00:49:24] 就像是the wall一样
[00:49:25] the wall下面有什么刺青店什么都有
[00:49:26] 我们要搞一个更大的
[00:49:28] 因为真的有讨论过
[00:49:29] 我们在苗栗去圈一块地
[00:49:30] 然后接着我们要去盖一个室内的板厂
[00:49:33] 那接着里面可以直接变成是一个life house
[00:49:36] 然后外加有卖什么黑胶
[00:49:38] 然后跟调酒什么的
[00:49:39] 我认为我就会去做这个东西
[00:49:41] 然后去做了之后
[00:49:42] 可能就会发现说
[00:49:43] 刚好意外生意成功的话
[00:49:45] 就一直做
[00:49:45] 如果失败的话
[00:49:47] 可能就会在里面也发现一些东西
[00:49:49] 像我的个性一样
[00:49:49] 就会发现哪个东西可能是有搞头的
[00:49:51] 我就会往那个方向去切
[00:49:52] 所以我只能够想象到这
[00:49:54] 大概是这样
[00:49:55] 因为每个人的人生充满更多的随机性
[00:49:58] 所以最终都还是要明白说
[00:50:00] 每个人蛮大的程度都是运气的产物
[00:50:03] 或是就算你无法接受这一点的话
[00:50:05] 你也要去问自己一个问题
[00:50:07] 如果你今天是在八部星级内压
[00:50:09] 或是你是在什么超级奇怪的地方
[00:50:12] 什么狮子山共和国
[00:50:13] 你有办法做到像你今天这样吗
[00:50:15] 没有办法
[00:50:16] 所以可以看懂这点
[00:50:17] 你会知道说
[00:50:18] 人生就是有很多的随机性
[00:50:20] 那我们如果过得不错的话
[00:50:22] 也不要全部都觉得是自己厉害
[00:50:24] 那个也是有环境所造成的
[00:50:26] 大概这样
[00:50:26] 所以太难去讲说一定会怎么样了
[00:50:29] 就像说马斯克这样的一个聪明决定
[00:50:31] 我很喜欢的人
[00:50:32] 他如果没有移民到美国
[00:50:33] 他一样在南非的话
[00:50:35] 有办法变成瞎这么屌吗
[00:50:37] 我觉得以他的个性
[00:50:38] 他还是会变成一方之霸
[00:50:40] 只是绝对就不是首富了
[00:50:42] 我的感受是这样
[00:50:43] 那这一段拜拜
[00:50:43] 拜拜
[00:50:43] OK
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
[00:50:47] 
