[00:00:00] 欢迎收听古爱,我是孟公
[00:31:17] 这么大家的
[00:31:17] 全台湾大家都会讨论的公司
[00:31:19] 每个人的看法都不太一样嘛
[00:31:20] 有些人觉得说
[00:31:21] 可能觉得台积电
[00:31:22] 怎么1000块就是高点
[00:31:23] 就加到2000
[00:31:24] 你觉得下2000是不是高点
[00:31:25] 一定有一堆人跟你讲说是高点
[00:31:26] 会不会花来3000之类的
[00:31:28] 那MediaTech也是嘛
[00:31:29] 就是大家应该都想都不敢想
[00:31:30] 过去会这样的涨体
[00:31:31] 那这其实都会有很多
[00:31:32] 看法上的不同
[00:31:33] 那如果把这些看法都写出来的话
[00:31:35] 是不是某个程度上
[00:31:36] 都会变成是一些小作文
[00:31:37] 所以很难去做界定
[00:31:39] 我觉得正规的小作文
[00:31:40] 还是那种会在前面放
[00:31:42] 什么四言绝句
[00:31:43] 然后接着里面会开始乱引一些数字
[00:31:45] 然后接着会说什么
[00:31:46] 这个毛利大概多少
[00:31:48] 然后撑出来EPS多少
[00:31:49] EPS一定要喊超级高
[00:31:50] 这个就比较偏向是小作文
[00:31:52] 那近期真的比较少
[00:31:53] 所以像那个散热
[00:31:54] 它比较不是小作文的形式
[00:31:56] 它比较像是消息的形式
[00:31:57] 然后像它在X上面
[00:31:58] 其实你注意到很多X的账号
[00:32:00] 我都怀疑说
[00:32:00] 那是不是台湾人反串
[00:32:01] 那假装自己是韩国人
[00:32:02] 假装自己是日本人
[00:32:03] 因为他们太贴台湾的新闻了
[00:32:06] 就是他们过度的去关心台湾的新闻
[00:32:08] 当然台湾是AI的中心
[00:32:10] 这个绝对是没有错的
[00:32:11] 我们是很重要的一个supply chain
[00:32:13] 那只是有一些
[00:32:15] 就是怎么说
[00:32:16] 我们市场知道说
[00:32:17] 大家现在在弄的一些
[00:32:18] 像前面在弄窄版的时候
[00:32:19] 就有一些那种日本的账号
[00:32:20] 整天就在
[00:32:21] 也在那边贴窄版
[00:32:22] 我想说这会不会是
[00:32:23] 新的小作文的形式
[00:32:24] 就是把它变成是
[00:32:25] 假装自己是豆腐之类
[00:32:27] 其实我们已经知道
[00:32:28] 就像说有些人会在
[00:32:29] 中国的论坛写
[00:32:30] 有些人会在什么同学会写
[00:32:32] 其实真的熟的都会知道说
[00:32:33] 背后是谁
[00:32:34] 只是大家可能看破
[00:32:35] 没有说破而已
[00:32:36] 然后甚至会把这个
[00:32:37] 当成模拟指标来做一个操作
[00:32:39] 所以以这个散热的事件来讲
[00:32:41] 当然你讲的是没有错
[00:32:43] 就是一个产品
[00:32:44] 其实不会随便就去做更换
[00:32:47] 只是当然有时候会遇到一些
[00:32:49] 可能像以前有遇到什么破片
[00:32:52] 然后说什么光照重新设计
[00:32:54] 那个真的就是
[00:32:55] 真的刚好出事前
[00:32:56] 所以必须要去做一些调整
[00:32:58] 只是会不会在
[00:32:59] 就叫做量产的前夕
[00:33:00] 然后把一些人
[00:33:01] 直接整个都提出去
[00:33:02] 其实这个几率是偏低
[00:33:04] 但实际上在过去的散热传闻
[00:33:07] 它算是传的还蛮开的
[00:33:09] 然后大家也都会去做考究
[00:33:11] 那个其实也不是从什么单一
[00:33:12] Source
[00:33:13] 就像说可能什么TSM
[00:33:14] 或者说NVIDIA跑出来
[00:33:15] 那个散热厂商自己也知道
[00:33:16] 所以就是各地的东西
[00:33:18] 大家对一对之后
[00:33:19] 就大概知道有这样子的一个
[00:33:20] 轮廓的产生
[00:33:22] 所以它并不是用小作文的方式
[00:33:23] 去传递的
[00:33:25] 然后再来还有一点很重要的
[00:33:26] 也是之前产业大哥
[00:33:27] 有提醒过我的
[00:33:28] 就是说像NVIDIA
[00:33:29] 它在推一些产品的时候
[00:33:31] 它其实是有两条路线
[00:33:33] 一条就是说
[00:33:34] 我去做研发
[00:33:35] 我会不停的研发新的东西
[00:33:36] 像之前的什么co-op
[00:33:38] 或者说可能多放几个袋之类的
[00:33:41] 做大片一点什么的
[00:33:42] 那个其实都是持续的会在做研发
[00:33:44] 就是它某一只去推
[00:33:45] 那另外一条线就是量产
[00:33:47] 那我可能今天研发到
[00:33:49] 就像说先用一个meter来讲的话
[00:33:51] 是1到100
[00:33:52] 我研发到80分到90分
[00:33:54] 我可能可以赶得上
[00:33:55] 在这一次的量产出的话
[00:33:56] 那我就会开始试着
[00:33:58] 在这一次的量产去推这个东西
[00:33:59] 那之后来出事情的话
[00:34:00] 其实也不代表
[00:34:00] 这个研发的东西就会不见
[00:34:02] 它只是可能会在下一代
[00:34:03] 或者之后的一些产品用上
[00:34:04] 那这个在过去
[00:34:05] 我们已经看过很多次了
[00:34:06] 所以很多时候
[00:34:07] 你听到人家讲说
[00:34:08] 什么地研
[00:34:08] 然后什么的
[00:34:09] 你就知道说
[00:34:09] 那个真的就叫做地研了
[00:34:10] 也就可能
[00:34:11] 当然股价会杀一波大的
[00:34:12] 你心里会不舒服
[00:34:13] 什么
[00:34:13] 只是那个后面该发生
[00:34:14] 还是会发生
[00:34:15] 因为一些那种产品的路径
[00:34:16] 跟romance或什么的
[00:34:17] 没有一些致命的错误的话
[00:34:19] 它是不会去轻易的修改的
[00:34:21] 它最多就只是说
[00:34:22] 我这一代的量产
[00:34:23] 我跟不上
[00:34:23] 我就下一代
[00:34:24] 所以你现在改掉一些设计
[00:34:25] 有可能在下一代
[00:34:26] 越来越再跑出来
[00:34:27] 那到时候
[00:34:27] 大家又fomo的把它追回来
[00:34:28] 大家都长这个样子
[00:34:30] 下面一位
[00:34:30] 困保
[00:34:31] 缓缓飘落的风也像思念
[00:34:35] 为何晚会要赶在冬天来之前
[00:34:41] 后面太长
[00:34:42] 不是啊
[00:34:42] 别人再叫我唱歌了
[00:34:44] 他说没有想说啥
[00:34:45] 就来打招呼的
[00:34:46] 这集标题可以放这个吗
[00:34:48] 它写脚踏车爱您
[00:34:49] 脚踏车最近又动了
[00:34:51] 是不是
[00:34:51] 我跟你讲
[00:34:52] 我去年有坐过一波脚踏车
[00:34:53] 然后被杀爆
[00:34:54] 我再也不敢再买这个脚踏车
[00:34:56] 去年也有坐那个房子
[00:34:58] 房子脚踏车
[00:34:59] 其实都有坐过
[00:35:00] 现在回头看就觉得说
[00:35:01] 那时候为什么要做那东西
[00:35:02] 我只能够跟你讲
[00:35:02] 有时候市场不好的时候
[00:35:03] 你就找东西做
[00:35:04] 什么工具机
[00:35:05] 什么全部都会找来弄
[00:35:05] 但现在就是很单纯
[00:35:06] 反正就全部都搞
[00:35:07] 那个科技林组件
[00:35:08] 然后OK
[00:35:09] 待会就放那个脚踏车
[00:35:11] 下面一位
[00:35:11] 纯水英子
[00:35:13] 安安梦宫大哥
[00:35:14] 你之后会不会
[00:35:14] 因为你儿子跑去
[00:35:16] 刺了一个宝可梦的图啊
[00:35:17] 我还记得你已经有一个
[00:35:19] Shark Dudu了耶
[00:35:20] 我女儿现在很喜欢
[00:35:21] 佩佩猪跟Shark Dudu
[00:35:22] 我都没有勇气去刺
[00:35:23] 不愧是猛攻我大哥啊
[00:35:25] 还有可以帮我用川普的语音包
[00:35:26] 跟这些卖梦仔老板说
[00:35:28] Go fuck yourself
[00:35:30] 那谢谢您祝全家
[00:35:32] 平安健康
[00:35:33] 快乐顺心爱您
[00:35:34] 不知道耶
[00:35:36] 那时候真的是意识冲动啊
[00:35:37] 其实我很多时候
[00:35:37] 会做一些冲动的行为
[00:35:39] 那确实是像我的心理医师
[00:35:41] 之前跟我讲的
[00:35:41] 他就说
[00:35:42] 还好你小时候
[00:35:43] 没有遇到真的太坏的人
[00:35:45] 不然如果人家拿一些东西
[00:35:46] 说要不要试试看看
[00:35:47] 是不是没种
[00:35:47] 干你就试了
[00:35:48] 老实讲真的是这样
[00:35:49] 我就是
[00:35:49] 你自己听我节目也知道吗
[00:35:51] 我很常受人家影响
[00:35:52] 人家跟我讲什么
[00:35:53] 好啊试试看看啊
[00:35:54] 就好奇
[00:35:55] 好奇心太高
[00:35:55] 就会这样子
[00:35:56] 那对
[00:35:57] 我还蛮喜欢我自己的
[00:35:58] 那个Baby Shark的刺情
[00:35:59] 那只是当然
[00:35:59] 这个安哥会不会之后
[00:36:00] 再叫我去
[00:36:01] 其实他们没有叫我去
[00:36:03] 那时候我就是看
[00:36:03] 我大儿子很喜欢Baby Shark
[00:36:04] 所以我就搞了一个Baby Shark
[00:36:06] 那非常有用
[00:36:06] 有用了几个月
[00:36:07] 那后来他就喜欢
[00:36:08] RoboCard Poli
[00:36:10] 那后来
[00:36:11] 就当然有一些朋友
[00:36:12] 跟我讲说
[00:36:12] 你要不要去吃一个
[00:36:13] RoboCard Poli
[00:36:13] 我觉得不要啦
[00:36:14] 我再搞下去
[00:36:15] 我就跟了Ashley一样
[00:36:16] 就手上他妈一堆
[00:36:16] 有的没有的东西
[00:36:17] 这个要看气氛
[00:36:19] 气氛队的时候
[00:36:20] 什么都有可能
[00:36:20] 会放在自己的身上
[00:36:21] 下面一位
[00:36:21] 李大头
[00:36:22] 谢谢老大
[00:36:23] 让我们好节目
[00:36:23] 可以收听爱你
[00:36:24] 我也爱你
[00:36:24] 下面一位
[00:36:25] 周杰伦搁浅
[00:36:26] 不是啊
[00:36:27] 我们这边真的
[00:36:27] 一大堆老人家
[00:36:29] 怎么这么多周杰伦粉
[00:36:30] 怎么这么多人跟我一样
[00:36:31] 都很喜欢周杰伦
[00:36:32] 他写说
[00:36:33] 我只能永远
[00:36:35] 读着对白
[00:36:37] 好
[00:36:37] 以后就唱一句就好
[00:36:38] 真的太多
[00:36:38] 这又觉得太多
[00:36:39] 就请你当做
[00:36:41] 我已不在
[00:36:42] 梦公起嘎
[00:36:42] 上次听你说
[00:36:43] 要去阿利康特买房子
[00:36:45] 后来没有下文
[00:36:46] 我这边有一群朋友
[00:36:46] 已经准备要去那边看房
[00:36:47] 那另外
[00:36:48] 在最近拉拘盘之下
[00:36:49] 我已经把手上的
[00:36:50] 中小型都解码不少
[00:36:52] 那不过光通讯
[00:36:53] 跟先进制程设备
[00:36:54] 还是非常看好
[00:36:55] 像是智茂宏进硬能
[00:36:56] 均豪惠特
[00:36:57] 虽然有减码
[00:36:58] 但还是会持续的留着
[00:36:59] 那另外CPU socket的
[00:37:00] 加折跟新唐
[00:37:01] 也会继续加码
[00:37:02] 这个一定是
[00:37:03] 我不知道
[00:37:04] 我就感觉一定是
[00:37:05] 专业在搞股票
[00:37:06] 这些东西全部都是
[00:37:07] 就是身边一些
[00:37:08] 很会搞的人
[00:37:09] 手上会有的东西
[00:37:10] 那其实之前跟大家讲的
[00:37:12] 没有盖你
[00:37:12] 就是你真的有办法
[00:37:13] 去看一个人的portfolio
[00:37:15] 就大概知道
[00:37:15] 他的一个状态
[00:37:16] 那整天在买拐股的
[00:37:17] 如果你的都是那种
[00:37:19] 超拐最拐的
[00:37:20] 代表说你可能是一个
[00:37:21] 炒股大师
[00:37:21] 可是你都是那种
[00:37:22] 各路有的
[00:37:23] 没有东西拼凑起来
[00:37:24] 你一定是乱听牌的
[00:37:25] 然后像这位
[00:37:26] 就是他一定是
[00:37:26] 在搞交易的
[00:37:27] 而且他有逻辑
[00:37:28] CPU socket的话
[00:37:29] 加折
[00:37:30] 这个确实
[00:37:31] 就是我们那时候讲说
[00:37:32] CPU的一个外溢题材
[00:37:33] 那新唐的话最好消
[00:37:34] 新唐的话就是
[00:37:35] 可能两年前的节目
[00:37:36] 就有跟大家说
[00:37:37] 那时候要做进去
[00:37:38] Google跟微软
[00:37:38] 然后大家现在
[00:37:39] 把一样的故事
[00:37:40] 再拿出来炒
[00:37:40] 然后这次就上去了
[00:37:41] 所以这个MCU的业绩改善
[00:37:43] 确实是蛮重要
[00:37:44] 那当然现在有些人说
[00:37:45] NV也要进去了
[00:37:45] 或什么的
[00:37:46] 然后再来前面的
[00:37:47] 红镜硬能
[00:37:48] 其实这都不是
[00:37:48] 一般散户会买的股票
[00:37:49] 自贸
[00:37:50] 因为一般人根本
[00:37:51] 没有办法check到这些东西
[00:37:52] 就你不会买到这些东西
[00:37:53] 那惠特的话
[00:37:55] 导致很多散户喜欢
[00:37:56] 之前在搞那个CPU
[00:37:57] 好像什么巨量转移的时候
[00:37:58] 很多人喜欢
[00:37:59] 那只是现在
[00:37:59] 可能在玩别的故事去了
[00:38:01] 所以这位兄弟
[00:38:02] 应该是我们的同业
[00:38:03] 那确实像我自己
[00:38:05] 也是把一些部位
[00:38:06] 都放到台积跟发哥去
[00:38:08] 然后就在过去阵子
[00:38:08] 都有去做
[00:38:09] 这样子一个调整
[00:38:10] 那只是当然最近的中小
[00:38:11] 因为像可能被动元件
[00:38:13] 或是一些怎么讲
[00:38:16] 比较拐的东西
[00:38:17] 我们就不要刻意
[00:38:18] 把它拿出来提了
[00:38:19] 他们还是蛮强的
[00:38:20] 所以我确实还是
[00:38:21] 有去做一些调整
[00:38:22] 因为我本来以为
[00:38:23] 中小要直接死掉
[00:38:24] 就确实那时候
[00:38:25] 就是第一波
[00:38:25] 这个金黄会消息出来的时候
[00:38:27] 中小是直接死掉的
[00:38:28] 那只是后来
[00:38:29] 中小有些又活起来
[00:38:31] 所以我们又有
[00:38:31] 再把一些资金倒下去
[00:38:32] 但现在确实是一个
[00:38:33] 高低配的状态
[00:38:34] 应该蛮多人的想法
[00:38:35] 你看这些做交易的
[00:38:36] 很多想法真的都一样
[00:38:37] 这就是为什么
[00:38:38] 有时候会出现一些
[00:38:39] 可能大家都杀在同一个地方
[00:38:40] 大家都追在同一个地方
[00:38:41] 因为大家想法会同质化
[00:38:43] 这时候就要试着去
[00:38:44] 预判你的预判
[00:38:45] 我要去猜你在干嘛
[00:38:46] 那你肯定会在猜我在干嘛
[00:38:47] 之类的
[00:38:48] 那也希望你交易顺利
[00:38:49] 下面一位
[00:38:50] Inic
[00:38:51] 不要花钱买会员
[00:38:52] 我是忠实散户
[00:38:53] 不乱下车
[00:38:54] 爱蹭主力巴巴的车
[00:38:55] 那另外想要问主委
[00:38:56] 德国律师这家
[00:38:57] 德律
[00:38:58] 这家怎么有点众说分音
[00:39:00] 有些人说175合理
[00:39:01] 有些人说750
[00:39:02] 那才正常话说
[00:39:03] 加进GG的供应链是真的吗
[00:39:06] 加上在地的话
[00:39:07] 应该还有空间
[00:39:07] 话说脑袋会出现
[00:39:08] 画面真的有点困扰
[00:39:09] 我听到同柱剧转
[00:39:11] 第一个想到是超大根的同柱
[00:39:13] 统计批言旋转
[00:39:14] 那这样的我还有救吗
[00:39:15] 爱您
[00:39:16] 这个单一持股
[00:39:17] 我们就不去评论了
[00:39:18] 其实问题要有点艺术
[00:39:19] 你要问我说
[00:39:20] 一个族群
[00:39:21] 一个想法
[00:39:22] 这个我就会跟你回答
[00:39:23] 但是你直接问单一个标的
[00:39:24] 我就不敢回答
[00:39:25] 因为回答完之后
[00:39:25] 你就看到股票讨厌局
[00:39:27] 开始说什么
[00:39:27] 这个是什么
[00:39:28] 古埃梦工在推的标的
[00:39:30] 我超级讨厌
[00:39:31] 而且很多时候
[00:39:32] 你知道是这样吗
[00:39:32] 就是说赚钱不干你的事
[00:39:34] 赔钱打破要罚
[00:39:35] 像前阵子
[00:39:37] 某一个玻璃机版的公司
[00:39:38] 就有一个账号
[00:39:39] 因为我朋友每次都会丢给我
[00:39:41] 那个账号就是
[00:39:41] 只要跌
[00:39:42] 就会出来讲说什么
[00:39:43] 他又在出货了
[00:39:44] 你看他收割
[00:39:46] 追踪我分点
[00:39:47] 不是啦
[00:39:47] 他妈滞胀了是不是
[00:39:48] 你觉得我他妈
[00:39:49] 我会全部钱都放同一个分点吗
[00:39:51] 我也知道你们知道
[00:39:51] 我的分点是什么
[00:39:52] 我也知道
[00:39:53] 我自己Google都知道
[00:39:53] 你们会查我的分点
[00:39:54] 当我是白痴是不是
[00:39:56] 然后他们就
[00:39:57] 你看他又在收割别人
[00:39:58] 其实不是啦
[00:39:59] 因为那些分点里面
[00:39:59] 也会有别人的存在
[00:40:01] 然后再来就是
[00:40:02] 每次跌下来
[00:40:02] 就在那边一直狂洗狂干狂骂
[00:40:04] 然后现在骂全部都在右上角
[00:40:06] 全部都喷超远的
[00:40:07] 这些人也不会出来道歉
[00:40:08] 他们就换一个账号
[00:40:09] 所以我真的很讨厌这种
[00:40:10] 就这样不要来问我单一标的
[00:40:12] 我尽量都要避免
[00:40:13] 像上次我不小心在那边讲说
[00:40:15] 我觉得台积电
[00:40:17] 这个投信这样搞下去
[00:40:18] 这个蛮有机会的
[00:40:19] 然后讲完之后
[00:40:20] 我后来发现说
[00:40:20] 对啊
[00:40:21] 为什么要讲这种话
[00:40:21] 我讲这种话
[00:40:22] 我是帮自己找麻烦的
[00:40:23] 以后我们都经常讲一个
[00:40:24] 大趋势就好
[00:40:25] 下面一位
[00:40:25] 是梦工Chika
[00:40:27] 还是梦工钱贵
[00:40:28] 两个月前在这边点的暗号
[00:40:30] 发现大家也在留言区
[00:40:31] 无情点歌
[00:40:32] 感谢各位同好
[00:40:33] 那想起梦工用基隆马来的声音说
[00:40:35] 大家好
[00:40:36] 我是2026KKBOX
[00:40:37] 年度百大风云歌手
[00:40:39] 第101位
[00:40:40] 101位就出局了
[00:40:43] 那最后想问
[00:40:44] 现在AI是用抹布
[00:40:46] 不用剥线布了吗
[00:40:47] 那怎么只有数值
[00:40:48] 涨到一关再关
[00:40:49] 这个有时候就是一个气氛问题
[00:40:51] 像前面的产物
[00:40:52] 你说产物不好吗
[00:40:53] 没有不好
[00:40:54] 但就是市场暂时不喜欢
[00:40:55] 所以一般这种
[00:40:56] 我们就会等到他有表态
[00:40:58] 我们再来考虑
[00:40:58] 那数值的话
[00:41:00] 对大家朝来国金化双剑
[00:41:02] 好像是大家的宠儿
[00:41:03] 没错
[00:41:04] 那波线布
[00:41:04] 比较少人在讨论
[00:41:05] 确实是这样
[00:41:06] 它有一个资金的轮动效果在
[00:41:08] 下面一位
[00:41:08] 拉链卡到
[00:41:09] 原来股市会跌
[00:41:10] 老公怎么看台股的光通族群
[00:41:12] 只是小坡通
[00:41:13] 还是行情暂时休息
[00:41:14] 美股的光通持续创高
[00:41:15] 台股的光通持续软爬爬
[00:41:17] 这个也不想讲
[00:41:18] 太多暗示性的言论
[00:41:19] 可是你看前面
[00:41:20] 台股的记忆体
[00:41:22] 也是走速人家
[00:41:26] 太多了
[00:41:27] 所以就是说
[00:41:28] 百花齐放的状况之下
[00:41:30] 资金又是有限的
[00:41:31] 那有些东西
[00:41:31] 可能就没有办法跟上
[00:41:32] 国外的一些主流题材
[00:41:34] 但我们其实一直都有东西
[00:41:35] 在作动
[00:41:35] 那我们作动的东西
[00:41:37] 甚至有些是跑在海外的前面
[00:41:38] 所以不一定是完全联动
[00:41:40] 但对
[00:41:41] 我觉得这样的观察
[00:41:41] 是还OK的
[00:41:42] 就像他可能
[00:41:42] 美股的光通假设持续好的话
[00:41:44] 那后面搞不好
[00:41:44] 台股的光通
[00:41:45] 又再一次的醒过来
[00:41:46] 这是有可能的
[00:41:47] 下面一位
[00:41:47] Funk
[00:41:48] 梦公大您好
[00:41:49] 我是去年四月股灾下
[00:41:51] 开始认真听你节目
[00:41:52] 那真的是你的节目
[00:41:56] 我同时也是双宝妈
[00:41:58] 听您清晰的逻辑
[00:41:59] 跟分享生活点滴
[00:42:00] 尝试我老公的
[00:42:01] 跟老公的话题来源
[00:42:02] 老公跟弟弟
[00:42:03] 都是你的忠实听众
[00:42:04] 希望借您的金口祝福
[00:42:06] 5月3号生日的老公远园
[00:42:07] 跟5月8号生日的弟弟小景
[00:42:09] 生日快乐
[00:42:10] 你们是苗苗可可
[00:42:11] 最棒的后盾
[00:42:12] 全家人的感情越来越好
[00:42:14] 是我珍惜的
[00:42:15] 祝老公股市长龙
[00:42:16] 弟弟的工作越欢越好
[00:42:17] 也祝福听众
[00:42:18] 跟Lisa
[00:42:19] 梦公
[00:42:20] 诺雅
[00:42:20] 奇安
[00:42:21] A君
[00:42:21] 秋口
[00:42:22] 何嘉平
[00:42:22] 非常感谢
[00:42:23] 全家都祝福到了
[00:42:24] 希望你们顺利平安
[00:42:25] 下面一位Adam
[00:42:26] 梦公你好
[00:42:27] 我大学认识一个学妹
[00:42:28] 他当时有男友
[00:42:29] 后来聊天聊到
[00:42:31] 发现彼此晕船了
[00:42:32] 有一次他来我家
[00:42:34] 我们除了没有放进去
[00:42:35] 其他该看的都看了
[00:42:36] 从那天起
[00:42:36] 学妹就对我很冷淡
[00:42:38] 后来他们分手
[00:42:39] 我以为会有机会
[00:42:41] 后来他有男友也结婚了
[00:42:42] 我知道我放不下的
[00:42:44] 别人已经放进去了
[00:42:45] 可以用川普的语音包
[00:42:46] 祝他早日离婚
[00:42:47] 我不要去帮你照这个念
[00:42:49] 我只能够说
[00:42:49] 在感情的探索之中
[00:42:51] 有时候就是会
[00:42:52] 可能被鬼牵走之类的
[00:42:54] 所以他觉得说
[00:42:55] 在你家跟你坦诚相见
[00:42:57] 他不一定是爱上你
[00:42:58] 他可能只是缠你的美色
[00:43:00] 你可能是爱上他
[00:43:01] 你是纯爱党
[00:43:02] 人家可能只是说看你帅
[00:43:04] 所以想跟你玩一下而已
[00:43:05] 所以他才会在
[00:43:06] 他可能分手之后
[00:43:07] 他不是第一个来找你
[00:43:08] 他就立刻去找别人
[00:43:09] 因为你只是一个
[00:43:10] one night stand
[00:43:11] 即便你们可能
[00:43:11] 没有放进去
[00:43:12] 但就是一个one night stand
[00:43:14] 就是一次性的东西
[00:43:15] 这个我是可以理解的
[00:43:16] 因为这个世界上
[00:43:17] 当然我后来
[00:43:18] 长大之后才发现说
[00:43:18] 这个世界很大
[00:43:19] 我错过的东西很多
[00:43:20] 因为看自己身边一些朋友
[00:43:21] 多才多自
[00:43:22] 我是不会羡慕
[00:43:23] 老实讲真的不会羡慕
[00:43:24] 因为那个也蛮复杂的
[00:43:25] 一没搞好
[00:43:26] 自己的AUM就少一半
[00:43:27] 只是看了人家生活之后
[00:43:29] 就会知道说
[00:43:29] 真的这个是一个
[00:43:31] 很多元的世界
[00:43:32] 什么人都有
[00:43:32] 一样米养白养人
[00:43:34] 对
[00:43:35] 就是有些人
[00:43:35] 他不一定像你是纯情的
[00:43:37] 所以你就不要想太多
[00:43:38] 你就去找下一个
[00:43:39] 下面一位
[00:43:40] Jack Chang
[00:43:41] 孟公
[00:43:41] 我爱你
[00:43:42] 小弟是希望以后
[00:43:44] 能够成为ER的经济系大四神
[00:43:46] 正在为了米平太晚
[00:43:48] 发现自己想往这个方向的发展
[00:43:50] 因此没有机会实习
[00:43:51] 又不断累积作品跟学习中
[00:43:53] 毕业后会去法国交换一学期
[00:43:55] 除了一元走走看看的孟之外
[00:43:57] 也可以提升自己在未来
[00:43:59] 人事相关事务的决策品质
[00:44:01] 真的是一举两得
[00:44:02] 呵呵
[00:44:02] 那虽然知道孟公不喜欢拜神
[00:44:05] 但我还是会觉得
[00:44:06] 你是我的偶像
[00:44:06] 做决策也会部分参考
[00:44:08] 那如果说孟公会怎么做的
[00:44:10] 这种想法
[00:44:11] 那希望能够在未来接近你
[00:44:13] 然后超越你
[00:44:14] 告白大会结束
[00:44:15] 祝孟公去赶一家
[00:44:16] 平安健康
[00:44:17] Lisa上Podcast
[00:44:18] 平反安科大力金刚腿
[00:44:19] 那么我不再苦苦
[00:44:20] 秋果继续干你娘爱你
[00:44:22] 我还是觉得
[00:44:23] 大家尽量不要去
[00:44:24] 把我的想法
[00:44:25] 放到自己的生活里面
[00:44:26] 因为我是一个
[00:44:27] 我觉得蛮奇怪的人
[00:44:29] 确实是这样子
[00:44:30] 就我自己的老婆
[00:44:31] 或是我身边一些朋友
[00:44:32] 都会这样讲
[00:44:32] 就是自己的那妈怪咖
[00:44:33] 所以一个怪咖的想法
[00:44:35] 到底可不可以
[00:44:36] 拿来当成是一种
[00:44:37] 判断的标准
[00:44:38] 可能很难
[00:44:39] 但我觉得最近的一些想法
[00:44:40] 或许可以
[00:44:41] 所以我之前在Fresh上面
[00:44:43] 不是我自己看
[00:44:43] 就有朋友会转贴给我
[00:44:44] 反正就是有一个人
[00:44:45] 就发文说
[00:44:46] 孟公的三观很好
[00:44:47] 什么的
[00:44:48] 希望男友
[00:44:49] 也要是收听古来的
[00:44:51] 就是三观就可以去做校正
[00:44:52] 然后下面一个人讲说
[00:44:53] 你喜欢的并不是
[00:44:54] 真正的先鸣公
[00:44:55] 你喜欢的是
[00:44:56] Lisa调教过后的先鸣公
[00:44:57] 哇这个人真是厉害
[00:45:00] 讲得完全正确
[00:45:01] 因为如果没有经过
[00:45:02] 我老婆的调整的话
[00:45:04] 其实我觉得我是一个
[00:45:05] 就真的是很锐利的人
[00:45:07] 然后甚至是
[00:45:08] 就绝对是很难相处
[00:45:09] 然后在路上
[00:45:10] 我也跟大家讲过
[00:45:10] 我会怒怒
[00:45:11] 我开车是很常很不爽的
[00:45:12] 所以我直接怎样
[00:45:13] 我就不开了
[00:45:14] 叫我老婆开
[00:45:14] 因为我开车
[00:45:15] 我看到那种你不让我的
[00:45:16] 或是我打方向灯
[00:45:17] 然后你就硬要来切
[00:45:18] 我像之前有一个
[00:45:19] autobus
[00:45:20] 我也不知道他为什么
[00:45:20] 他想要拦我
[00:45:21] 他想用autobus
[00:45:22] 拦我车子
[00:45:23] 我就是
[00:45:24] 就不要讲我大概
[00:45:25] 做了什么事情
[00:45:26] 反正我就让他知道说
[00:45:27] 我绝对是比你更不要命
[00:45:29] 你要死我就跟一起死
[00:45:30] 我甚至
[00:45:31] 我先把你弄死之后
[00:45:32] 然后我再看我怎么样下去
[00:45:33] 反正我会有一些
[00:45:34] 比较冲的想法
[00:45:36] 然后后来
[00:45:37] 我认为就是在家庭
[00:45:39] 或是
[00:45:39] 太太的协助之下
[00:45:41] 真的蛮多东西都改变了
[00:45:42] 好像现在
[00:45:42] 如果我今天过马路
[00:45:44] 计程车不让我
[00:45:45] 每次都计程车
[00:45:45] 不知道为什么
[00:45:46] 那他直接硬要切的话
[00:45:47] 现在是不敢了
[00:45:48] 因为现在你被人家拍到
[00:45:50] 你要去罚钱家
[00:45:51] 好像上课要上
[00:45:51] 六个小时
[00:45:52] 我听国动讲
[00:45:53] 国动整天在弄
[00:45:54] 那个检举系列
[00:45:55] 干超好笑的
[00:45:55] 所以现在不敢了
[00:45:56] 可是以前就是
[00:45:57] 我觉得我过马路
[00:45:58] 然后你不让我
[00:45:59] 或是说我带着小孩
[00:46:00] 我觉得我有一个
[00:46:01] 重要的东西在身边
[00:46:02] 你不让我刚好
[00:46:03] 我叫你下车
[00:46:04] 我说你到底想怎样
[00:46:05] 可是我现在都会
[00:46:06] 尽量去避开这些东西
[00:46:07] 所以其实我觉得
[00:46:07] 现在的自己
[00:46:09] 然后大家看的
[00:46:10] 觉得比较舒适
[00:46:11] 因为就被我老婆调整过
[00:46:12] 就用以前的我讲
[00:46:13] 我现在就是一个
[00:46:14] 粉红娘炮
[00:46:14] 我现在就是一个
[00:46:15] 粉红色的娘炮
[00:46:16] 但这个可能是
[00:46:17] 就是比较符合
[00:46:18] 社会的一个预期
[00:46:19] 所以我也不确定
[00:46:20] 说你学到的判断
[00:46:21] 是现在这个判断
[00:46:22] 还是之前那种
[00:46:23] 死了算了的判断
[00:46:23] 我自己是觉得
[00:46:25] 死了算了的判断
[00:46:26] 在我自己的工作上面
[00:46:27] 帮助我非常大
[00:46:28] 所以甚至我老婆
[00:46:30] 有时候叫我去吞药
[00:46:31] 之前讲说
[00:46:32] 反正我有一些
[00:46:33] 那种注意力不集中
[00:46:34] 吃药之后你会很chill
[00:46:35] 我就故意不要吃
[00:46:36] 为什么
[00:46:36] 因为我就是要
[00:46:36] 有那种爆炸性的想法
[00:46:38] 我就可以把我的工作做好
[00:46:39] 就可以把很多事情做好
[00:46:40] 因为我就是那种
