[00:00:00] 欢迎收听古爱,我是沈梦公
[00:33:09] 给属说
[00:33:09] 会觉得说
[00:33:10] 我不知道
[00:33:10] 我真的对这种
[00:33:11] 就是跑一去爬学
[00:33:12] 真的我觉得你们那妈
[00:33:13] 都怪怪的
[00:33:14] 像李奥纳多
[00:33:15] 这样可能也怪怪的
[00:33:16] 金城武说AMD yes
[00:33:18] 真的是yes
[00:33:19] 下面一位
[00:33:19] B我都念拽
[00:33:21] 其实不用骂到人家妈妈
[00:33:22] 客家人还有嘴子
[00:33:24] 拽子可以骂
[00:33:25] 印象中也是说
[00:33:25] 别人蠢
[00:33:26] 傻蛋之类的
[00:33:27] 那肯请梦工去卡
[00:33:28] 帮我的女儿取英文名字
[00:33:29] 可心
[00:33:30] 打算取Kathy
[00:33:31] 或是Kelsey之类的
[00:33:33] 那最后祝梦工绩效
[00:33:35] 喷发继续大传
[00:33:36] 一家健康
[00:33:37] 平安
[00:33:38] 诺雅安哥
[00:33:38] 快乐成长
[00:33:39] 我觉得这两个都可以
[00:33:39] 因为这两个
[00:33:40] 跟他的名字是有效
[00:33:41] 那这个名字取得真好
[00:33:42] 可心
[00:33:43] 民中带新的
[00:33:44] 都会发财
[00:33:45] 这些做芯片的
[00:33:46] 有什么
[00:33:46] 四星KY
[00:33:47] 训星KY
[00:33:49] 全部都是标国
[00:33:50] 这个好名字
[00:33:50] 小敏位
[00:33:51] 好好活着
[00:33:52] 才能够花自己的钱
[00:33:53] 孟工你好
[00:33:53] 五星好评一声推
[00:33:55] 小韭菜五年来
[00:33:56] 在海外券商
[00:33:57] 从台币500滚到2500
[00:33:59] 中间未曾汇回台湾
[00:34:00] 也未曾申报海外所得
[00:34:01] 请问你每年会固定
[00:34:03] 申报海外所得吗
[00:34:04] 即使没有汇回来
[00:34:05] 也会每年申报
[00:34:06] 75万海外所得吗
[00:34:07] 今年开始付委托
[00:34:08] 不料目前已经有
[00:34:08] 未实现600
[00:34:09] 以目前的形态
[00:34:10] 也不敢保证
[00:34:11] 今年不会再买卖
[00:34:12] 那就算卖掉再买
[00:34:14] 也可能会有再卖
[00:34:15] 感觉会超过750的上限
[00:34:17] 是否没有办法
[00:34:19] 一定会被客海外所得
[00:34:20] 谢谢您的解惑
[00:34:21] 简单来讲
[00:34:22] 就是说
[00:34:23] 中华民国国税局
[00:34:24] 其实也蛮厉害的
[00:34:25] 现在报税软体很方便
[00:34:27] 按两下
[00:34:27] 就把你的钱
[00:34:28] 直接给拿走
[00:34:29] 真的非常厉害
[00:34:30] 我们的报税软体
[00:34:30] 非常的强大
[00:34:31] 他们要去查你税的话
[00:34:33] 也是有很多种方法
[00:34:34] 所以给大家最忠实的建议
[00:34:36] 就是诚实纳税
[00:34:37] 该缴就是得缴
[00:34:38] 就当成是
[00:34:39] 你帮忙铺一下
[00:34:40] 你家门口的路或什么的
[00:34:41] 简单来讲就是说
[00:34:42] 你要试着去忽略它
[00:34:43] 像我们自己平常去
[00:34:45] 缴出去的税
[00:34:45] 你说什么鼓励税
[00:34:46] 缴出去会痛或什么
[00:34:47] 但你知道最痛的什么
[00:34:48] 最痛的就是
[00:34:49] 当然你去看你的证交税
[00:34:50] 证交税有时候查下去
[00:34:51] 我都不知道说
[00:34:52] 已经缴这么多税
[00:34:53] 人家还说什么
[00:34:54] 做股票都没有缴税
[00:34:55] 屁啦
[00:34:55] 做股票他妈缴一大堆的税
[00:34:57] 缴超级多的税
[00:34:58] 所以简单来讲就是说
[00:35:00] 你就言不见为警
[00:35:01] 就当成是某一种交易成本
[00:35:02] 每个国家都有它的
[00:35:04] 难题存在
[00:35:05] 以美国这边来说的话
[00:35:07] 你去做短线的抽插
[00:35:08] 你身为美国人
[00:35:09] 你就是被课
[00:35:09] 以台湾这边来讲的话
[00:35:11] 有趣的是
[00:35:12] 我们竟然没有资本利得税
[00:35:14] 这个是非常好的一件事情
[00:35:15] 但是我们有交易税
[00:35:15] 我们有海外的所得税
[00:35:17] 所以该报都是要报
[00:35:18] 如果说金额已经偏大的话
[00:35:19] 建议你去找会计师
[00:35:20] 他们会有一些方法
[00:35:21] 合法的去帮你做结税
[00:35:23] 有些东西
[00:35:25] 你是直接问会计
[00:35:26] 因为我也不好去把
[00:35:27] 像自己认识的会计
[00:35:28] 或是我自己的会计
[00:35:29] 跟我讲我可以怎么样做
[00:35:30] 在这边公开的分享
[00:35:31] 我觉得说
[00:35:32] 这感觉是帮自己找麻烦的事情
[00:35:33] 就去找专业人士
[00:35:34] 他一定会去协助你
[00:35:35] 一般来讲
[00:35:36] 你花出的钱
[00:35:37] 一定会比你
[00:35:38] 最后面赚到的钱
[00:35:39] 来得少很多很多
[00:35:40] 这是一个
[00:35:41] 该付出的一个
[00:35:42] 付人的成本
[00:35:43] 当你已经是要去考虑
[00:35:44] 税问题的时候
[00:35:45] 你就必须要去付这个成本
[00:35:46] 去买一个保护费
[00:35:48] 这个非常重要
[00:35:49] 下面一位
[00:35:49] Will
[00:35:50] 梦公乞家
[00:35:51] 不是啊
[00:35:51] 这不是乞家
[00:35:52] 这是China
[00:35:53] China
[00:35:54] China
[00:35:55] China
[00:35:56] 留言密码测试
[00:35:57] 祝大家天天开心
[00:35:59] 健康平安快乐
[00:35:59] 仙女妈妈我们爱你
[00:36:00] 爱你
[00:36:00] 下面一位
[00:36:01] Ember
[00:36:01] 梦公我老公的老公
[00:36:03] 梦公China
[00:36:03] 老公是您的忠实听众
[00:36:05] 今年要考内科专科医师考试了
[00:36:08] 请你用肌肉猛男人声音
[00:36:09] 跟他说
[00:36:09] 快去念书
[00:36:10] 不要再滑手机了
[00:36:11] 祝桂园
[00:36:13] 新歌内专考试顺利
[00:36:15] 继续在ICU好好的顾病人
[00:36:18] 白超Q老婆
[00:36:19] 希望这位兄弟
[00:36:21] 可以顺利的考试通关
[00:36:22] 下面一位
[00:36:23] Lee
[00:36:23] 梦公好
[00:36:24] 我是二宝爸
[00:36:25] 谢谢你推的修理科礼盒
[00:36:26] 让我老婆非常的开心
[00:36:27] 那希望祝你
[00:36:28] 三胎生女
[00:36:29] 全家平安
[00:36:30] 也希望借你的金口
[00:36:31] 向妈祖祈求我的两个小孩
[00:36:33] 悠悠跟优弟快乐长大
[00:36:35] 再用川普的声音
[00:36:36] 谢谢我的老婆
[00:36:37] Debbie
[00:36:38] It's very good to have you
[00:36:39] 好那下面一位
[00:36:40] 小明
[00:36:41] 废办在本梦比
[00:36:42] 台积在本益比
[00:36:43] 这种心态就像是
[00:36:44] 临死心水的公务员看到
[00:36:46] 拿业绩奖金的业务一样复杂
[00:36:48] AMD
[00:36:48] INT
[00:36:49] 挂号股东
[00:36:50] 看我们满手台积的
[00:36:51] 就像是跑业务的同学
[00:36:52] 去嘲笑当医生的第一名
[00:36:54] 回答跟台积
[00:36:55] 跟上废办的时候
[00:36:56] 是否就是我脱单的时候
[00:36:57] 梦工大我又来玩了
[00:36:59] 脱单捐六个月的薪水
[00:37:00] 这数字不是乱喊的
[00:37:02] 那因为朋友七位数取外配
[00:37:04] 没三个月就跑了
[00:37:05] 我这六个月的薪水
[00:37:06] 如果能够捐出去
[00:37:07] 那真的就谢天
[00:37:08] 谢神
[00:37:09] 谢梦工了
[00:37:10] 那希望这个地方的善男
[00:37:12] 可以很快的找到他的对象了
[00:37:14] 那确实是台积电
[00:37:15] 他严格上来说
[00:37:17] 在整个AI的category里面
[00:37:20] 其实他跟NVIDIA一样
[00:37:21] 他们都是属于说
[00:37:22] 在业界非常耀眼的存在
[00:37:24] 但他们却是交易在
[00:37:26] 一个便宜的数字
[00:37:27] 这就有点类似说
[00:37:28] 因为我这一波去搞被动元件的时候
[00:37:30] 我也是一排都直接上去
[00:37:32] 那最后面
[00:37:34] 我觉得基本面没有最强的
[00:37:35] 我跟一个朋友聊天的时候
[00:37:36] 我讲一个超北烂的
[00:37:37] 我就说
[00:37:37] 我有去
[00:37:38] 我就贴我一个截图
[00:37:40] 因为刚好就超底
[00:37:41] 有买在前一天
[00:37:42] 在回档的时候的
[00:37:43] 一个蛮好的位置
[00:37:44] 我说我刚好去帮他
[00:37:45] 做一个档墙
[00:37:46] 我有去买
[00:37:47] 然后他就跟我讲说
[00:37:48] 为什么你会在这时候加码这一支
[00:37:50] 形态看起来是不太好
[00:37:51] 为什么你会买它
[00:37:52] 是不是你觉得
[00:37:53] 它基本面很好
[00:37:54] 什么时候
[00:37:54] 没有
[00:37:54] 我觉得它基本面
[00:37:55] 跟我买的其他的某一支
[00:37:57] 某几支
[00:37:58] 我觉得没有这么好
[00:38:00] 那只是你知道
[00:38:01] 那就像说那种巷口的阿嬷店
[00:38:03] 手指会插到面里面的
[00:38:04] 它不一定是很好吃的东西
[00:38:06] 可是你偶尔就是会想要吃一下
[00:38:08] 十字无语
[00:38:08] 气质可惜
[00:38:09] 还是配一点
[00:38:09] 结果这种东西
[00:38:10] 他妈嘴盆
[00:38:11] 连续好几根涨停
[00:38:11] 后来就好几根涨停
[00:38:12] 那你也买不多
[00:38:13] 所以就
[00:38:14] 没有在上面赚很多钱
[00:38:15] 所以我觉得市场
[00:38:16] 蛮多时候真的会长这样
[00:38:17] 就是你会
[00:38:18] 怎么讲
[00:38:19] 在短期内注意到一些
[00:38:20] 它可能是在
[00:38:22] 共识上面
[00:38:23] 或是fundamental
[00:38:24] 没有这么好的东西
[00:38:25] 可是它却潮盆
[00:38:26] 但一般拉长来看
[00:38:27] 基本面好的东西
[00:38:29] 才是真的会一路走
[00:38:30] 走最远的
[00:38:31] 它即便在短期
[00:38:31] 可能看起来是
[00:38:32] 被冤枉了
[00:38:33] 被委屈了
[00:38:34] 当然本来市场就是这样子
[00:38:36] 没有办法
[00:38:36] 那刚刚那个
[00:38:37] 突然间蹦一程
[00:38:38] 说我小儿子
[00:38:39] 不知道怎么跑来撞我的门
[00:38:40] 他跑来撞门
[00:38:41] 然后开始在那边哭了
[00:38:42] 那现在已经安定
[00:38:44] 所以一位
[00:38:44] CJ
[00:38:45] 最近得知
[00:38:46] 同事的孩子
[00:38:47] 得了一个叫做
[00:38:48] Soothbrain的
[00:38:49] 极罕见先天脑病
[00:38:51] 宝宝的大脑表面
[00:38:52] 跟保龄球一样
[00:38:53] 完全光滑
[00:38:54] 没有皱折
[00:38:55] 主要的症状是
[00:38:56] 严重发展迟缓
[00:38:57] 一岁了
[00:38:58] 还没有办法正常地做起
[00:38:59] 癫痫吞咽困难
[00:39:00] 头小肌肉异常
[00:39:01] 多数的孩子
[00:39:02] 活不过十岁
[00:39:03] 这样告诉说的听众
[00:39:05] 我们常常
[00:39:05] 所谓的烦恼
[00:39:06] 可能跟这种状况
[00:39:07] 比真的不值得一提
[00:39:08] 换个心态
[00:39:09] 或许人生
[00:39:10] 能够有不一样的滋味
[00:39:12] 那另外这件事情
[00:39:13] 给我一个启发
[00:39:14] 我现在觉得
[00:39:15] 骂人脑残
[00:39:16] 智障
[00:39:17] 低能儿
[00:39:18] 可能都不如骂干你娘
[00:39:19] 干你娘的程度
[00:39:20] 可谓是轻太多了
[00:39:21] 股票都完美股
[00:39:22] 满手AI
[00:39:23] 感觉要糟天浅的爽
[00:39:26] 唯一买的台股
[00:39:26] 6451
[00:39:27] 一买就跌30%
[00:39:28] 不过我觉得还好
[00:39:29] 感觉有底子
[00:39:30] 和题材都底
[00:39:31] 那如果最终爆喷的话
[00:39:33] 买贵几十块小事情
[00:39:35] 那最后请用
[00:39:36] 跟儿子高八度的声音说
[00:39:38] 我现在已经比较少了
[00:39:40] 我会尽量用那种
[00:39:41] 成熟男人的声音
[00:39:42] 跟孩子说话
[00:39:43] 就说愿大家平安健康
[00:39:45] 身体真的是最重要的
[00:39:46] 你各位
[00:39:47] 这位兄弟讲的东西
[00:39:48] 其实跟我前几天
[00:39:50] 在那边划短影
[00:39:51] 看到的一个影片
[00:39:52] 有点像
[00:39:53] 然后他就是
[00:39:54] 反正就一些快速剪接
[00:39:55] 然后一脸那种
[00:39:56] 忧郁装逼的样子
[00:39:57] 可是他写的内容
[00:39:58] 蛮有趣
[00:39:58] 他就说
[00:39:59] 曾经你以为
[00:40:00] 搬出家里就会快乐
[00:40:02] 曾经你以为
[00:40:03] 自己开始工作
[00:40:04] 赚到第一笔钱
[00:40:05] 就会快乐
[00:40:05] 曾经你以为
[00:40:06] 当你的存款
[00:40:07] 有100万的时候
[00:40:08] 你就会快乐
[00:40:09] 曾经你以为
[00:40:10] 当你今天终于
[00:40:11] 找到一个人结婚
[00:40:12] 你就会快乐
[00:40:13] 可是各位摸摸自己的软蛋
[00:40:14] 问你自己
[00:40:15] 你现在是不是
[00:40:15] 整天在那边抱怨说
[00:40:16] 你可能没有很快乐
[00:40:17] 或是你没有很满足
[00:40:18] 那再来他另外一个影片
[00:40:20] 也是类似的一个东西
[00:40:21] 虽然看起来很像干片
[00:40:22] 可是某个程度上有点到
[00:40:23] 我就想说
[00:40:24] 你会抱怨你的工作
[00:40:26] 代表你至少有工作
[00:40:27] 一堆人是没有工作
[00:40:28] 你会抱怨你的食物
[00:40:29] 代表你至少有地方
[00:40:30] 可以坐着吃东西
[00:40:31] 一堆人是没有东西可以吃
[00:40:33] 所以你可以抱怨
[00:40:34] 就代表说
[00:40:34] 其实你已经自己拥有了
[00:40:35] 所以真的是有时候
[00:40:36] 这是一个心理上
[00:40:37] 要去讨论的东西
[00:40:38] 最近真的是在
[00:40:40] 股票里面的市场
[00:40:40] 很多都赚到反掉
[00:40:41] 像我们今天
[00:40:42] 就是跟几个市场的巨二
[00:40:46] 在里面可能稍微聊天一下
[00:40:48] 然后就聊到说
[00:40:49] 简单讲就是说
[00:40:50] 反正这一波真的很多人
[00:40:51] 他在短短一段时间
[00:40:52] 就赚超级无敌多的钱
[00:40:54] 我就说各位的大屌
[00:40:57] 等到你们可能突破了
[00:40:59] 台湾的富豪百大之后
[00:41:01] 如果你们有要盖皇宫的话
[00:41:03] 可以让小弟去参观一下
[00:41:05] 就有一位就想说
[00:41:07] 他稍微的捞一下资料
[00:41:08] 好像要突破百大的话
[00:41:10] 只要有个两三百亿就好吧
[00:41:12] 他讲完之后
[00:41:13] 我就想说
[00:41:14] 其实那个跟想象中的数字
[00:41:15] 比起来好像是低蛮多的
[00:41:17] 其中一个大哥就直接讲说
[00:41:18] 你看这个就叫价值观偏差
[00:41:20] 就现在行情好到
[00:41:21] 大家都会觉得说
[00:41:22] 好像发财赚钱是很容易的事情
[00:41:24] 一般我们的经验
[00:41:25] 我们知道这样子
[00:41:26] 就是后面一定会罚你
[00:41:28] 只是我觉得大家都想要
[00:41:30] 做到最后一刻
[00:41:30] 像最近不是
[00:41:31] 已经有很多券商是
[00:41:33] 晴天收散
[00:41:34] 他不是雨天收散
[00:41:34] 他晴天就先收散
[00:41:35] 他不让你去做延展
[00:41:37] 他不让你去借更多钱
[00:41:39] 就连我自己的一些户头
[00:41:40] 最近有新开的
[00:41:42] 要叫他把我信用额度开高
[00:41:43] 都没有办法
[00:41:44] 会锁一个上线
[00:41:45] 他说能够给你开这样
[00:41:46] 其实已经很好
[00:41:47] 因为下一堆地方
[00:41:47] 都已经是不给开了
[00:41:48] 所以代表什么
[00:41:49] 台湾人一堆人在借钱炒股票
[00:41:51] 那这个就是
[00:41:52] 大家自己要小心
[00:41:53] 知足常乐非常重要
[00:41:55] 等到哪一天回档的时候
[00:41:56] 也要知道说
[00:41:57] 至少你曾经有赚到一笔钱
[00:41:59] 有赚到久
[00:41:59] 回一些保护费
[00:42:02] 请问梦公会常常跟Lisa聊天吗
[00:42:06] 我的另一半说
[00:42:07] 我跟他聊天都聊太浅
[00:42:08] 但我的工作跟他相反
[00:42:09] 是需要接触很多人群讲话
[00:42:11] 很耗精气神
[00:42:12] 伴侣说他需要花很大的努力
[00:42:14] 我才会想将话题往下带入分析
[00:42:17] 那想起梦公开示
[00:42:18] 怎么取得之间的平衡
[00:42:20] 谢谢您
[00:42:20] 祝全家健康平安顺心
[00:42:22] 这位兄弟完全就是问错人了
[00:42:25] 因为以小弟的状况来讲
[00:42:26] 我老婆也是很常说
[00:42:27] 我怎么都不讲话
[00:42:28] 你在节目不是怎么会讲吗
[00:42:30] 你平常怎么不讲话
[00:42:30] 那我觉得也不是因为
[00:42:32] 我节目把话都讲完
[00:42:33] 是我平常真的
[00:42:33] 话越来越少了
[00:42:35] 我觉得我以前话很多
[00:42:36] 可能我从头上是
[00:42:37] 我是一个people pleaser
[00:42:38] 我就想让大家开心
[00:42:39] 我就觉得说
[00:42:40] 不知道大家尴尬在那边
[00:42:41] 就很尴尬
[00:42:42] 所以就要讲一些笑话
[00:42:43] 就要去做一些事情或什么
[00:42:44] 但我觉得他是完全可以接受
[00:42:45] 我就是最安静的那一个人
[00:42:46] 所以我在家里
[00:42:48] 我也是不太会去讲东西
[00:42:49] 我唯一比较热衷的时候
[00:42:51] 是讲我老婆听不懂的东西
[00:42:52] 而且我可以看到
[00:42:53] 他眼中有一丝的放空
[00:42:54] 可是还是尽量的去回应我
[00:42:56] 像我刚才说
[00:42:57] 我一些研究发现或什么的
[00:42:58] 他不是特别在意
[00:42:59] 然后他就还是会听我讲
[00:43:00] 这时候他就会抱怨说
[00:43:02] 你看每次我都会听你讲话
[00:43:03] 可是我在讲话的时候你都不听
[00:43:05] 我都会说
[00:43:06] 不是啊
[00:43:06] 你跟我讲卡带山又怎么样
[00:43:08] 你都是跟我讲一些花边新闻
[00:43:10] 这些花边新闻我就真的是
[00:43:11] 就give zero shit
[00:43:13] 那他说老实说你的工作
[00:43:15] 我也是give zero shit
[00:43:16] 那这时候我就会说
[00:43:17] 没有啊我的工作是
[00:43:18] 不知道有生产力的啊
[00:43:20] 蛮酷的啊
[00:43:20] 是产业
[00:43:21] 跟我自己讲讲我也知道说
[00:43:22] 对了
[00:43:22] 某个程度上
[00:43:23] 你知道他那些花边新闻
[00:43:25] 他也是可以有生产力的啊
[00:43:26] 对吧
[00:43:26] 他也是可以你知道
[00:43:27] 有些那种娱乐圈的人
[00:43:28] 就靠这个赚钱嘛
[00:43:29] 所以他跟生产力与否
[00:43:30] 是没有什么太大关系
[00:43:31] 就只是你到底有没有用心
[00:43:32] 去听别人讲话
[00:43:33] 所以我后来会去训练
[00:43:34] 就是当我太太太讲话的时候
[00:43:35] 我尽量不要让他讲两到三次
[00:43:37] 因为有时候他真的会讲
[00:43:38] 两次到三次
[00:43:39] 很夸张
[00:43:40] 就他已经整个故事讲完
[00:43:41] 所以我说我太太是非常耐心的
[00:43:42] 他已经讲了30秒
[00:43:44] 然后我真的是突然回声说
[00:43:45] sorry应该在讲什么
[00:43:47] 然后他再讲一次
[00:43:48] 我再sorry应该在讲什么
[00:43:49] 我是真的会连续去忽略
[00:43:51] 那这不是一个好事情
[00:43:52] 这是非常坏的一个示范
[00:43:54] 但我觉得近年
[00:43:55] 我有开始慢慢的去改了
[00:43:57] 那其中一个非常有效的做法
[00:43:59] 是把自己的时间线切开来
[00:44:01] 那这个也是要非常感恩
[00:44:03] 自己有孩子之后
[00:44:04] 孩子带给我的一些改变
[00:44:05] 什么叫把时间线切开来呢
[00:44:07] 因为像我的工作是属于
[00:44:09] 基本上我非常的有弹性
[00:44:11] 所以我可能可以
[00:44:12] 明天就买机票去哪里
[00:44:13] 就像可能各位听众看到
[00:44:15] 有时候我就什么
[00:44:15] 突然间就回娘家
[00:44:16] 就两个月
[00:44:16] 或者说什么
[00:44:17] 突然间就去巴厘岛
[00:44:18] 我可以随时跑来跑去
[00:44:19] 可是交换的是怎么样
[00:44:21] 我可能到深夜都在工作
[00:44:22] 就是我虽然是有弹性的
[00:44:24] 可是我的工作量是非常大的
[00:44:25] 那我可能今天就算是
[00:44:26] 跑去巴厘岛
[00:44:27] 然后大家在Vila里面游泳
[00:44:29] 我可能还是坐在旁边
[00:44:30] 去敲我的笔电
[00:44:31] 去看一些东西
[00:44:31] 那这个就会变成说
[00:44:33] 你看起来是时间弹性跟自由
[00:44:36] 没错
[00:44:36] 可是你会在
[00:44:38] 你可能该放松的时候
[00:44:39] 你都还是在想事情
[00:44:40] 那后来是怎么样
[00:44:41] 去做一个切割
[00:44:42] 就像我就知道说
[00:44:43] 我现在晚上的某个时间点
[00:44:44] 我就一定要念故事
[00:44:45] 给我孩子听
[00:44:46] 那样的道理就是
[00:44:47] 我可能过了晚上六点之后
[00:44:48] 后来才发生说
[00:44:49] 一些大老板
[00:44:50] 他们可能在一些访问
[00:44:50] 都会提到这样子的东西
[00:44:51] 什么五点半回家之后
[00:44:52] 我就是不接公司的电话
[00:44:53] 什么的
[00:44:54] 那我觉得就是这个概念
[00:44:56] 就是你要去做一个切割
[00:44:57] 这个时间就是for家人
[00:44:58] 那所以for家人
[00:44:59] 不一定是说
[00:45:00] 你要局限于自己
[00:45:01] 我就是要听我老婆讲话
[00:45:02] 没有你可能是for你的孩子
[00:45:03] 那你老婆就一起
[00:45:04] 什么的
[00:45:04] 但至少你知道说
[00:45:05] 你有时间你是空下来的
[00:45:07] 那今天如果有人觅你
[00:45:08] 你会知道说
[00:45:08] 这个时间是神圣的
[00:45:09] 我没有办法回你
[00:45:10] 我觉得这个后来
[00:45:11] 帮助我很大
[00:45:12] 也因为这样子
[00:45:13] 我会知道说
[00:45:13] 那我他来跟我讲话的时候
[00:45:14] 那这个时间点
[00:45:15] 我不应该去想
[00:45:16] 我自己的事情
[00:45:16] 即便我觉得我的事情很重要
[00:45:17] 但他的事情也很重要
[00:45:19] 所以我认为那是一个
[00:45:20] 心态上要去改变的
[00:45:22] 他也不是说
[00:45:23] 你的工作特别忙碌
[00:45:24] 因为像我们的工作
[00:45:25] 也很忙碌
[00:45:25] 那都是某个
[00:45:26] 从事上的一个借口
[00:45:27] 是说你的工作
[00:45:28] 可能是已经是
[00:45:29] 高度渗透到你的生活了
[00:45:30] 导致你的生活跟工作
[00:45:32] 其实是已经失去平衡了
[00:45:34] 那不是说
[00:45:35] 一定要work life balance
[00:45:36] 因为我们都知道说
[00:45:37] 如果你要追求
[00:45:37] 极致卓越的话
[00:45:38] 你不会有work life balance
[00:45:40] 不会有这种东西
[00:45:41] 但至少那个平衡版
[00:45:43] 要稍微把它敲回来一点点
[00:45:44] 不然可能
[00:45:44] 最后面有七里子散吧
[00:45:46] 这个要小心
[00:45:47] 下面一位
[00:45:47] 矽谷金城武
[00:45:49] 梦工大
[00:45:49] 我的梦想是有一天
[00:45:51] 可以像梦工一样
[00:45:52] 过上真正自由自在的生活
[00:45:54] 想做什么就做什么
[00:45:55] 不用再受朝九晚五的工作束缚
[00:45:57] 而且能够至少每一季
[00:45:59] 都带着全家人出国玩
[00:46:00] 那另外想起梦工
[00:46:02] 祝我和太太
[00:46:03] 加州戏骨的Andrea
[00:46:05] 是念Andrea还是Andrea
[00:46:06] 如果念错不好意思
[00:46:08] 那六月三日结婚
[00:46:10] 八周年快乐
[00:46:11] 一路走来
[00:46:12] 辛苦老婆
[00:46:12] 异乡的陪伴跟照顾
[00:46:14] 让我两个宝贝儿子
[00:46:15] 都能够快乐长大
[00:46:16] 也祝福他早日恢复
[00:46:18] 窈窕好身材
[00:46:19] 一起迎接更美好的未来
[00:46:20] 非常正向的一个留言
[00:46:21] 看到这种东西心情就很好
[00:46:22] 那就像我刚才前面所见
[00:46:25] 提到的
[00:46:25] 对我的时间是弹性的
[00:46:27] 但某个程度上
[00:46:28] 我的时间也算是被绑死的
[00:46:30] 因为据来说
[00:46:31] 我就是每天
[00:46:32] 像我前面甚至可以
[00:46:33] 直接在某一集的开头
[00:46:35] 然后跟大家很高兴的分享说
[00:46:37] 我因为网球
[00:46:38] 我破除了
[00:46:38] 我早上一定要坐在
[00:46:40] 电脑前面的这个routine
[00:46:41] 已经不知道他妈几年了
[00:46:42] 那我因为打网球
[00:46:43] 去改变这件事情
[00:46:44] 就是心中还是会觉得
[00:46:46] 有一点罪恶感
[00:46:47] 但当下是非常开心的
[00:46:49] 所以呢
[00:46:49] 简单讲就是我们
[00:46:50] 很常去看别人生活的时候
[00:46:52] 这也不是只有各位
[00:46:53] 就像我自己也会这样
[00:46:54] 看一些大哥什么
[00:46:55] 因为我很羡慕他
[00:46:55] 这么有钱或什么的
[00:46:56] 但你可能不知道
[00:46:57] 就是别人辛苦的点在哪
[00:46:59] 那当然不知道
[00:47:00] 跟大家卖说
[00:47:00] 我很辛苦什么
[00:47:01] 意思就是说
[00:47:01] 你尽量不要去羡慕任何人
[00:47:03] 然后你要去小心
[00:47:04] 你去许的任何的愿望
[00:47:06] 你想要成为他或什么
[00:47:07] 可是你真的去变成他
[00:47:09] 或像是
[00:47:09] 我某个
[00:47:10] 从上我变成了
[00:47:11] 我小时候可能想要成为的
[00:47:12] 某一个样子
[00:47:12] 可是呢
[00:47:13] 其实跟自己想的呢
[00:47:14] 是有一点不一样的
[00:47:15] 你还是会有你的忧虑
[00:47:16] 还是会有你的难过
[00:47:18] 有你的担心或什么的
[00:47:19] 那这个就是
[00:47:19] 我们很常举的一个老题目嘛
[00:47:22] 就是那个安东尼·波登嘛
[00:47:24] 大家一定觉得说
[00:47:24] 他是全世界最好的工作
[00:47:26] 最好的生活
[00:47:26] 可是这个家伙
[00:47:28] 可能最后面心理上的
[00:47:29] 某些关卡
[00:47:29] 还是不一定过得去啊
[00:47:30] 或甚至是一些rockstar也是
[00:47:31] 你是万人膜拜的对象
[00:47:34] 你为什么会选择
[00:47:35] 去结束自己的生命
[00:47:36] 所以我觉得
[00:47:37] 在生命的追求之中
[00:47:38] 去让自己在当下
[00:47:40] 就获得快乐是很重要的
[00:47:42] 所谓的当下获得快乐
[00:47:43] 就是说
[00:47:43] 你要去欣赏
[00:47:44] 你生活中的点点滴滴
[00:47:45] 而不是整天就是
[00:47:46] 我希望变成谁
[00:47:47] 我希望可以怎么样
[00:47:48] 你可以有一个目标
[00:47:49] 可是其实生活的快乐
[00:47:50] 真的是在当下
[00:47:51] 这可能听起来很干啊
[00:47:53] 可是
[00:47:53] 好难去形容
[00:47:54] 因为类似说
[00:47:55] 我上集在聊那个酒的时候
[00:47:57] 就有提到说
[00:47:57] 那个酒商老板讲说
[00:47:58] 可能最好喝的酒
[00:47:59] 是跟一群呼群朋友
[00:48:01] 然后他妈的
[00:48:01] 在路边喝的啤酒
[00:48:03] 你当下
[00:48:04] 没有好好去感知他
[00:48:06] 是因为你可能不够成熟
[00:48:07] 可是等到
[00:48:07] 你真的可以去
[00:48:08] appreciate那个moment的时候
[00:48:10] 你已经是回不去了
[00:48:11] 或甚至最近看到
[00:48:12] 明道的一个影片
[00:48:13] 反正他在那边讲说
[00:48:14] 他钱都不会留给孩子
[00:48:15] 这个我是不认同啊
[00:48:16] 就是我觉得
[00:48:16] 留东西给孩子
[00:48:18] 没有什么不好
[00:48:18] 不用去排挤小小伙
[00:48:19] 但他讲的观念是对的
[00:48:21] 他就说
[00:48:21] 他觉得他人生最快乐的时候
[00:48:23] 是从没有钱
[00:48:24] 然后开始到有钱的
[00:48:26] 那个阶段
[00:48:26] 那最快乐
[00:48:27] 这真的是还蛮快乐
[00:48:28] 这一段时间很棒
[00:48:29] 那你真的开始
[00:48:30] 获得一些资源
[00:48:31] 你开始不用去
[00:48:32] 在这个全联去看价格的时候
[00:48:34] 你不一定会是
[00:48:35] 最快乐的时候
[00:48:35] 所以有可能你现在
[00:48:37] 就在最快乐的一个时候
[00:48:38] 你现在就是最自在的时候
[00:48:40] 那个要体会一下
[00:48:41] 像一位
[00:48:42] 看样子
[00:48:43] 应该会在国外遇见吧
[00:48:45] 不用躲在家里
[00:48:46] 哪里都不去
[00:48:46] 那请问梦工
[00:48:47] 以前动能也是短周期吧
[00:48:49] 关于你从很瘦小到
[00:48:51] 现在壮壮的经验分享
[00:48:52] 一如何改变油短做长
[00:48:54] 二怎么适应一开始回测的金额
