[00:00:00] 欢迎收听股癌,我是陈梦工
[00:31:25] 还是说那个是什么拍猪谱
[00:31:26] 我不晓得
[00:31:26] 但我爸爸也没有跟我讲说
[00:31:27] 我的孩子要取什么名字
[00:31:28] 所以我们就是自己
[00:31:29] 随便取的
[00:31:30] 讲随便取是说
[00:31:32] 就是靠灵感想出来
[00:31:33] 也不是说真的骂乱取
[00:31:34] 还是又想一下
[00:31:35] 下面一位
[00:31:35] Wen Yu Chang
[00:31:37] 嗨 梦工去卡
[00:31:38] 第一次留人
[00:31:38] 有点紧张
[00:31:39] 小弟从大约2021年
[00:31:40] 开始听你的节目
[00:31:41] 十分感谢梦工
[00:31:42] 陪伴我度过
[00:31:42] 岩壁转领域
[00:31:44] 硕士毕业
[00:31:44] 现在已经在念博士了
[00:31:45] 想说的东西太多
[00:31:47] 我已经超过巴黄
[00:31:47] 所以这样请梦工
[00:31:48] 用川普和云包
[00:31:49] 对我说5月9号
[00:31:50] 生日快乐
[00:31:51] What a nice guy this is
[00:31:53] What a tremendous guy this is
[00:31:55] 那最后希望
[00:31:56] 在搬到林口的时候
[00:31:57] 也可以巧遇梦工
[00:31:58] 希望与你巧遇
[00:31:59] 下面一位
[00:32:00] Pin 梦工大
[00:32:01] 感谢你一直来的分享
[00:32:02] 我想我也是跟你
[00:32:03] 杨生长会
[00:32:04] lock in一件事情
[00:32:05] 三个月后
[00:32:05] 就又没有兴趣的人
[00:32:06] 最近人生迷茫低落
[00:32:08] 想知道梦工怎么样
[00:32:09] 找下一件
[00:32:10] 想要lock in的事情
[00:32:11] 最后祝梦工一家
[00:32:12] 平安健康
[00:32:12] 2026转到翻掉
[00:32:14] 对非常感谢
[00:32:16] 有这个节目的存在
[00:32:18] 所以我们算是
[00:32:19] 找到了蛮多质疑
[00:32:20] 因为有时候
[00:32:20] 你真的会怀疑说
[00:32:21] 是不是只有我会这样子
[00:32:22] 类似说在路上那边乱叫
[00:32:23] 我是不是真的有病
[00:32:25] 我老婆说有病
[00:32:26] 但后来就发现说
[00:32:27] 很多人也喜欢乱叫
[00:32:28] 甚至是在路上又要听众
[00:32:29] 他说
[00:32:30] 干 bro 我跟你一样
[00:32:31] 还好你有讲出来
[00:32:32] 不然我都以为说
[00:32:33] 妈我被世界淘汰了
[00:32:34] 所以可能真的有蛮多人
[00:32:36] 跟我们一样
[00:32:36] 就是他注意力
[00:32:37] 比较没有办法去集中
[00:32:38] 那很容易三心二意
[00:32:40] 或者说就三分钟热度
[00:32:42] 东西玩完就腻了
[00:32:43] 对我来说
[00:32:44] 我现在的心态
[00:32:45] 是我比较倾向
[00:32:46] 我就是心然的去接受
[00:32:47] 自己是这样子的
[00:32:48] 以前会稍微的
[00:32:50] 就在节目年会抱怨
[00:32:51] 可能不知道
[00:32:51] 几百期前
[00:32:52] 就有时候会听到
[00:32:53] 我可能稍微的mermaid
[00:32:56] 可能投入了一堆
[00:32:57] 然后最后面就烂围
[00:32:58] 那没有办法
[00:32:59] 最后面就知道说
[00:33:00] 个性是这样
[00:33:00] 所以就心然接受
[00:33:01] 那怎么讲
[00:33:03] 可能有时候
[00:33:03] 也会想要去做一些
[00:33:05] 怎么讲
[00:33:06] 就去把这个
[00:33:07] 快乐稍微低延的东西
[00:33:09] 因为我当然知道
[00:33:10] 像有些听众会说
[00:33:11] 或许就是因为
[00:33:12] 你整天直上
[00:33:12] 所以你导致
[00:33:14] 自己可能破完了
[00:33:16] 就不喜欢了
[00:33:16] 我觉得也不是
[00:33:17] 我认为不是
[00:33:18] 就是你叫我那边
[00:33:19] 慢慢玩弄上去
[00:33:20] 我不会比较快乐
[00:33:22] 甚至我会更早退坑
[00:33:23] 所以直接去公点的话
[00:33:25] 就像说
[00:33:25] 我就知道是什么了
[00:33:26] 那有些东西可能
[00:33:28] 有机会留下
[00:33:28] 有些东西会退坑
[00:33:29] 但是你总归来说
[00:33:31] 你是学到了一个
[00:33:32] 新的才艺
[00:33:32] 或是有玩到新的东西
[00:33:33] 像现在对我来讲
[00:33:35] 大家都知道说
[00:33:35] 我家最新的兴趣
[00:33:36] 就是搞红酒
[00:33:37] 那红酒我在
[00:33:38] 前几天已经破关了
[00:33:39] 所以破关是什么意思
[00:33:40] 就是台面上
[00:33:41] 大家在吹的
[00:33:42] 所有东西
[00:33:43] 我全部都走一轮了
[00:33:44] 那老实讲
[00:33:44] 我真的发现
[00:33:45] 它有意思之所在
[00:33:46] 就是我不会用
[00:33:47] 那种很细腻的角度
[00:33:48] 讲说
[00:33:48] 我喝过
[00:33:49] 我觉得没有什么
[00:33:50] 或者说故意
[00:33:50] 你知道我现在
[00:33:51] 为了要展现出自己多调
[00:33:52] 那有两种极端的人
[00:33:53] 一种觉得故意
[00:33:54] 都吹最厉害的东西
[00:33:55] 好像自己很了不起
[00:33:56] 那另外一种
[00:33:57] 就是故意把很厉害的东西
[00:33:58] 踩在脚下
[00:33:58] 那好像说自己很懂
[00:33:59] 那我觉得不是
[00:34:01] 我觉得就是每个东西
[00:34:01] 都有它存在的必要性
[00:34:03] 这个社会是多元的
[00:34:04] 兴趣也是多元的
[00:34:05] 喜好也是多元的
[00:34:06] 那甚至有时候是
[00:34:07] 就来说
[00:34:08] 你在很难过的时候
[00:34:09] 你就是想要再去听
[00:34:10] 更难过的歌
[00:34:10] 把自己逼上死路
[00:34:11] 那种感觉
[00:34:12] 超爽
[00:34:13] 就听Radiohead的
[00:34:13] 什么motion picture soundtrack
[00:34:15] 超级喜欢
[00:34:16] 那有时候呢
[00:34:17] 很高兴的时候
[00:34:18] 你就会想去听
[00:34:18] 什么快乐歌
[00:34:19] 所以一样的道理
[00:34:20] 就是你为什么
[00:34:20] 要把自己锁死呢
[00:34:21] 就是你会喜欢
[00:34:22] 各式各样的东西
[00:34:22] 所以对我来讲
[00:34:24] 我觉得我太太
[00:34:25] 有一点讲错
[00:34:26] 就是对
[00:34:26] 确实在可能三个月后
[00:34:27] 你会注意到
[00:34:28] 我就不会整天
[00:34:28] 那边干红酒
[00:34:29] 因为我已经破关了
[00:34:30] 我大概知道在干嘛了
[00:34:31] 可是它变成是
[00:34:32] 我的一个小兴趣
[00:34:33] 就稍微的去前品一下
[00:34:34] 像现在可能一品
[00:34:35] 我喝三天
[00:34:36] 那也注意到说
[00:34:37] 喝三天
[00:34:38] 它的味道会不一样
[00:34:39] 很有趣
[00:34:39] 可能第一天味道是这样
[00:34:40] 第二天又变了
[00:34:41] 第三天
[00:34:41] 哇给你一个惊喜
[00:34:42] 所以我发现说
[00:34:44] 细细的去品味这些东西
[00:34:46] 对我来讲是很快乐的
[00:34:47] 我甚至最近有一个想法
[00:34:49] 我就超怪
[00:34:49] 但你听看看
[00:34:50] 我现在早上会跑去
[00:34:52] Seven买咖啡
[00:34:53] 以前我家里
[00:34:53] 自己有胶囊咖啡
[00:34:54] 或者我自己泡什么
[00:34:55] 然后现在会去Seven
[00:34:56] 就只因为
[00:34:56] 我觉得早上出去走一走
[00:34:58] 心情蛮好的
[00:34:58] 因为以前我都
[00:34:59] 整天都来家里
[00:35:00] 然后现在觉得
[00:35:00] 出去走一下蛮好
[00:35:01] 然后我开始注意到说
[00:35:03] 我把饮料
[00:35:04] 拿在我手上的时候
[00:35:05] 我把吸管打开
[00:35:06] 以前对我来讲
[00:35:07] 这是一个反射的动作
[00:35:08] 就是吸管就直接怎么样
[00:35:10] 抓着
[00:35:10] 然后往身体上吐个两下出来
[00:35:11] 然后直接咬一口
[00:35:12] 然后啪
[00:35:13] 那样去
[00:35:13] 我现在我刻意的
[00:35:15] 把每个事情都放慢
[00:35:16] 我吸管
[00:35:17] 我把它拆开
[00:35:18] 我尽量试着把它拆得漂亮
[00:35:20] 我尽量试着
[00:35:21] 在插进去的时候
[00:35:22] 插在正中心
[00:35:23] 我尽量试着
[00:35:24] 把生活中的
[00:35:25] 每一个细节去做好
[00:35:27] 我尽量试着
[00:35:28] 像教练跟我讲的
[00:35:29] 你要学会用你的宽发力
[00:35:31] 所以我在做一些事情的时候
[00:35:32] 我都去注意我的宽
[00:35:33] 我发现我把注意力
[00:35:35] 放在一些小事情上面的时候
[00:35:36] 我的生活变得相对的充实
[00:35:39] 虽然你一定想说
[00:35:40] 你在公差小
[00:35:41] 在问你兴趣的东西
[00:35:42] 你给我扯这个
[00:35:42] 但这是我一个
[00:35:44] 最近很深的体会
[00:35:45] 就像是可能以前对我来讲
[00:35:47] 红酒或是什么
[00:35:48] 其他有没有东西
[00:35:49] 我就是快速的扫一轮
[00:35:50] 我破关我就跳了
[00:35:51] 我就不想玩了
[00:35:52] 手游 课金 课报
[00:35:53] 然后OK
[00:35:54] 我可以把你虐烂
[00:35:54] 我就不想玩了
[00:35:56] 可是如果你去注意一些
[00:35:57] 小细节的话
[00:35:58] 你会发现一些不一样的东西
[00:35:59] 你会觉得
[00:36:00] 不知道
[00:36:01] 我明天可不可以把吸管
[00:36:02] 插得更准一点
[00:36:03] 还是我明天撕的时候
[00:36:04] 可以撕得超级完美之类的
[00:36:06] 它会让你生活的体验
[00:36:07] 你往这个方向去试
[00:36:08] 这我最近的发现
[00:36:09] 就我最近发现说
[00:36:10] 甚至是
[00:36:11] 以前你可能要尿尿洗手
[00:36:13] 男生怎么样
[00:36:13] 洗洗然后马上摸衣服
[00:36:15] 你试着慢慢洗
[00:36:16] 然后洗完之后
[00:36:17] 把手慢慢甩干
[00:36:19] 然后接着再走出去
[00:36:20] 你就把一些东西都慢下来
[00:36:22] 你试着去深呼吸
[00:36:24] 然后吐气
[00:36:27] 你会发现一些不一样的东西
[00:36:30] 这是我最近的小发现
[00:36:31] 我也还在探索
[00:36:32] 我希望我找到全貌之后
[00:36:33] 再跟大家分享
[00:36:34] 可是因为你现在一问
[00:36:35] 你就掉出来我讲这个东西
[00:36:36] 下面有位
[00:36:37] 跳跳奶头
[00:36:38] 可以不要下面借一个
[00:36:39] 跳跳奶头
[00:36:39] 这种什么狗屎ID
[00:36:41] 大家最喜欢的笑话魔术师
[00:36:43] 又来了
[00:36:43] 因为上次大家很喜欢
[00:36:44] 红色油漆的小话
[00:36:45] 并没有
[00:36:45] 这边再分享一个新笑话
[00:36:48] 什么东西蓝蓝的
[00:36:49] 闻起来像是红色油漆
[00:36:50] 答案是蓝色油漆
[00:36:52] 哈有猜到吗
[00:36:53] 这是为什么我支持
[00:36:55] 那种人道毁灭
[00:36:56] 有些人应该被人道毁灭
[00:36:58] 那下面一位
[00:36:59] Raw
[00:36:59] 梦公赶安
[00:37:00] 我是大概从2020年中
[00:37:03] 开始收听的地方爸爸
[00:37:04] 在收听一年多
[00:37:05] 小赚一些钱之后
[00:37:05] 我觉得自己是个万中选一的股市好手
[00:37:07] 在2022年初
[00:37:09] 信贷100万台币
[00:37:09] 换了美金
[00:37:10] 3万3左右
[00:37:11] 汇入first trade
[00:37:11] 开始我自以为高手融资账户
[00:37:14] 本机买完当时的制服股之后
[00:37:15] 在我认为是低点
[00:37:16] 就杠杆
[00:37:17] 干进去TQQQ
[00:37:18] 然后美股就杀到我的融资
[00:37:19] 撑不住回补后
[00:37:20] 隔天反弹
[00:37:21] 那就这样一直到2022年底
[00:37:23] 我觉得美股没救了
[00:37:24] 改买SQQQ
[00:37:25] surprise
[00:37:26] 就开始上涨
[00:37:27] 一样杀到
[00:37:28] 我刚好回补才开始跌
[00:37:29] 这个账户就这样
[00:37:30] 被我玩到最低剩下5000多美金
[00:37:32] 但也因为这样子
[00:37:33] 让我认清
[00:37:33] 我就是个普通人
[00:37:34] 不可能摸头抄底
[00:37:35] 从2020年底开始
[00:37:36] 融资的使用方式就改成
[00:37:38] 遇到大家都在骂的时候
[00:37:39] 就买入一点制服股
[00:37:40] 乖不带杠杆性质
[00:37:42] 大家在吹捧的时候
[00:37:43] 就卖掉一点点
[00:37:43] 到昨天账户又回到了333美金
[00:37:45] 我也把这个账户的融资
[00:37:46] 全还掉了
[00:37:47] 这几年first trade
[00:37:48] 收到的融资利息
[00:37:49] 应该有1万美金的吧
[00:37:50] 那孟公企卡
[00:37:51] 也有提醒过大家
[00:37:52] 不要忽略这种高利率的融资影响
[00:37:54] 那希望我的例子
[00:37:54] 可以给其他的听众
[00:37:56] 当前车只剪白
[00:37:57] 在林口的亲子诊所
[00:37:58] 前面看到孟公企卡
[00:38:00] 推着安哥默默开心的地方爸爸
[00:38:02] 那非常感谢这位兄弟的分享
[00:38:04] 但有时候也不要太难过
[00:38:05] 因为我自己就是认识蛮多朋友
[00:38:07] 我觉得对方来讲
[00:38:08] 就是可能投资就是一个手游
[00:38:11] 那就是一个手游
[00:38:12] 他就很疏压
[00:38:13] 他整个在那边乱点
[00:38:14] 就算你跟他讲正确的方式
[00:38:15] 他也不一定可以做
[00:38:16] 因为他可能也不靠这一个
[00:38:17] 所以有可能你也是这样子的人
[00:38:19] 王好都想是这样子
[00:38:20] 那当然
[00:38:22] 知道一件事情
[00:38:22] 反正你任何的投资
[00:38:24] 都是先用献股去搞
[00:38:25] 献股做得好
[00:38:26] 你就可以股而优则骑
[00:38:28] 就是把那个骑过杠杆打开来
[00:38:30] 发现又做得不错
[00:38:31] 那你可能就是真的天选之人
[00:38:32] 但我还是建议大家都慢慢来
[00:38:34] 反正你先把一个
[00:38:35] 没有杠杆的工具玩手
[00:38:36] 你才去放到杠杆
[00:38:37] 就类似说
[00:38:38] 你今天去做某一种新的投入
[00:38:40] 你不会说你什么都不会
[00:38:42] 然后你就去开一个
[00:38:43] 不知道什么火锅餐厅
[00:38:45] 然后投3000万吧
[00:38:46] 你总是可能前面
[00:38:47] 先做一些餐饮的东西
[00:38:48] 反正自己有料再去加码
[00:38:50] 所以它其实跟人生的逻辑很像
[00:38:51] 就是你总是要先发现
[00:38:53] 你有一些线索
[00:38:54] 你真的可以做
[00:38:55] 你已经经过验证
[00:38:56] 然后你再去把它加大
[00:38:57] 可是不知道怎么很多人
[00:38:58] 进入股票市场
[00:38:59] 这种你存钱存购半天
[00:39:00] 然后你就整天
[00:39:01] 说哈杠杆乱压
[00:39:03] 你也不知道自己的
[00:39:03] Track record是怎么样
[00:39:04] 你就下去
[00:39:05] 那都是很容易受伤
[00:39:06] 但是老师常谈
[00:39:07] 其实后来发现说
[00:39:08] 听不懂就听不懂
[00:39:08] 那希望大家最后面都可以
[00:39:10] 去跳脱这样的一个
[00:39:11] 恶性的循环
[00:39:12] 反正总之就是
[00:39:13] 看对再下大
[00:39:14] 就是这样
[00:39:15] 你要怎么样
[00:39:15] 知道自己看对
[00:39:16] 你报酬率会告诉你答案
[00:39:17] 小鸣位
[00:39:18] 郭靖廷
[00:39:19] 孟公好
[00:39:20] 我是年近40岁的公务员
[00:39:22] 疫情期间开始收听节目
[00:39:24] 适合做了几档
[00:39:25] 个股
[00:39:25] 发现自己没有什么天分
[00:39:26] 就开始投入大盘
[00:39:26] 并在大跌的时候
[00:39:27] 信贷房贷加码
[00:39:28] 没有想到资产在今年
[00:39:29] 就提早达到设定的
[00:39:31] 退休金额了
[00:39:32] 感谢主委开了这个节目
[00:39:33] 陪我度过2022的
[00:39:34] 沉默循环
[00:39:34] 乌尔战争
[00:39:35] 关税
[00:39:35] 伊朗战争
[00:39:36] 坚定一定要留在市场的信心
[00:39:38] 而且改变我的人生
[00:39:39] 那不然你现在基层公务员
[00:39:40] 那可怜的薪水
[00:39:41] 我可能会是
[00:39:42] 淬上怨天游人的其中之一
[00:39:44] PS
[00:39:44] 没有想到主委
[00:39:45] 也有玩中二
[00:39:46] 最近出了服装
[00:39:46] 都好色好爽
[00:39:48] 不知道您最喜欢哪一个角色
[00:39:50] 这个中二的角色
[00:39:52] 我们可能就
[00:39:52] 真的是不太方便
[00:39:53] 在这个节目跟大家分享
[00:39:54] 你说尼基
[00:39:55] 我还可以推
[00:39:55] 虽然尼基
[00:39:56] 可能蛮多人进去
[00:39:57] 也会先皱眉头
[00:39:58] 想说Sasha
[00:39:58] 什么都是美靠
[00:39:59] 可是中二是一个
[00:40:01] 另外一世界的东西
[00:40:02] 很夸张
[00:40:02] 那我之前在玩这个游戏
[00:40:03] 给我老婆看到
[00:40:04] 我老婆讲说
[00:40:05] Only Creep
[00:40:06] We'll play this game
[00:40:07] 只有怪咖会玩这游戏
[00:40:08] 我是说没有
[00:40:09] 你看我就会玩这游戏
[00:40:10] 我觉得我不是怪咖
[00:40:11] 虽然我只要讲到这边
[00:40:12] 一定很多听众讲说
[00:40:13] 妈你就是怪咖
[00:40:14] 但我真的觉得
[00:40:14] 我自己算相对没有这么怪
[00:40:15] 知道什么时候
[00:40:16] 直到后来中二
[00:40:17] 他有办一场实体见面会
[00:40:19] 那当然我没有去
[00:40:19] 可是我在他的
[00:40:20] 粉专上面看到照片
[00:40:21] 我看到照片之后
[00:40:22] 我就懂了
[00:40:22] 我老婆说我是对的
[00:40:23] 所以这是一款
[00:40:24] 真的
[00:40:24] 怎么讲
[00:40:25] 就是
[00:40:26] 蛮色的手游
[00:40:28] 他都在打擦边球
[00:40:29] 可是我觉得蛮有意思的
[00:40:30] 因为我觉得
[00:40:30] 他的卡面
[00:40:31] 真的都做得还蛮漂亮的
[00:40:32] 如果真的硬要
[00:40:33] 我选一个的话
[00:40:34] 我还喜欢塔主
[00:40:35] 我觉得塔主
[00:40:36] 真的是一个很棒的角色
[00:40:37] 下面一位
[00:40:37] 语言的力量
[00:40:38] 梦工大大好
[00:40:39] 之前有许愿
[00:40:40] 有找到理想的工作
[00:40:41] 就要捐出半个月的月息
[00:40:43] 目前已经成功上案
[00:40:44] 捐款计划也完成了70%
[00:40:45] 预计到下个月可以完成
[00:40:47] 接下来也会挑几间定期定额
[00:40:48] 那感谢林彦的
[00:40:49] 谢梦工跟观音大
[00:40:51] 祝全家健康平安
[00:40:53] 听众事实顺行
[00:40:53] 非常感谢你对社会的贡献
[00:40:54] 下面一位
[00:40:55] 恩
[00:40:55] 嗨谢梦工
[00:40:56] 你打瘦肉针
[00:40:57] 然后还没有受到肌肉
[00:40:58] 热量赤字
[00:40:59] 加上蛋白的摄取
[00:41:00] 都有达标吗
[00:41:01] 因为觉得你不像是会放弃
[00:41:03] 美食改补乳清蛋白
[00:41:04] 那另外
[00:41:05] 请问你有做有氧
[00:41:06] 或是针对肚子的操练吗
[00:41:07] 一样是酒做足的
[00:41:08] 我肚子都不会消
[00:41:09] 男生跟怀孕一样
[00:41:10] 没有幸运见过
[00:41:11] 你的本人不知道
[00:41:12] 你有这个困扰吗
[00:41:13] 那Lisa说
[00:41:14] 以后还是会要打无痛
[00:41:15] 准备要抽女儿了吗
[00:41:16] 好期待你说的
[00:41:17] 以后可能会有很多小孩
[00:41:19] 要很多小孩的前提
[00:41:21] 还是要找到有空间
[00:41:22] 因为后来发现说
[00:41:24] 当然钱跟空间
[00:41:25] 某个程度上就联动
[00:41:26] 但没有去空间
[00:41:27] 是很难的一件事情
[00:41:28] 有时候有钱
[00:41:29] 也不一定可以解决
[00:41:29] 除非说你就自己一时间
[00:41:30] 自己搞一个
[00:41:31] 不然你看
[00:41:31] 其实去找既有的建商
[00:41:33] 你要去搞到
[00:41:34] 五房六房以上的
[00:41:35] 其实很难
[00:41:36] 就是说根本就没有
[00:41:37] 这样子的案子
[00:41:38] 可能需求也是很低
[00:41:39] 所以你可能就要自己盖
[00:41:40] 所以不知道
[00:41:41] 我觉得空间是一个
[00:41:42] 要去思考的问题
[00:41:43] 如果可以解决空间的话
[00:41:44] 当然我其实真的
[00:41:46] 蛮喜欢小孩的
[00:41:47] 虽然可能在安哥之后
[00:41:48] 那时候我去讲一些
[00:41:49] 比较上气的话
[00:41:50] 就是说假设我第一胎是安哥的话
[00:41:51] 老实讲你不会想再生第二胎
[00:41:55] 你知道人就是这样子
[00:41:56] 人就是不停的挑战极限
[00:41:58] 现在突然间就觉得说
[00:41:59] 好像多几个小孩
[00:42:00] 也没有问题
[00:42:00] OK的也可以handle
[00:42:02] 不要乱leaf
[00:42:03] 反正总之就是
[00:42:04] 心态上有一些改变
[00:42:06] 然后再讲说
[00:42:07] 是不是蛋白质
[00:42:08] 色取多大标
[00:42:08] 因为我有跟大家分享说
[00:42:09] 我在打瘦症的时候
[00:42:10] 我身体一个
[00:42:11] 很奇妙的反应是
[00:42:13] 我的食欲是变得更好
[00:42:15] 也就是我每天都
[00:42:16] 超级想吃东西
[00:42:16] 很饿
[00:42:17] 很像以前那种
[00:42:17] 国中刚运动玩
[00:42:18] 想要吃东西的那种感受
[00:42:20] 可是食量是稍微的小一点点
[00:42:23] 所以基本上
[00:42:23] 该吃的东西都还是会吃到
[00:42:25] 那像我自己的话
[00:42:25] 我平常反而是担心
[00:42:26] 我自己会吃太多
[00:42:27] 那有收入症之后
[00:42:28] 可能就刚好吃到足量
[00:42:29] 但是我确实都是会
[00:42:31] 锁定蛋白质去吃
[00:42:32] 那这不是为了减肥
[00:42:33] 所以我本来就很喜欢吃肉
[00:42:34] 就是我是我妈妈讲的
[00:42:36] 霸呆
[00:42:36] 我就是喜欢吃肉的人
[00:42:37] 所以可能是因为这样子
[00:42:39] 蛋白质都有吃够吧
[00:42:40] 然后外加有持续的运动
[00:42:41] 有教练的督促
[00:42:42] 所以就导致
[00:42:43] 其实注意到
[00:42:44] 肌肉量是没有什么
[00:42:45] 咸猪的下降
[00:42:45] 那反而就是掉肥肉掉比较多
[00:42:47] 那肚子的话就还是有
[00:42:49] 因为内脏脂肪
[00:42:49] 还是相对高一点
[00:42:50] 但是像Mondjaro
[00:42:51] 他有一个特色
[00:42:52] 就是他会去降内脏脂肪
[00:42:53] 所以我在观察一阵子
[00:42:54] 我再跟大家分享说
[00:42:55] 内脏脂肪的一个变化
[00:42:56] 那确实一下
[00:42:57] 整个人都是有小一个size
[00:42:58] 不管是像肚子
[00:42:59] 或是什么love handle
[00:43:00] 都有去变小
[00:43:01] 那我老婆甚至跟我讲说
[00:43:02] 在瘦下去的话
[00:43:03] 我就真的会看起来
[00:43:04] 头很大一颗子
[00:43:05] 因为我天生头就比较大
[00:43:06] 然后现在身体又变小
[00:43:07] 所以就蛮好笑的
[00:43:08] 那之后有一些发现
[00:43:09] 再跟大家分享
[00:43:10] 那下面会
[00:43:11] Timo
[00:43:11] 孟公大你好
[00:43:12] 第一次在留言
[00:43:13] 希望被念叨
[00:43:13] 我们也跟太太
[00:43:14] 正在经历备孕的阶段
[00:43:15] 希望可以加入捏软症线
[00:43:17] 那目前就在医院间
[00:43:18] 来来回回做检查
[00:43:19] 太太的身体
[00:43:20] 也因为这些药物的关系
[00:43:21] 状态
[00:43:21] 气息服务
[00:43:22] 身心跟工作都被影响到
[00:43:23] 那希望可以跟观音大许愿
[00:43:25] 让宝宝来到我们的身边
[00:43:27] 即使未来会很辛苦
[00:43:28] 我们也愿意
[00:43:28] 那之后宝宝如果真的来报到
[00:43:30] 会固定去基金会
[00:43:31] 任养一个孩子
[00:43:32] 直到孩子长大成年
[00:43:33] 那希望孟公可以用Noah的声音说
[00:43:35] 弟弟妹妹快去找小竹
[00:43:37] 他们报到
[00:43:37] 哟
[00:43:38] 谢谢来大
[00:43:43] 希望这位朋友可以得床所望
[00:43:45] 可以获得孩子
[00:43:46] 最好一次来两个
[00:43:48] 直接给你一个双胞胎
[00:43:49] 那希望你一切顺利
[00:43:50] 希望太太的身体
[00:43:52] 可以维持好
[00:43:53] 那身为老公
[00:43:53] 我们要尽量的去相挺
[00:43:55] 这个需要什么
[00:43:56] 你知道他们其实在去做这些
[00:43:58] 你知道备孕
[00:43:59] 对女生来讲是还蛮辛苦的
[00:44:00] 所以我们能够多做就多做一点
[00:44:02] 下面一位
[00:44:02] KKK
[00:44:04] 孟公早安
[00:44:05] 我要来分享喜悦
[00:44:06] 我跟女友原本是认识10年的朋友
[00:44:07] 阴错阳叉
[00:44:09] 为什么那个叉
[00:44:09] 他会特别把它mark出来
[00:44:11] 然后是叉入的叉
[00:44:12] 变成女友
[00:44:13] 密集相处近一年
[00:44:15] 真的觉得他就是我的挚爱
[00:44:16] 是一种觉得自己上辈子
[00:44:18] 拯救整个村才换来的
[00:44:19] 希望听到所有的听众
[00:44:21] 都可以找到自己的幸福
[00:44:23] 那请梦公祝福
[00:44:24] 我们在存钱买新房的路上
[00:44:26] 顺遂
[00:44:27] 也祝梦公烦恼少才会快乐
[00:44:29] 非常感谢你的祝福
[00:44:30] 那希望你们有情人忠诚眷属
[00:44:33] 希望你们可以顺利的存钱买到新房
[00:44:35] 下面一位小毛
[00:44:36] 梦公大您好
[00:44:37] 小弟自己题材跟营收来挑股票
[00:44:40] 看到突破红可以进场
[00:44:41] 最近操作载版设定时日线卖出
[00:44:44] 过程中最高获利40%
[00:44:45] 在5月8号他破了10日
[00:44:46] 但我却因为看到各个社群都说
[00:44:48] 这是未来超级好
[00:44:49] 所以我就干脆来报场线
[00:44:51] 就在5月15号看到破月线
[00:44:53] 以及大盘震荡
[00:44:54] 我怕报过3就卖了
[00:44:55] 最终获利缩水了8成
[00:44:58] 那想问梦公大在这个过程中
[00:45:00] 我犯了哪些错误
[00:45:00] 不会研究基本面的人
[00:45:02] 是否就应该好好的短线操作呢
[00:45:04] 尤其听到主委在那天反而是加码
[00:45:06] 我瞬间泪
[00:45:07] 这个还是要跟大家分享一下
[00:45:09] 就是你千万不要太容易的受挫
[00:45:11] 那也不要太容易受到短线的一些影响
[00:45:13] 改变你长期的一些规划
[00:45:15] 那像那时候我跟大家讲
[00:45:16] 我加码
[00:45:17] 我是不是有一直强调一件事
[00:45:18] 就是以前这个地方我也会剪码
[00:45:20] 那只是因为这波很特别
[00:45:21] 就是真的拉出去太远了
[00:45:24] 就像我自己的5月表现
[00:45:25] 又比4月更好
[00:45:26] 这个是一个非常传奇的年份
[00:45:28] 我不知道到底发生什么事情
[00:45:29] 所以我才会觉得说
[00:45:31] 这个地方我根本不需要剪码
[00:45:32] 那虽然很痛
[00:45:33] 那虽然整个都卡住
[00:45:34] 也是处置
[00:45:35] 既然没有办法动的话
[00:45:36] 那我就加码一点
[00:45:37] 所以其实心态是有这样的一个转变
[00:45:40] 就是你不可以很简单的听成说
[00:45:41] 好像说大碟我就跑进去码
[00:45:43] 没有
[00:45:43] 以前的大碟我会剪码
[00:45:44] 那时候节目都会跟大家讲
[00:45:45] 以前这个地方我们一定会剪码
[00:45:47] 只是因为这次的状况不太一样
[00:45:48] 所以你会注意到说
[00:45:49] 根据每次的状况不太一样
[00:45:51] 或是一些想法的改变
[00:45:52] 它会有一些主观上的细微的调整
[00:45:54] 甚至我会觉得说
[00:45:56] 这个主观上的细微调整
[00:45:57] 就是决定了
[00:45:57] 为什么你可能可以去吃
[00:45:59] 这一行饭的一个主音
[00:46:00] 但有时候也不要去讲得太快
[00:46:02] 就是你现在这样做是对的
[00:46:04] 不代表在之后就是对的
[00:46:05] 因为可能只是现在这个市场适合你
[00:46:07] 就类似说有些动能仔
[00:46:08] 在动能盘做得很好
[00:46:09] 震荡盘就直接吃大便
[00:46:10] 那种震荡盘
[00:46:11] 明明就是说最后面拉一个月看
[00:46:14] 它都停在原点
[00:46:14] 可是它钱都赔光了
[00:46:15] 会有这样的一个状况产生
[00:46:16] 所以我觉得你的做法没有错
[00:46:18] 就是你本来是设定说
[00:46:20] 时日线要走
[00:46:22] 那现在就遇到时日线
[00:46:24] 所以你就走
[00:46:24] 那就算它后来直接开走的话
[00:46:26] 那对你来说那是一个课题
[00:46:27] 就知道说OK
[00:46:28] 那下次有些东西我可能
[00:46:30] 它洗到时日线的时候
[00:46:31] 我应该要有的是更多的耐心
[00:46:33] 可是反之呢
[00:46:34] 就是你一定有注意到
[00:46:35] 有没有东西它跌破时日线之后
[00:46:36] 它就一直下去了
[00:46:37] 所以你还好有砍在时日线
[00:46:39] 你懂我意思吗
[00:46:39] 所以你做的每个决定
