[00:00:00] 欢迎收听赵华与古惑仔第1115集
[00:41:55] 我觉得这个是我可以接受
[00:41:57] 但是第一数字太夸张
[00:41:59] 就不要讲
[00:41:59] 但是如果平常都是
[00:42:01] 甚至还折价
[00:42:02] 现在突然开始转溢价了
[00:42:04] 那个我理论上也不会摸
[00:42:05] 所以这个等于说
[00:42:07] 你除了绝对值之外
[00:42:09] 还有跟平常的这个均值
[00:42:11] 也要稍微对应一下
[00:42:13] 那还有一个问题刚才提到
[00:42:14] 海外你就要给他一点点的
[00:42:16] 空间
[00:42:17] 对一点点的空间
[00:42:18] 他没办法马上调整
[00:42:19] 你要给他一点点的空间
[00:42:21] 但是我刚刚讲
[00:42:22] 这是例外
[00:42:22] 就是如果你看其他的
[00:42:24] 就是他已经挂牌一段时间
[00:42:26] 他长期本来就有点溢价
[00:42:28] 你就可以接受
[00:42:28] 但是当他又全新挂牌
[00:42:30] 又是数字比较大
[00:42:32] 相对来讲
[00:42:33] 就会稍微有点点这个担忧
[00:42:35] 我觉得是合理的
[00:42:36] 好所以我刚才为什么说
[00:42:38] 一%我可以接受
[00:42:39] 就是以前我买这个
[00:42:40] 国泰费城半导体
[00:42:41] 他也蛮常会出现将近一%
[00:42:43] 后来我就接受了
[00:42:45] 他一%内我都愿意接受
[00:42:47] 现在988也在挑战我
[00:42:48] 就是是不是要调宽到1.5%呢
[00:42:51] 那我们回到个股上面
[00:42:53] 刚刚讲到的是ETF
[00:42:54] 但很多人
[00:42:56] 例如昨天我就是减ETF
[00:42:57] 因为不敢减索
[00:42:58] 跌厅般的嘛
[00:42:59] 但今天其实
[00:43:00] 我就开始减个股了
[00:43:02] 为什么呢
[00:43:03] 因为今天名牌到处费
[00:43:04] 今天所有人都恢复信心了
[00:43:06] 而且很多图的形态
[00:43:08] 叫做什么
[00:43:08] 回后买上涨
[00:43:10] 不是说一定要用技术形态看
[00:43:12] 但是如果今天市场
[00:43:13] 信心恢复的时候
[00:43:14] 你就想
[00:43:14] 他从高档已经修正了
[00:43:16] 他从高档不但已经修正了
[00:43:18] 甚至他还经过了一个洗礼之后
[00:43:20] 还回复网上了
[00:43:21] 看起来那个形态之漂亮的
[00:43:23] 好 例如说国具今天出关
[00:43:25] 其实国具今天
[00:43:26] 集所有的利多于一身
[00:43:28] 他在被关的时候
[00:43:29] 因为有过一段的修正
[00:43:31] 所以他不太容易
[00:43:32] 又直接再被关
[00:43:33] 所以他就被放出来了
[00:43:34] 放出来的第一天
[00:43:36] 就遇到花旗
[00:43:37] 直接调高他的目标价
[00:43:39] 到1500块钱
[00:43:40] 是目前坊间看起来最乐观的
[00:43:42] 以及统一投信
[00:43:44] 有出了一个报告
[00:43:46] 就是由我们姚慈金母
[00:43:48] 说他也认为国具
[00:43:49] 具有潜力
[00:43:50] 哇塞
[00:43:51] 这个加持不得了
[00:43:52] 所以今天国具一出关
[00:43:53] 其实没有立刻喷涨
[00:43:54] 因为就是跟明翰刚刚讲的
[00:43:56] 其实今天开盘的时候
[00:43:57] 大家是有点犹豫的
[00:43:58] 会觉得昨天这样洗垢吗
[00:44:00] 还在犹豫的时候
[00:44:01] 他其实有震荡一下
[00:44:02] 后来就跑去锁涨停
[00:44:04] 这个锁涨停不得了
[00:44:05] 所有的被动元件
[00:44:06] 华星科大意
[00:44:08] 一排锁涨停
[00:44:09] 好 被动元件
[00:44:11] 我觉得是一个很有趣的事情
[00:44:12] 是因为他在台股的AI股里面
[00:44:15] 是最落后开始起涨
[00:44:16] 但又非常整齐的
[00:44:18] 所以我们就一个一个来拆解
[00:44:20] 现在看到国具这样的态势
[00:44:22] 你会给被动元件
[00:44:23] 不一样的评价跟想法吗
[00:44:24] 其实老实讲
[00:44:26] 被动元件
[00:44:27] 它本来就是有基本面的
[00:44:29] 没错
[00:44:30] 对对
[00:44:30] 其实它基本面是
[00:44:32] 对
[00:44:32] 基本面是强
[00:44:33] 而且是真的有在改善
[00:44:35] 那我觉得应该说
[00:44:37] 被动元件
[00:44:38] 两大缺点
[00:44:40] 第一个也是最大的缺点
[00:44:41] 就是真的是
[00:44:42] 它的血率太陡
[00:44:44] 目前太陡了
[00:44:45] 这一两个月来
[00:44:46] 对
[00:44:46] 这个血率太陡
[00:44:47] 是它最大的压力
[00:44:50] 第二个部分来讲
[00:44:51] 就是他们在AI的比重
[00:44:54] 相对来讲
[00:44:54] 还是比较低一些些
[00:44:56] 对比我们平常讲的
[00:44:58] 到了相关零组件来讲
[00:44:59] 所以它才是最慢的
[00:45:01] 对
[00:45:01] 所以相对来讲
[00:45:02] 它就是今年才热起来的
[00:45:04] 所以相对来讲
[00:45:05] 它就会
[00:45:06] 如果大家数字又摊开
[00:45:09] 它的问题在哪里
[00:45:10] 它的本益比老实讲
[00:45:12] 不算低
[00:45:13] 但是对比其他人来讲
[00:45:15] 我不觉得它高
[00:45:16] 例如跟CPU比
[00:45:16] 对
[00:45:17] 我的意思说
[00:45:18] 对比整个AI族群里面
[00:45:20] 它的本益比不算高
[00:45:21] 那你要看
[00:45:22] 我说你要看你跟谁比
[00:45:23] 如果你今天
[00:45:24] 跟它自己以前比
[00:45:26] 那是真的贵
[00:45:26] 但是如果跟AI股比它不贵
[00:45:29] 但是它的
[00:45:30] 所以我不能说它贵
[00:45:31] 但我只能说它邪率很陡
[00:45:33] 这个是压力
[00:45:35] 第一压力
[00:45:36] 第二就是它的这个比例
[00:45:38] 相对来讲
[00:45:39] 现在还比较低
[00:45:40] 但是它现在确实已经慢慢进入到轨道上
[00:45:43] 所以是不是一个
[00:45:45] 等于是长期投资的族群
[00:45:48] 答案是对的
[00:45:49] 但是现在的问题就是买点
[00:45:51] 因为我刚刚提到
[00:45:52] 因为它最大的问题是邪率
[00:45:54] 邪率要解决的问题就是买点
[00:45:56] 所以拉回当然是一个投资的机会
[00:46:00] 可是老实讲
[00:46:02] 邪率很高的族群就不好买
[00:46:05] 因为多的时候你买会怕
[00:46:08] 拉回的时候你会觉得
[00:46:10] 你永远会觉得拉回不够
[00:46:11] 不过昨天被动元件就很厉害了
[00:46:13] 昨天盘中被动元件全部都从跌停
[00:46:15] 或是接近跌停拉上去
[00:46:17] 是应该说因为它已经有先修正
[00:46:20] 而且它修正完
[00:46:21] 它应该修正完之后
[00:46:22] 它已经开始整理了
[00:46:24] 所以会导致它现在的压力
[00:46:27] 相对来讲比人家轻
[00:46:28] 因为等于说它比大盘早见高
[00:46:31] 然后先压回 先整理
[00:46:34] 陆续被关 现在陆续被关出来
[00:46:36] 然后它本来就准备要冲了
[00:46:39] 结果刚好时间走对了
[00:46:41] 然后现在刚放出来
[00:46:43] 加上大家也说正向
[00:46:45] 正向的部分我觉得
[00:46:47] 这个是可以预期的
[00:46:48] 其实陆陆续续本来就一直都有在出
[00:46:51] 那比较特别的就是
[00:46:53] 给一个很高的目标价
[00:46:55] 但是凭良心而言目标价
[00:46:57] 对我是没有意义的
[00:46:58] 就是对我来讲是没有意义的
[00:47:01] 不过对气势来说是有帮助的
[00:47:02] 对 我觉得是合理
[00:47:04] 但对我而言我会觉得
[00:47:06] 这个还是回归基本面观察
[00:47:09] 比较好的现象就是他们
[00:47:10] 尤其是国际的营收
[00:47:12] 确实还在持续走高
[00:47:13] 当然它营收是有它
[00:47:16] 因为合并之后而拉高的
[00:47:19] 这是一点
[00:47:19] 但是你要记得
[00:47:21] 如果光靠合并而加成
[00:47:23] 它到一个程度它会上不去
[00:47:25] 可是它现在是逐月都还在创高
[00:47:28] 所以代表着它的趋势是对的
[00:47:30] 那我刚刚讲的
[00:47:31] 最后的问题就是
[00:47:33] 你克服你的进场点
[00:47:34] 因为鞋率高
[00:47:35] 上去买也不是
[00:47:37] 下来买也不是
[00:47:38] 因为下来的时候
[00:47:39] 光它这么高的鞋率
[00:47:41] 再下来你还是会觉得很高
[00:47:43] 所以再下来你会希望
[00:47:44] 再买便宜一点点
[00:47:46] 最后你没买到
[00:47:47] 它就又往上冲了
[00:47:49] 所以我刚刚讲的
[00:47:49] 如果要排除买点的问题
[00:47:53] 最后只能分批去做介入
[00:47:56] 是
[00:47:56] 国序也有小国序
[00:47:57] 就是个股企业部分
[00:47:59] 其实我今天有尝试挂国序
[00:48:01] 那我不敢一口气就买一张
[00:48:03] 因为就跟敏翰完全讲重我的心情
[00:48:05] 开盘在震荡
[00:48:07] 我觉得今天国序的力多这么多
[00:48:09] 应该这个出关行情可以期待
[00:48:11] 然后我就先挂一个低
[00:48:12] 挂不到
[00:48:13] 我用领股挂
[00:48:13] 领股又很讨厌
[00:48:15] 9点10分之后才能挂
[00:48:17] 所以前10分钟
[00:48:18] 你就在思考怎么办
[00:48:19] 但前10分钟有所谓的个股期
[00:48:21] 而且有小个股期
[00:48:22] 小个股期一口表彰100股
[00:48:25] 所以我觉得那个就压力就没有那么大
[00:48:28] 而且你的成本资金也比较小
[00:48:29] 但那是开杠杆
[00:48:30] 所以我就只好忍耐到了
[00:48:32] 就是9点10分
[00:48:33] 我就开始200股200股的挂
[00:48:36] 挂不同的价格
[00:48:37] 挂出一个平均价
[00:48:39] 那当然很幸运的是
[00:48:40] 今天国序就跑去所涨停板了
[00:48:43] 但我今天在挂的时候
[00:48:44] 就可以体会到一件事情
[00:48:45] 它从两三百块钱就分拆后嘛
[00:48:48] 一路涨到800多块钱
[00:48:50] 其实如果你看倍数非常可怕
[00:48:52] 但是我的心情却因为
[00:48:54] 它垫高到这边也稍微经过休息了
[00:48:56] 出关以后又有这份报告的加持
[00:48:58] 然后呢就让我觉得
[00:49:00] 好像可以做一点点的介入
[00:49:02] 当然它的报酬率可能就不会如我之前
[00:49:05] 有跟大家分享过的台青科啦
[00:49:07] 或信仓店
[00:49:07] 在早期就布的这么多
[00:49:09] 可是我觉得在最近
[00:49:11] 如果大家觉得AI的情绪又回稳的话
[00:49:13] 这种已经回过的龙头
[00:49:15] 我觉得倒是可以参考
[00:49:17] 那今天刚好很多报告都是龙头
[00:49:19] 像大力光
[00:49:19] 大力光今天也是一个涨停
[00:49:21] 开完股东会
[00:49:22] 不晓得为什么
[00:49:23] 以前人家觉得他都太保守
[00:49:24] 这次开完股东会
[00:49:25] 大家觉得很棒
[00:49:26] 超级棒
[00:49:27] 好大力光涨停
[00:49:28] 金像电也是在PCB里面的大厂
[00:49:31] 也是涨停板
[00:49:32] 好这些都是最近在台面上
[00:49:34] 大家可以留意
[00:49:35] 当这种气氛
[00:49:36] 我们都说涨时重视嘛
[00:49:38] 那如果这些气氛来了
[00:49:39] 除了目标价
[00:49:41] 当然会不会倒价
[00:49:42] 我们不知道
[00:49:42] 但最近倒价的比率是很高的
[00:49:45] 他们写的一些基本面的陈述
[00:49:47] 也就是在间接的
[00:49:49] 或直接的告诉你
[00:49:50] AI没有泡沫
[00:49:51] 大家的业绩都在拼命的往上跑
[00:49:52] 它就会成为我们在投资上的
[00:49:54] 一个底气跟信心
[00:49:55] 可能就得忘记
[00:49:57] 忘记过去之前那一段
[00:49:59] 它已经涨了两倍三倍四倍
[00:50:00] 而是重新用你现在的价值去评估
[00:50:03] 那当然最好的方式
[00:50:05] 还是在回档重挫的时候
[00:50:07] 你选定你有机会
[00:50:09] 你有把握加码东西去加码
[00:50:11] 让你的成本可以维持在一个比较低的地方
[00:50:14] 还是一个比较舒服的状态
[00:50:16] 对 因为刚刚提到
[00:50:18] 这个所谓位阶的问题
[00:50:20] 以前我就会提
[00:50:22] 但是因为这两年真的是很夸张
[00:50:24] 因为涨这么多
[00:50:25] 所以所有人都会有这样的现象
[00:50:27] 甚至有些
[00:50:29] 有时候我在讲说
[00:50:30] 哪一档基本面很好
[00:50:32] 有些人说
[00:50:32] 这个都好几千了
[00:50:34] 问题好几千之后又更贵
[00:50:36] 这个就是
[00:50:37] 你的代表就是宏镜
[00:50:38] 对 就是你一直在讲说
[00:50:40] 
[00:50:40] 这个已经好几千问题
[00:50:41] 它就是不断的涨
[00:50:43] 回过头来
[00:50:44] 刚刚也提到
[00:50:45] 这个比如说国具
[00:50:47] 大力光或金像电
[00:50:49] 我觉得这个
[00:50:50] 其实故事又有点不太一样
[00:50:53] 如果就我排序
[00:50:54] 我觉得最老牌的
[00:50:56] 我觉得金像电
[00:50:57] 因为它是一直很稳
[00:50:59] 而且AI的比例很高的个股
[00:51:02] 所以一路
[00:51:03] AI是不系板材
[00:51:04] 一路很早
[00:51:05] 一直被上修
[00:51:06] 这个目标下一直上修
[00:51:08] 所以你不
[00:51:08] 这次看到你也不用
[00:51:10] 担心未来还会持续看到
[00:51:12] 所以相对比较稳健
[00:51:14] 那国具的部分是
[00:51:15] 基本面跟上来了
[00:51:17] 所以我觉得
[00:51:18] 算是第二提示
[00:51:19] 所以大力光
[00:51:20] 就是未接低
[00:51:22] 加上对未来有期待
[00:51:25] 所以
[00:51:26] 对
[00:51:26] 对
[00:51:27] 所以相对而言
[00:51:28] 现在的市场看法
[00:51:30] 也慢慢好转
[00:51:31] 我觉得是故事些许不同
[00:51:33] 简单而言
[00:51:34] 就是没有一定的答案
[00:51:36] 你这个
[00:51:37] 现在数字没跟上的
[00:51:39] 它有个好处就是未接低
[00:51:41] 所以它的爆发力很强
[00:51:43] 但是
[00:51:43] 投资人就是
[00:51:44] 一分钱一分货
[00:51:46] 它的报酬率相对比较高
[00:51:48] 它的风险相对比较高一些
[00:51:49] 不知道好处是
[00:51:50] 因为它大力光
[00:51:51] 它是全职股
[00:51:52] 所以波动
[00:51:53] 还在可控范围之内
[00:51:55] 所以我觉得应该说
[00:51:57] 这块族群来讲
[00:51:58] 其实都可以分散布局
[00:52:00] 那是
[00:52:01] 简单而言
[00:52:02] 就是大涨过后
[00:52:03] 相对来讲
[00:52:04] 就会隐藏着风险
[00:52:06] 那所以
[00:52:06] 尽量就是两种方法
[00:52:08] 一个就是分批布局之外
[00:52:10] 另外就是
[00:52:11] 稍微分散一点
[00:52:12] 那谁休息了
[00:52:14] 谁继续往上冲
[00:52:15] 那当你混合在你的
[00:52:17] 这个所谓的持股当中
[00:52:19] 相对来讲
[00:52:20] 你就会感受
[00:52:21] 比较舒服一点
[00:52:22] 你不会把资金
[00:52:24] 压在某一档之中
[00:52:26] 就你一进去
[00:52:27] 它就休息了
[00:52:28] 是
[00:52:28] 然后你会不会就觉得相对
[00:52:30] 然后指数又再往上涨
[00:52:31] 相对来讲
[00:52:32] 你压力就会比较大
[00:52:33] 所以简单而言
[00:52:35] 常常讲的就是说
[00:52:36] 这个市场呢
[00:52:38] 我会觉得也不用
[00:52:39] 说有追
[00:52:41] 等于说没追上
[00:52:42] 就觉得很懊悔
[00:52:43] 我常常讲
[00:52:44] 反正现在就是一个
[00:52:45] 多头的行情
[00:52:46] 能
[00:52:46] 每个人的状况不一样
[00:52:48] 能赚多少是多少
[00:52:50] 反正有赚就是对
[00:52:51] 
[00:52:51] 有时候我个人的观影有赚就是对
[00:52:54] 那尽量往这个
[00:52:56] 所谓的大家
[00:52:57] 常常讲的
[00:52:58] 人多就不要去
[00:53:00] 其实我不觉得
[00:53:01] 这是一定是对的道理
[00:53:02] 我的追求的
[00:53:04] 还是告诉大家就是
[00:53:05] 东西对不对
[00:53:07] 就回过头来讲
[00:53:08] 东西对不对
[00:53:09] 其实它是有个答案的
[00:53:11] 现在AI就是多头
[00:53:12] 大家都买AI
[00:53:13] 你跟着买AI
[00:53:14] 不代表你是有问题
[00:53:15] 或者我们讲的
[00:53:16] 上次在这次主动型ETF的时候
[00:53:20] 也是极度疯狂
[00:53:22] 所以那时候大家在讲
[00:53:24] 就举个例子说
[00:53:25] 这次的主动ETF
[00:53:27] 就是两年前的高股息
[00:53:31] ETF的版本
[00:53:32] 我说完全错误观念
[00:53:34] 完全不同的
[00:53:35] 完全错误
[00:53:35] 当时高股息出来的时候
[00:53:37] 我就知道这个一定会出事
[00:53:39] 因为它本来商品
[00:53:41] 简单来讲
[00:53:43] 它商品被神化
[00:53:45] 我不是说它商品有问题
[00:53:46] 是商品被神化
[00:53:48] 或者是
[00:53:48] 就是我们之前也分享过
[00:53:50] 高股息要干嘛
[00:53:51] 就是赚高股息
[00:53:52] 但是因为之前息差双赚
[00:53:54] 导致很多价值股
[00:53:55] 根本就偏离原本的价值
[00:53:57] 太离谱
[00:53:58] 而且还不一定是AI股
[00:53:59] 很多是传统产品
[00:54:00] 所以那个东西到最后
[00:54:02] 它就真的会出问题
[00:54:03] 简单而言就是你
[00:54:04] 高股息那个商品
[00:54:05] 本来就不是波动很大的出去
[00:54:08] 所以多头它绩效落后
[00:54:10] 本来是正常
[00:54:11] 但主动型ETF不一样
[00:54:13] 它是一个风险非常高的商品
[00:54:15] 所以它再多头是一个对的商品
[00:54:17] 所以结论而言
[00:54:19] 我常常讲的
[00:54:19] 不是那种过去观念
[00:54:21] 人多的地方不要去
[00:54:23] 不代表一定对
[00:54:25] 所以你自己要分辨
[00:54:26] 它这件事情到底对或错
[00:54:28] 我常常讲对跟错
[00:54:29] 其实是有答案的
[00:54:30] 人多的地方
[00:54:32] 但每个人想的不一样
[00:54:34] 你看像昨天
[00:54:35] 不是很多人去抄底正恶吗
[00:54:36] 我是没有抄到
[00:54:37] 但我抄到别的
[00:54:38] 但很多人买到
[00:54:39] 很多人买到
[00:54:40] 所以昨天正恶大爆量
[00:54:42] 就有人说
[00:54:43] 昨天正恶大爆量
[00:54:44] 就过热
[00:54:44] 那今天一定会回
[00:54:45] 今天没有回
[00:54:46] 昨天买正恶是不是都赚钱
[00:54:47] 但昨天买正恶的人
[00:54:49] 肯定会有不一样的想法
[00:54:50] 例如有人觉得
[00:54:51] 我今天就把它出掉吧
[00:54:52] 好棒喔
[00:54:53] 隔日冲
[00:54:53] 有人会觉得
[00:54:54] 有人会觉得我就是长期想要累积正恶的部位
[00:54:56] 有人会说
[00:54:57] 干嘛买正恶
[00:54:58] 正恶就是杠杆型
[00:54:59] 商品你长期存就会存到没有
[00:55:00] 但正恶从2014年到现在
[00:55:03] 它没有过
[00:55:04] 可是会不会有剧烈正当
[00:55:05] 会
[00:55:06] 所以也会导致
[00:55:07] 即使昨天抢正恶
[00:55:08] 可能觉得抢到便宜的人
[00:55:10] 过几天或过段时间遇到正当
[00:55:12] 可能赔了
[00:55:13] 你反而会认赔杀出
[00:55:15] 所以同样一笔
[00:55:17] 人多的地方
[00:55:18] 有人赚钱
[00:55:19] 有人存得很安心
[00:55:20] 有人反而到最后变成赔钱
[00:55:22] 这就是股票市场有趣的地方
[00:55:24] 但股票市场并不是一个
[00:55:26] A赚钱B就一定要赔钱的
[00:55:28] 大家有可能同时赚钱
[00:55:30] 大家也可能同时赔钱
[00:55:31] A的赚钱跟你的赔钱没有关系
[00:55:33] 这每一个人有自己的一个决策
[00:55:36] 最后的最后
[00:55:37] 我今天看了一下盘面
[00:55:38] 我觉得它有一个族群还蛮有趣的
[00:55:40] 叫做IPC工业电脑
[00:55:41] 它还没有大涨
[00:55:42] 但今天有人创历史新高
[00:55:44] 就是华瀚
[00:55:45] 华瀚是鸿海集团里面的工业电脑公司
[00:55:48] 那它的业绩一直都非常的好
[00:55:50] 所以我也在看工业电脑这件事情
[00:55:52] 能不能到了所谓的边缘AI的时候
[00:55:54] 能做一个正式的接棒
[00:55:55] 因为也有涨
[00:55:56] 不是说这个都没有涨
[00:55:57] 所以华瀚才会创新高
[00:55:59] 严华其实也涨了相当的多
[00:56:01] 也在新高的附近
[00:56:02] 只是这个族群
[00:56:04] 它其实也有历经一些风风雨雨
[00:56:06] 它也不是一线
[00:56:07] 就什么AI云端大厂
[00:56:09] AI相关零组件
[00:56:10] 涨价升级规格
[00:56:11] 它都比较不是这个
[00:56:12] 它比较是AI落地运用
[00:56:15] 可是因为公控型的客户
[00:56:16] 他们的需求是非常固定的
[00:56:18] 就是说一定会轮到他们
[00:56:20] 但他们的涨势相对也会比较缓
[00:56:22] 而这个族群
[00:56:24] 其实是毛利率非常高的
[00:56:25] 那最近的话
[00:56:26] 他们也陆续传出
[00:56:27] 就是记忆体的价格虽然很高
[00:56:30] 可是他们的客户愿意
[00:56:31] 帮忙一起吸收
[00:56:32] 所以我自己是有看IPC族群
[00:56:35] 主要是化碳创高
[00:56:36] 我觉得这个族群里面就有戏
[00:56:37] 大家IPC都很高
[00:56:38] 好
[00:56:39] 这个IPC族群
[00:56:41] 我个人觉得
[00:56:41] 刚刚好讲到高股息
[00:56:43] 我觉得
[00:56:43] 如果高股息买多的人
[00:56:45] 我觉得IPC是一个
[00:56:47] 很适合他们的这个族群
[00:56:50] 没有错
[00:56:50] 应该这样讲
[00:56:51] 这个我要为工业电脑
[00:56:53] 稍微报区一下
[00:56:54] 我觉得
[00:56:55] 报区
[00:56:56] 就是他们是基本面很好
[00:56:58] 但是市场比较
[00:56:59] 不清赖
[00:57:00] 对不清赖
[00:57:01] 然后交易量也比较小
[00:57:02] 对就是一直以来就是这样子
[00:57:04] 但是
[00:57:04] 当然它有缺点
[00:57:07] 应该
[00:57:07] 这个不是缺点
[00:57:08] 这是产业的问题
[00:57:09] 因为就以黄文勋讲这个五层蛋糕的概念
[00:57:13] 它算是比较后段
[00:57:15] 对
[00:57:15] 就是它现在大家在抢
[00:57:17] 就是抢晶片
[00:57:18] 还有设备这两段
[00:57:20] 对
[00:57:21] 可是它也不是晶片
[00:57:22] 它也不是设备
[00:57:23] 大家没有在抢工业电脑
[00:57:24] 它也是在后面
[00:57:26] 等于说
[00:57:26] 第四层
[00:57:28] 第五层
[00:57:28] 才会想到它
[00:57:29] 所以相对而言
[00:57:30] 它就是
[00:57:31] 这个是它的弱点所在
[00:57:33] 但是老实讲
[00:57:34] 如果你今天想买AI
[00:57:36] 我常常讲的
[00:57:37] 如果放眼
[00:57:38] 我脑子里想的AI里面
[00:57:40] 真的只有台积电
[00:57:42] 可能30倍以下
[00:57:44] 然后组装厂20几倍
[00:57:46] 其他几乎
[00:57:47] 几乎大部分都是50倍以上
[00:57:49] 那IPC就是一个所谓的
[00:57:51] 他们其实AI的比例
[00:57:53] 我老实讲并不低
[00:57:55] 其实对股价
[00:57:56] 对它的基本面而言
[00:57:58] 是完全对不上的
[00:57:59] 它基本面其实是好的
[00:58:01] 那AI的比例
[00:58:03] 其实已经算高了
[00:58:05] 而且未来这个AI的进程
[00:58:07] 对他们也有非常大的贡献
[00:58:09] 可是没办法
[00:58:10] 因为资金就是不偏好
[00:58:12] 比较不青睐
[00:58:12] 对 我觉得有那个概念
[00:58:14] 其实它也有点类似
[00:58:16] 这个组装厂的概念
[00:58:19] 就组装厂其实也受惠
[00:58:20] 可是人家就只有不到20倍本益比
[00:58:22] 当然组装厂人家最后
[00:58:24] 就会讲到说
[00:58:25] 因为没办法
[00:58:26] 因为它的毛利低
[00:58:27] 所以我就只能给它
[00:58:28] IPC这个问题
[00:58:29] 毛利很高
[00:58:30] 对 它也没这个问题
[00:58:31] 毛利很高
[00:58:32] 对 所以老实讲
[00:58:33] 基本面是好的
[00:58:34] 当然我们常讲就是
[00:58:36] 我们只能把所谓的
[00:58:38] 基本面的趋势
[00:58:39] 这是不会错
[00:58:40] 至于股价我也不敢讲
[00:58:42] 就是什么时候会醒
[00:58:43] 醒了之后会怎样
[00:58:44] 我只能说
[00:58:45] 我每一次讲
[00:58:47] 只会说它会还它公道
[00:58:49] 但是实际上什么时候
[00:58:50] 我也不知道
[00:58:51] 这个我们投资就是这样子
[00:58:53] 那这个就是看
[00:58:54] 是不是愿不愿意去等待
[00:58:56] 那这个化汉如果说
[00:58:59] 今天能够转强
[00:59:00] 我觉得这个好处就是
[00:59:02] 当有人领军
[00:59:04] 就很容易吸引市场目光
[00:59:07] 回到这个族群上
[00:59:09] 最后就会发现
[00:59:10] 其实这个族群是明显被低估了
[00:59:13] 那最后呢
[00:59:14] 只要慢慢有人点火
[00:59:15] 就有办法资金往这边带
[00:59:17] 所以我觉得这个族群
[00:59:19] 如果说
[00:59:20] 刚刚提到
[00:59:21] 比如说高股息的人
[00:59:22] 喜欢长期相对稳定
[00:59:24] 他们这边
[00:59:25] 就我以前的观念
[00:59:26] 就是在以前的电子族群里面
[00:59:30] 有几大族群
[00:59:31] 比如说通路
[00:59:32] 比如组装
[00:59:33] 另外有一个
[00:59:34] 就是很稳健
[00:59:35] 基本面不差
[00:59:36] 就是工业电脑
[00:59:37] 它都相对来讲
[00:59:39] 算是电子族群里面
[00:59:41] 比较高
[00:59:41] 所谓的
[00:59:42] 高
[00:59:43] 所谓的
[00:59:44] 股息的相关族群
[00:59:46] 所以如果说
[00:59:47] 你今天是
[00:59:47] 持有高股息的
[00:59:49] 然后呢
[00:59:50] 一次
[00:59:50] 转向那个
[00:59:51] 50倍60倍本益比的
[00:59:53] 你又受不了的
[00:59:55] 这工业电脑
[00:59:56] 我觉得就是一个
[00:59:56] 很好的选择
[00:59:57] 好
[00:59:58] 我们今天又
[00:59:59] 虽念了不少
[01:00:00] 但
[01:00:00] 但时间的关系又来了
[01:00:03] 我们要去路里
[01:00:04] 才当然想要了
[01:00:05] 下次我们会来一个
[01:00:06] 24小时
[01:00:07] 直播不间断了
[01:00:08] 好
[01:00:09] 那我们今天也谢谢
[01:00:10] 明翰哥
[01:00:10] 也跟古惠仔的朋友说
[01:00:12] 拜拜
[01:00:12] 拜拜
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
[01:00:17] 
