[00:00:00] 欢迎收听赵华语股获在第1124集
[00:44:44] 所以他的热度源不及
[00:44:45] 这两个月转强的族群
[00:44:47] 对吧
[00:44:47] 所以会有个问题
[00:44:49] 你很容易被市场的氛围带着走
[00:44:51] 但回过头来
[00:44:52] 那个数字
[00:44:53] 你只要网络一查
[00:44:55] 或你问个Google
[00:44:56] 帮我把那个
[00:44:57] Google
[00:44:58] 或者甚至你问AI
[00:44:59] 请他把这几个月的营收调出来
[00:45:02] 画一个线形
[00:45:03] 他马上就出来了
[00:45:04] 然后他画给你看
[00:45:05] 你再看一档一档照妖镜
[00:45:07] 你就知道真假
[00:45:08] 所以结论我刚刚提到
[00:45:10] 我们上次来拆营收的时候
[00:45:12] 也告诉大家
[00:45:13] 这整个五月营收拆开
[00:45:15] 我肉眼看下去
[00:45:17] 当然每一次都是散的
[00:45:19] 可是里面有两大族群
[00:45:20] 是很明显的
[00:45:21] 一个就是PCB
[00:45:23] 一个是设备
[00:45:24] 设备股
[00:45:25] 这两个创高的个股
[00:45:26] 其实蛮多
[00:45:27] 这两个族群
[00:45:28] 其实今天跌蛮重
[00:45:29] 对
[00:45:29] 那我就想
[00:45:30] 如果你就分批的角度
[00:45:32] 你就要去找这个有营收的
[00:45:34] 这个有营收不代表说
[00:45:35] 指数一稳
[00:45:36] 他们反弹力道
[00:45:37] 就一定是最强
[00:45:39] 不
[00:45:39] 但是有个好处
[00:45:40] 你只要愿意等
[00:45:41] 他一定会再过高
[00:45:43] 因为他们的数字是不断创高
[00:45:45] 所以代表好
[00:45:46] 你五月营收创高
[00:45:47] 六月就算没创高
[00:45:48] 震荡之后七月创高
[00:45:50] 他股价就创高
[00:45:51] 可是现在有很多的
[00:45:53] 最近很强的
[00:45:54] 其实营收都还是躺平的
[00:45:56] 那现在就是拉本益比市场氛围
[00:45:58] 只要市场氛围突然一结束了
[00:46:02] 就代表这个族群就不会再过高
[00:46:05] 后续开出来数字都是平的
[00:46:07] 所以他代表他也没那个能力过高
[00:46:09] 所以常讲
[00:46:11] 我们前段就提到
[00:46:12] 这个四月后才转强的族群
[00:46:15] 就把握原则
[00:46:15] 就是强势的时候
[00:46:17] 一定可以操作没有问题
[00:46:18] 因为你就是跟着市场的氛围做
[00:46:20] 那把握原则就是买红不买黑
[00:46:23] 那如果我们刚刚提到
[00:46:25] 分批比如说
[00:46:27] 把资金分成五笔拉回买
[00:46:29] 把握原则你要买之前
[00:46:31] 网路查一下
[00:46:32] 就是他的到目前为止
[00:46:34] 营收是非常亮眼
[00:46:35] 而且你要知道
[00:46:36] 现在又即将来到这个月底了
[00:46:38] 所以代表过一段时间
[00:46:40] 又要再公布六月营收
[00:46:41] 然后如果这个营收一直出不来
[00:46:44] 又长这么多
[00:46:45] 然后线型又受到破坏
[00:46:47] 你也很难再去预期
[00:46:49] 大家要再去做拉抬的动作
[00:46:51] 我可以简单的归纳
[00:46:53] 我发现我已经是明汉达人
[00:46:55] 明汉喜欢有基本面的东西
[00:46:58] 然后有基本面不断在创高的
[00:47:01] 虽然评价可能都比以前
[00:47:02] 我们认识的PCB或设备股高很多了
[00:47:04] 可是现在叫做整体的台股
[00:47:06] 受AI的影响
[00:47:07] 整体评价提升
[00:47:09] 我们要先有这个概念
[00:47:10] 所以为什么回档可以减
[00:47:12] 回档可以减的一定是
[00:47:14] 营收有创高的东西
[00:47:15] PCB跟设备就是明汉
[00:47:17] 长期讲没有问题的
[00:47:18] 那设备呢
[00:47:19] 五月交出好营收是有意义的
[00:47:21] 我记得我们上礼拜有讨论过
[00:47:22] 因为通常他们喜欢在半年
[00:47:24] 六月或者十二月
[00:47:25] 是一个比较密集的入账的时间
[00:47:27] 就记底啦
[00:47:28] 那现在才五月就已经有人
[00:47:30] 陆续入账了嘛
[00:47:31] 那六月的话
[00:47:32] 想必应该会有更多的好成绩
[00:47:33] 这个是一个设想
[00:47:34] 但是其实很多设备厂商
[00:47:36] 在开发说的时候都告诉大家
[00:47:38] 我的订单都已经到
[00:47:39] 2028 2029 2030了
[00:47:41] 现在已经要看2030了
[00:47:43] 所以这些没有问题
[00:47:44] PCB实实在在营收
[00:47:46] 是那种所谓的三位数的年增率
[00:47:48] 这个没有问题
[00:47:49] 所以他们叫做回档可以减
[00:47:51] 那什么时候叫做买红不买黑
[00:47:53] 大家想说
[00:47:53] 哎呦还叫我买红不买黑
[00:47:55] 就是在讲
[00:47:56] 它的营收成长率没有那么强
[00:47:57] 可是族群性跟公式非常强的
[00:48:00] 被动元件
[00:48:01] 其实被动元件
[00:48:03] 他们的营收成长
[00:48:04] 或是获利成长
[00:48:05] 没有他们股价涨得那么多
[00:48:07] 所以他们是一个势头型的东西
[00:48:09] 势头型的东西就很看
[00:48:11] 这个势头能不能延续
[00:48:12] 当然有人说
[00:48:13] 今天跌停我去减
[00:48:14] 搞不好明天会涨停
[00:48:15] 有可能
[00:48:16] 可是就不是明翰讲的
[00:48:18] 它是一个势头要强的
[00:48:19] 你可能会减得有一点提心吊胆
[00:48:22] 公立元件我也在观察
[00:48:24] 虽然最近真的超级强
[00:48:25] 可是公立元件
[00:48:26] 有没有三级跳的营收
[00:48:28] 其实并没有
[00:48:30] 目前并没有
[00:48:32] 不过公立元件确实也传出涨价
[00:48:34] 连成熟的制程
[00:48:36] 成熟的IT设计
[00:48:37] 连发科
[00:48:38] 对不对
[00:48:38] 都说有一些产品要涨价
[00:48:41] 所以确实有搭上最新一波的涨价题材
[00:48:44] 因此他们就成为盘面上的新宠
[00:48:47] 那新宠就要趁势
[00:48:48] 所以我就简单归纳一下
[00:48:50] 其实明翰哥的逻辑是非常非常非常一致的
[00:48:53] 最后我用一个问题
[00:48:55] 因为我最近有点少回答大家的问题
[00:48:58] 来做一个收尾
[00:48:59] 也让明翰一起来回答
[00:49:01] 其实这个问题可以泛用在大家的身上
[00:49:03] 那这位朋友是因为他自己有买个股
[00:49:06] 就是买了翔硕
[00:49:07] 我们先不论翔硕是好还是不好
[00:49:09] 因为他自己有做了一些调查
[00:49:11] 就觉得目前的业绩可能会不如预期
[00:49:14] 然后他就说
[00:49:15] 赵华那如果你今天发现手上的持股
[00:49:17] 产业不如预期
[00:49:18] 你会怎么样
[00:49:18] 你会坚持等待吗
[00:49:19] 因为他说后面会开花
[00:49:21] 那我就要一直左侧一直减一直减吗
[00:49:24] 还是我干脆就应该把一半的资金挪去
[00:49:27] 主动是ETF
[00:49:28] 比较活泼会有表现的
[00:49:29] 那我看到这个问题的时候
[00:49:31] 我没有办法马上用文字回答这位朋友
[00:49:33] 当然第一
[00:49:34] 你会选择买它
[00:49:36] 而且买到可能有压力
[00:49:37] 代表你的资金部位
[00:49:38] 可能有相当大比例
[00:49:40] 已经不在他身上
[00:49:41] 所以这是一个资金配置的问题
[00:49:43] 大家有没有能力把大部位的资金
[00:49:45] 放在某一档个股上面
[00:49:47] 而影响到自己情绪
[00:49:49] 我觉得这个是第一个你要了解的
[00:49:51] 然后第二个
[00:49:52] 当然现在的环境
[00:49:54] 它并没有那么适合左侧交易
[00:49:57] 尤其是当你已经认为
[00:49:58] 它短期内可能业绩不见得会有好的表现
[00:50:01] 而你的心智上已经有点无法承受了
[00:50:04] 你确实就应该适度的布局到
[00:50:07] 刚刚我们讲的
[00:50:08] 回档可以买的
[00:50:09] 或者势头好的
[00:50:10] 或者你就让ETF帮你代劳
[00:50:12] 我觉得这个是减压一个很重要的事情
[00:50:15] 那当然你可能错过的是
[00:50:16] 搞不好过几天
[00:50:18] 翔硕突然来一个什么利多
[00:50:19] 它突然涨
[00:50:20] 其实我有看它的现行
[00:50:21] 它也没有怎样
[00:50:22] 它今年也从1000块涨到1600
[00:50:25] 我觉得根本没有怎样
[00:50:26] 所以我不知道压力的来源可能是来自于哪里
[00:50:29] 那你
[00:50:31] 我觉得最大的问题是你的资金到底要如何分配在
[00:50:34] 你要定期去存的
[00:50:36] 你对它很有信心
[00:50:37] 你觉得2027年
[00:50:38] 2018年它会发威的
[00:50:39] 以及现在就有表现的
[00:50:41] 或者是经理人帮你选的
[00:50:43] 你不用自己那么伤脑筋的
[00:50:44] 其实我觉得它是一个核心的解方
[00:50:47] 好 我不这样讲
[00:50:49] 我觉得我们就刚刚提到
[00:50:52] 我们就不以这档为概念
[00:50:53] 我们用这种架构来怎么回答
[00:50:56] 我这样讲
[00:50:57] 就是有一个最重要中心的概念
[00:51:01] 就是常常人家会问个股
[00:51:03] 我觉得很简单
[00:51:05] 就是你一开始没有贯彻
[00:51:06] 你要入场的时候
[00:51:08] 你没有给自己一个说服的理由
[00:51:10] 对
[00:51:11] 对不对
[00:51:11] 就是所以你到最后
[00:51:13] 你会不知道到底要不要退
[00:51:14] 大家入场的理由就是觉得它会涨而已
[00:51:16] 对
[00:51:16] 对
[00:51:17] 就是最后没涨
[00:51:18] 就不知道该怎么办
[00:51:19] 好 就有一个问题
[00:51:20] 好 就算你一开始
[00:51:22] 是为了要涨
[00:51:23] 最后不涨
[00:51:23] 其实结论就知道
[00:51:25] 你就应该退场
[00:51:26] 因为你一开始的中心论点
[00:51:28] 其实就已经不存在
[00:51:29] 这代表应该要退场
[00:51:31] 回过头来
[00:51:32] 以强硕来讲
[00:51:34] 如果因为你自己原本
[00:51:36] 有一个进场一把子
[00:51:37] 你说现在的状况不如预期
[00:51:40] 那公司说之后的架构
[00:51:42] 还会持续往上
[00:51:43] 这个我们举一个比较简单的
[00:51:46] 这个一个逻辑好了
[00:51:47] 就像现在每一季
[00:51:49] 一二三四块
[00:51:51] 你是第一季赚一块
[00:51:53] 两块三块四块越来越高
[00:51:55] 那现在可能在第二季
[00:51:56] 原本预估要两块钱
[00:51:58] 突然说可能剩一块
[00:51:59] 甚至一块都不到
[00:52:00] 可是有一个问题
[00:52:01] 后面如果跟你原本的预期差不多
[00:52:04] 然后是往后延宕
[00:52:06] 我觉得这都还OK
[00:52:08] 可是如果是发现
[00:52:10] 整件事情跟想的根本不一样
[00:52:12] 就是第一季一块
[00:52:14] 第二季一块
[00:52:16] 第三季第四季
[00:52:17] 最后发现从头到尾
[00:52:18] 根本都只是说说而已
[00:52:20] 那结论就是跟你当时想的
[00:52:23] 你是要一二三四块
[00:52:24] 越来越高的那个逻辑
[00:52:26] 根本已经完全不一样
[00:52:28] 那代表你就应该要退场
[00:52:30] 所以结论我常常提到
[00:52:32] 就是投资人常问说
[00:52:33] 这党到底怎么样怎么样
[00:52:35] 原因就是因为
[00:52:36] 你一开始进场的时候
[00:52:37] 没有一个中心事项
[00:52:39] 你到底买它是买的是什么原因
[00:52:42] 然后后面来讲
[00:52:43] 只要那个原因不见了
[00:52:45] 其实就应该要做退场的动作
[00:52:48] 那我觉得应该说
[00:52:50] 投资人
[00:52:51] 或者说我们先把这个问题
[00:52:53] 都撇开来好了
[00:52:56] 我们就整个市场来讲
[00:52:58] 就我的角度
[00:52:59] 我会觉得有一种就是AI股
[00:53:01] 就是基本面上
[00:53:02] 另外一种就是市场
[00:53:04] 现在整个情绪上
[00:53:07] 在整个资金移动的相关组群
[00:53:10] 就我刚刚提到
[00:53:11] 四月之后很多相对强势
[00:53:13] 可能没有数字
[00:53:14] 这是第二种组群
[00:53:16] 第三种就是
[00:53:17] 可能也没吃到AI
[00:53:19] 然后市场资金也不进去
[00:53:21] 然后你还在等
[00:53:23] 我会觉得这三种
[00:53:24] 大致上就这样
[00:53:26] 我老实讲
[00:53:26] 第三种是
[00:53:28] 对比而言真的是最不值得投资
[00:53:30] 当然你最害怕的是什么
[00:53:32] 就是你会不会卖掉之后
[00:53:34] 就转到别的之后
[00:53:35] 他转强
[00:53:36] 对
[00:53:36] 但是
[00:53:37] 就是怕这个
[00:53:38] 对
[00:53:38] 但是我讲白了
[00:53:40] 这个几率
[00:53:41] 真的是比较低的
[00:53:42] 就是说你跑了之后
[00:53:44] 最后大涨
[00:53:45] 跟你继续留在那里
[00:53:47] 然后一直等很久
[00:53:49] 其实两个对比而言
[00:53:50] 离开之后突然大涨的几率是低的
[00:53:53] 我自己的做法
[00:53:55] 我应该这样分享
[00:53:57] 如果是因为我13个
[00:53:58] 我发现它不对
[00:53:59] 我就会离开
[00:54:00] 而且离开也做一个动作
[00:54:02] 就是你离开之后呢
[00:54:04] 你
[00:54:04] 就是你
[00:54:05] 因为我一开始
[00:54:06] 可能有一个理由
[00:54:07] 最后理由已经不存在
[00:54:09] 我第一我把它卖掉
[00:54:10] 包含连自旋股全部把它移掉
[00:54:12] 后续涨不涨跟我没关系
[00:54:13] 你不要说未来它涨了
[00:54:15] 你就影响你心情
[00:54:16] 我直接移掉
[00:54:17] 我再不看这档枯掉
[00:54:18] 暂时就是知道说
[00:54:20] 因为跟一开始的
[00:54:22] 那个理念
[00:54:23] 跟我想的已经不一样了
[00:54:25] 对不对
[00:54:25] 那不要再
[00:54:26] 这一直不断的这个纠葛
[00:54:29] 我就直接把它移除
[00:54:30] 那直接把它往
[00:54:32] 这个刚刚提到
[00:54:33] 另外两大族群
[00:54:34] 也许一个是
[00:54:35] 基本面好
[00:54:36] 另外一个也许是市场
[00:54:38] 目前情绪所在位置
[00:54:40] 但是因为现在震荡比较大
[00:54:42] 如果投资人
[00:54:43] 尤其是现在可能是操作不顺利的
[00:54:46] 一开始移动
[00:54:47] 我一定会建议你移动往
[00:54:49] 有数字的
[00:54:50] 不要去追那个市场情绪的地方
[00:54:53] 因为你在
[00:54:54] 因为你前段已经不顺利了
[00:54:56] 如果一过来
[00:54:57] 刚好不小心又卡在最高点
[00:54:59] 又反准
[00:54:59] 你去到哪都
[00:55:00] 都受到打击
[00:55:02] 最后这个真的心情会
[00:55:05] 然后人家指数还在创高
[00:55:06] 结果你一直都是操作不顺利
[00:55:09] 相对来讲
[00:55:10] 可能压抑会比较大
[00:55:11] 或者是反而角度讲
[00:55:13] 刚刚赵豪也提到
[00:55:14] 其实在这个时间点
[00:55:15] 换个角度讲
[00:55:17] 如果选股选了两三次
[00:55:19] 都不是那么顺利
[00:55:20] 记得干脆真的就不要选股
[00:55:22] 这几年指数涨成这样
[00:55:24] 其实你真的买指数就赚很多钱了
[00:55:27] 所以你不如往主动型甚至被动型可以找科技型的ETF
[00:55:34] 其实这个涨幅
[00:55:35] 我常在讲你选个股不见得能够赢ETF
[00:55:39] 就目前的角度而言
[00:55:41] 好
[00:55:42] 我也很简单再做一个结论
[00:55:44] 因为可能这位留言人有记得我的理念是比较左侧派的
[00:55:48] 我是到现在
[00:55:50] 其实我买股票的想法还是
[00:55:51] 我比较难去追强
[00:55:53] 但是我昨天的节目也有跟大家聊到
[00:55:56] 因为现在几乎都是往右上了
[00:55:58] 对不对
[00:55:58] 那我也不可能一直去接刀
[00:56:00] 或去等那些
[00:56:00] 说实话
[00:56:01] 有的传产是不错
[00:56:02] 它就是不会涨
[00:56:03] 对不对
[00:56:04] 那我当然知道
[00:56:05] 风之所向就是跟AI有关
[00:56:07] 我也非常认同
[00:56:08] 因为我每天泡在这些讯息里面
[00:56:09] 我一定是买最热门的东西
[00:56:11] 好
[00:56:12] 但是我会确定的是
[00:56:13] 它是在趋势上的
[00:56:14] 它现在是在往右上动的
[00:56:16] 这个是第一个
[00:56:17] 如果我要买个股的话
[00:56:18] 我不太会去说
[00:56:19] 它躺在那边一滩死水
[00:56:21] 然后你很期待说
[00:56:22] 你买了之后
[00:56:23] 它突然之间涨上去
[00:56:24] 或是你减了半年
[00:56:25] 它还躺在那边
[00:56:26] 你觉得如果我卖掉
[00:56:27] 它就会突然喷上去
[00:56:28] 先把这个期待放开
[00:56:30] 就算有这样的持股
[00:56:31] 也不可能占我的持股清单很大的比重
[00:56:34] 我不会把比重压在这个东西上面
[00:56:36] 但为什么说我还是一个左侧
[00:56:38] 例如我常常跟大家提醒的
[00:56:39] 终于回跌了
[00:56:41] 前一阵不回跌到月线吗
[00:56:42] 赶快破月线买一点ETF
[00:56:44] 至少买一点ETF
[00:56:46] 我破月线喜欢买东西
[00:56:48] 而且买得多
[00:56:48] 就是破线我反而买得多
[00:56:51] 但是我不是买个股
[00:56:52] 我有跟大家分享
[00:56:53] 我就是买我信得过
[00:56:54] 不管主动式也好
[00:56:55] 或者是表现得比0050还好的一些
[00:56:57] 所谓的类似执行的也好
[00:57:00] 总之你就是赶快去捡一点
[00:57:01] 这样的东西
[00:57:02] 所以你的左侧要左侧对
[00:57:05] 做法
[00:57:06] 你的心情就会越来越好
[00:57:07] 因为破月线
[00:57:09] 后来又站上月线
[00:57:09] 又创历史新高
[00:57:10] 你手上捡的那些东西
[00:57:11] 全部都在创新高
[00:57:12] 不是很开心吗
[00:57:13] 我觉得要用这样的想法
[00:57:15] 不是说你就要放弃
[00:57:16] 你喜欢的详绰或什么
[00:57:18] 但是它显然已经影响到
[00:57:19] 你的情绪跟操作了
[00:57:21] 我觉得这才是要正视的问题
[00:57:23] 好
[00:57:24] 看来又一个小时
[00:57:26] 我们今天的古惑仔
[00:57:29] 就先到这边了
[00:57:30] 晚上的理财大人秀见了
[00:57:32] 大家拜拜
[00:57:33] 拜拜
